USER_NUM,MOVIE_NUM,watch_time(min),watch_day,watch_seq,movie_title,genre,country,showTM,ott_release_month,USER_KEY,product_code,price,billing_method,max_screen,is_promotion,is_churn_prevented,is_repurchase,payment_device,is_user_verified,gender,age,reg_date,reg_hour,end_date
8,6082,43,20210324,2,내부자들,"범죄, 드라마, 액션, 스릴러",대한민국,2시간 10분,201601.0,dd92b02822787c09e75a12e0232ea5a61565ccc85cf3854699be09ea571f51ec5a58909c9d0faca474aa7523e4e082facd05646c672885050923f512c6f549a2,pk_2025,100.0,151.0,1.0,1.0,0.0,1.0,android,1.0,F,45.0,2021-03-06,3.0,2021-04-06
8,10865,20,20210326,1,베테랑,"코미디, 액션, 범죄, 스릴러",대한민국,2시간 3분,201510.0,dd92b02822787c09e75a12e0232ea5a61565ccc85cf3854699be09ea571f51ec5a58909c9d0faca474aa7523e4e082facd05646c672885050923f512c6f549a2,pk_2025,100.0,151.0,1.0,1.0,0.0,1.0,android,1.0,F,45.0,2021-03-06,3.0,2021-04-06
11,14134,1,20210313,1,씨피버,"스릴러, 공포, 드라마, SF, 유럽에서 제작","영국, 벨기에, 아일랜드, 스웨덴",1시간 35분,202005.0,3c054db4f04320a061d2b61d1511800abe09478674199d048322cf7b1fbed70fc0be6be57aee5a2e05f8e5833d07ec2c8722a27f4e21b8cbbab5e9e1c8bf73b6,pk_1487,100.0,131.0,1.0,1.0,0.0,1.0,android,1.0,M,30.0,2021-03-04,20.0,2021-04-04
11,14134,2,20210313,2,씨피버,"스릴러, 공포, 드라마, SF, 유럽에서 제작","영국, 벨기에, 아일랜드, 스웨덴",1시간 35분,202005.0,3c054db4f04320a061d2b61d1511800abe09478674199d048322cf7b1fbed70fc0be6be57aee5a2e05f8e5833d07ec2c8722a27f4e21b8cbbab5e9e1c8bf73b6,pk_1487,100.0,131.0,1.0,1.0,0.0,1.0,android,1.0,M,30.0,2021-03-04,20.0,2021-04-04
11,7340,82,20210314,1,몬스터헌터,"애니메이션, 액션, 판타지",일본,23분,202102.0,3c054db4f04320a061d2b61d1511800abe09478674199d048322cf7b1fbed70fc0be6be57aee5a2e05f8e5833d07ec2c8722a27f4e21b8cbbab5e9e1c8bf73b6,pk_1487,100.0,131.0,1.0,1.0,0.0,1.0,android,1.0,M,30.0,2021-03-04,20.0,2021-04-04
11,7340,93,20210314,2,몬스터헌터,"애니메이션, 액션, 판타지",일본,23분,202102.0,3c054db4f04320a061d2b61d1511800abe09478674199d048322cf7b1fbed70fc0be6be57aee5a2e05f8e5833d07ec2c8722a27f4e21b8cbbab5e9e1c8bf73b6,pk_1487,100.0,131.0,1.0,1.0,0.0,1.0,android,1.0,M,30.0,2021-03-04,20.0,2021-04-04
11,3134,2,20210314,3,스카이라인:라스트워,"액션, 스릴러, SF","스페인, 아랍에미리트, 영국, 미국, 리투아니아",1시간 53분,202102.0,3c054db4f04320a061d2b61d1511800abe09478674199d048322cf7b1fbed70fc0be6be57aee5a2e05f8e5833d07ec2c8722a27f4e21b8cbbab5e9e1c8bf73b6,pk_1487,100.0,131.0,1.0,1.0,0.0,1.0,android,1.0,M,30.0,2021-03-04,20.0,2021-04-04
11,9552,19,20210314,4,봉마전,"액션, 판타지, 로맨스, 드라마",,1시간 30분,202102.0,3c054db4f04320a061d2b61d1511800abe09478674199d048322cf7b1fbed70fc0be6be57aee5a2e05f8e5833d07ec2c8722a27f4e21b8cbbab5e9e1c8bf73b6,pk_1487,100.0,131.0,1.0,1.0,0.0,1.0,android,1.0,M,30.0,2021-03-04,20.0,2021-04-04
11,14134,86,20210314,5,씨피버,"스릴러, 공포, 드라마, SF, 유럽에서 제작","영국, 벨기에, 아일랜드, 스웨덴",1시간 35분,202005.0,3c054db4f04320a061d2b61d1511800abe09478674199d048322cf7b1fbed70fc0be6be57aee5a2e05f8e5833d07ec2c8722a27f4e21b8cbbab5e9e1c8bf73b6,pk_1487,100.0,131.0,1.0,1.0,0.0,1.0,android,1.0,M,30.0,2021-03-04,20.0,2021-04-04
11,4133,1,20210314,6,생존:러스트크릭,"드라마, 액션, 스릴러, 범죄",미국,1시간 48분,202011.0,3c054db4f04320a061d2b61d1511800abe09478674199d048322cf7b1fbed70fc0be6be57aee5a2e05f8e5833d07ec2c8722a27f4e21b8cbbab5e9e1c8bf73b6,pk_1487,100.0,131.0,1.0,1.0,0.0,1.0,android,1.0,M,30.0,2021-03-04,20.0,2021-04-04
13,6880,1,20210320,1,언더워터(2020),"공포, SF, 액션, 스릴러",미국,1시간 35분,202006.0,9c462462724cb0ef3d725dc315043af4c38566171d50ccab2f6be0847941ec4a35a10139f0d405587b9088f99771a21865a7fdeca7871e70d2c438a2a77bba0f,pk_2025,100.0,151.0,1.0,1.0,0.0,0.0,android,1.0,M,35.0,2021-03-14,7.0,2021-04-14
13,6880,60,20210320,2,언더워터(2020),"공포, SF, 액션, 스릴러",미국,1시간 35분,202006.0,9c462462724cb0ef3d725dc315043af4c38566171d50ccab2f6be0847941ec4a35a10139f0d405587b9088f99771a21865a7fdeca7871e70d2c438a2a77bba0f,pk_2025,100.0,151.0,1.0,1.0,0.0,0.0,android,1.0,M,35.0,2021-03-14,7.0,2021-04-14
13,4216,155,20210327,1,토미리스:전쟁의여신,"드라마, 전쟁, 액션, 판타지",Kazakhstan,2시간 36분,202012.0,9c462462724cb0ef3d725dc315043af4c38566171d50ccab2f6be0847941ec4a35a10139f0d405587b9088f99771a21865a7fdeca7871e70d2c438a2a77bba0f,pk_2025,100.0,151.0,1.0,1.0,0.0,0.0,android,1.0,M,35.0,2021-03-14,7.0,2021-04-14
13,12484,56,20210327,2,아마겟돈2046,"액션, SF","영국, 미국",1시간 36분,202102.0,9c462462724cb0ef3d725dc315043af4c38566171d50ccab2f6be0847941ec4a35a10139f0d405587b9088f99771a21865a7fdeca7871e70d2c438a2a77bba0f,pk_2025,100.0,151.0,1.0,1.0,0.0,0.0,android,1.0,M,35.0,2021-03-14,7.0,2021-04-14
13,6654,107,20210327,3,뱅가드,"액션, 코미디, 범죄, 스릴러","홍콩, 인도, 대한민국, 대만, 영국",1시간 47분,202101.0,9c462462724cb0ef3d725dc315043af4c38566171d50ccab2f6be0847941ec4a35a10139f0d405587b9088f99771a21865a7fdeca7871e70d2c438a2a77bba0f,pk_2025,100.0,151.0,1.0,1.0,0.0,0.0,android,1.0,M,35.0,2021-03-14,7.0,2021-04-14
13,6654,1,20210327,4,뱅가드,"액션, 코미디, 범죄, 스릴러","홍콩, 인도, 대한민국, 대만, 영국",1시간 47분,202101.0,9c462462724cb0ef3d725dc315043af4c38566171d50ccab2f6be0847941ec4a35a10139f0d405587b9088f99771a21865a7fdeca7871e70d2c438a2a77bba0f,pk_2025,100.0,151.0,1.0,1.0,0.0,0.0,android,1.0,M,35.0,2021-03-14,7.0,2021-04-14
13,2198,4,20210327,5,어니스트씨프,"액션, 범죄, 드라마, 스릴러",미국,1시간 39분,202102.0,9c462462724cb0ef3d725dc315043af4c38566171d50ccab2f6be0847941ec4a35a10139f0d405587b9088f99771a21865a7fdeca7871e70d2c438a2a77bba0f,pk_2025,100.0,151.0,1.0,1.0,0.0,0.0,android,1.0,M,35.0,2021-03-14,7.0,2021-04-14
13,10232,68,20210327,6,라이어트:기계들의역습,"SF, 액션",미국,1시간 25분,202012.0,9c462462724cb0ef3d725dc315043af4c38566171d50ccab2f6be0847941ec4a35a10139f0d405587b9088f99771a21865a7fdeca7871e70d2c438a2a77bba0f,pk_2025,100.0,151.0,1.0,1.0,0.0,0.0,android,1.0,M,35.0,2021-03-14,7.0,2021-04-14
13,2198,94,20210328,1,어니스트씨프,"액션, 범죄, 드라마, 스릴러",미국,1시간 39분,202102.0,9c462462724cb0ef3d725dc315043af4c38566171d50ccab2f6be0847941ec4a35a10139f0d405587b9088f99771a21865a7fdeca7871e70d2c438a2a77bba0f,pk_2025,100.0,151.0,1.0,1.0,0.0,0.0,android,1.0,M,35.0,2021-03-14,7.0,2021-04-14
13,10693,151,20210328,2,더이퀄라이저2,"액션, 스릴러, 범죄",미국,2시간 1분,201812.0,9c462462724cb0ef3d725dc315043af4c38566171d50ccab2f6be0847941ec4a35a10139f0d405587b9088f99771a21865a7fdeca7871e70d2c438a2a77bba0f,pk_2025,100.0,151.0,1.0,1.0,0.0,0.0,android,1.0,M,35.0,2021-03-14,7.0,2021-04-14
13,13093,1,20210401,1,그린랜드,"SF, 액션, 스릴러","영국, 미국",2시간 0분,202011.0,9c462462724cb0ef3d725dc315043af4c38566171d50ccab2f6be0847941ec4a35a10139f0d405587b9088f99771a21865a7fdeca7871e70d2c438a2a77bba0f,pk_2025,100.0,151.0,1.0,1.0,0.0,0.0,android,1.0,M,35.0,2021-03-14,7.0,2021-04-14
13,13093,1,20210401,2,그린랜드,"SF, 액션, 스릴러","영국, 미국",2시간 0분,202011.0,9c462462724cb0ef3d725dc315043af4c38566171d50ccab2f6be0847941ec4a35a10139f0d405587b9088f99771a21865a7fdeca7871e70d2c438a2a77bba0f,pk_2025,100.0,151.0,1.0,1.0,0.0,0.0,android,1.0,M,35.0,2021-03-14,7.0,2021-04-14
13,8283,1,20210401,3,더터널,"드라마, 스릴러, 액션, 범죄, 유럽에서 제작","영국, 프랑스",47분,202103.0,9c462462724cb0ef3d725dc315043af4c38566171d50ccab2f6be0847941ec4a35a10139f0d405587b9088f99771a21865a7fdeca7871e70d2c438a2a77bba0f,pk_2025,100.0,151.0,1.0,1.0,0.0,0.0,android,1.0,M,35.0,2021-03-14,7.0,2021-04-14
14,7121,100,20210306,1,논스톱(2014),"드라마, 코미디, 로맨스",대한민국,21분,201405.0,1d1d80d1ccba41e116930b29b81a2d93005d0abe4706dd3e2d925c356df7eaa75c111073e1fc29ff58a06b06b54c8ea0c6aaeb4a61dacb8f8d09b06bffe6ed93,pk_1487,100.0,180.0,1.0,1.0,0.0,0.0,mobile,1.0,F,25.0,2021-03-06,23.0,2021-04-06
14,2198,1,20210306,2,어니스트씨프,"액션, 범죄, 드라마, 스릴러",미국,1시간 39분,202102.0,1d1d80d1ccba41e116930b29b81a2d93005d0abe4706dd3e2d925c356df7eaa75c111073e1fc29ff58a06b06b54c8ea0c6aaeb4a61dacb8f8d09b06bffe6ed93,pk_1487,100.0,180.0,1.0,1.0,0.0,0.0,mobile,1.0,F,25.0,2021-03-06,23.0,2021-04-06
14,3767,90,20210306,3,회사원,"드라마, 액션, 범죄, 스릴러",대한민국,1시간 36분,202002.0,1d1d80d1ccba41e116930b29b81a2d93005d0abe4706dd3e2d925c356df7eaa75c111073e1fc29ff58a06b06b54c8ea0c6aaeb4a61dacb8f8d09b06bffe6ed93,pk_1487,100.0,180.0,1.0,1.0,0.0,0.0,mobile,1.0,F,25.0,2021-03-06,23.0,2021-04-06
14,6533,1,20210306,4,익스펜더블3,"코미디, 범죄, 스릴러, 액션","프랑스, 독일, 불가리아, 미국",2시간 6분,201911.0,1d1d80d1ccba41e116930b29b81a2d93005d0abe4706dd3e2d925c356df7eaa75c111073e1fc29ff58a06b06b54c8ea0c6aaeb4a61dacb8f8d09b06bffe6ed93,pk_1487,100.0,180.0,1.0,1.0,0.0,0.0,mobile,1.0,F,25.0,2021-03-06,23.0,2021-04-06
14,6533,124,20210306,5,익스펜더블3,"코미디, 범죄, 스릴러, 액션","프랑스, 독일, 불가리아, 미국",2시간 6분,201911.0,1d1d80d1ccba41e116930b29b81a2d93005d0abe4706dd3e2d925c356df7eaa75c111073e1fc29ff58a06b06b54c8ea0c6aaeb4a61dacb8f8d09b06bffe6ed93,pk_1487,100.0,180.0,1.0,1.0,0.0,0.0,mobile,1.0,F,25.0,2021-03-06,23.0,2021-04-06
14,5168,1,20210311,1,비밀,"드라마, 로맨스",대한민국,1시간 3분,201404.0,1d1d80d1ccba41e116930b29b81a2d93005d0abe4706dd3e2d925c356df7eaa75c111073e1fc29ff58a06b06b54c8ea0c6aaeb4a61dacb8f8d09b06bffe6ed93,pk_1487,100.0,180.0,1.0,1.0,0.0,0.0,mobile,1.0,F,25.0,2021-03-06,23.0,2021-04-06
14,10828,1,20210313,1,퍼펙트케어,"스릴러, 코미디, 범죄, 드라마","영국, 미국",1시간 58분,202103.0,1d1d80d1ccba41e116930b29b81a2d93005d0abe4706dd3e2d925c356df7eaa75c111073e1fc29ff58a06b06b54c8ea0c6aaeb4a61dacb8f8d09b06bffe6ed93,pk_1487,100.0,180.0,1.0,1.0,0.0,0.0,mobile,1.0,F,25.0,2021-03-06,23.0,2021-04-06
14,2198,1,20210313,2,어니스트씨프,"액션, 범죄, 드라마, 스릴러",미국,1시간 39분,202102.0,1d1d80d1ccba41e116930b29b81a2d93005d0abe4706dd3e2d925c356df7eaa75c111073e1fc29ff58a06b06b54c8ea0c6aaeb4a61dacb8f8d09b06bffe6ed93,pk_1487,100.0,180.0,1.0,1.0,0.0,0.0,mobile,1.0,F,25.0,2021-03-06,23.0,2021-04-06
14,10828,116,20210314,1,퍼펙트케어,"스릴러, 코미디, 범죄, 드라마","영국, 미국",1시간 58분,202103.0,1d1d80d1ccba41e116930b29b81a2d93005d0abe4706dd3e2d925c356df7eaa75c111073e1fc29ff58a06b06b54c8ea0c6aaeb4a61dacb8f8d09b06bffe6ed93,pk_1487,100.0,180.0,1.0,1.0,0.0,0.0,mobile,1.0,F,25.0,2021-03-06,23.0,2021-04-06
14,1616,133,20210320,1,마스터(2016),"드라마, 유럽에서 제작",미국,2시간 18분,201702.0,1d1d80d1ccba41e116930b29b81a2d93005d0abe4706dd3e2d925c356df7eaa75c111073e1fc29ff58a06b06b54c8ea0c6aaeb4a61dacb8f8d09b06bffe6ed93,pk_1487,100.0,180.0,1.0,1.0,0.0,0.0,mobile,1.0,F,25.0,2021-03-06,23.0,2021-04-06
14,2198,1,20210320,2,어니스트씨프,"액션, 범죄, 드라마, 스릴러",미국,1시간 39분,202102.0,1d1d80d1ccba41e116930b29b81a2d93005d0abe4706dd3e2d925c356df7eaa75c111073e1fc29ff58a06b06b54c8ea0c6aaeb4a61dacb8f8d09b06bffe6ed93,pk_1487,100.0,180.0,1.0,1.0,0.0,0.0,mobile,1.0,F,25.0,2021-03-06,23.0,2021-04-06
14,1616,4,20210320,3,마스터(2016),"드라마, 유럽에서 제작",미국,2시간 18분,201702.0,1d1d80d1ccba41e116930b29b81a2d93005d0abe4706dd3e2d925c356df7eaa75c111073e1fc29ff58a06b06b54c8ea0c6aaeb4a61dacb8f8d09b06bffe6ed93,pk_1487,100.0,180.0,1.0,1.0,0.0,0.0,mobile,1.0,F,25.0,2021-03-06,23.0,2021-04-06
14,10600,5,20210327,1,익스트랙션,"범죄, 스릴러, 액션","태국, 호주, 캐나다, Bangladesh, 미국, 인도",1시간 56분,201705.0,1d1d80d1ccba41e116930b29b81a2d93005d0abe4706dd3e2d925c356df7eaa75c111073e1fc29ff58a06b06b54c8ea0c6aaeb4a61dacb8f8d09b06bffe6ed93,pk_1487,100.0,180.0,1.0,1.0,0.0,0.0,mobile,1.0,F,25.0,2021-03-06,23.0,2021-04-06
16,9650,18,20210308,1,엘도라도,"애니메이션, 코미디, 판타지, 가족, 액션",미국,1시간 29분,201902.0,9c267c48f93b99c36cbcb43bee3cf2bbb3f9502e478425baccd517ac2bc062d4b3b9fa9ec3589dcfffb923dd1a94197ec05f1b5bf2dbbede1eb7363ed1ab1c63,pk_1488,100.0,134.0,2.0,1.0,1.0,1.0,pc,1.0,M,25.0,2021-03-08,10.0,2021-04-08
16,7896,1,20210308,2,큰엄마의미친봉고,"드라마, 코미디",대한민국,1시간 39분,202101.0,9c267c48f93b99c36cbcb43bee3cf2bbb3f9502e478425baccd517ac2bc062d4b3b9fa9ec3589dcfffb923dd1a94197ec05f1b5bf2dbbede1eb7363ed1ab1c63,pk_1488,100.0,134.0,2.0,1.0,1.0,1.0,pc,1.0,M,25.0,2021-03-08,10.0,2021-04-08
16,3736,109,20210312,1,휴고,"드라마, 가족, 판타지, 유럽에서 제작","영국, 미국",2시간 6분,201205.0,9c267c48f93b99c36cbcb43bee3cf2bbb3f9502e478425baccd517ac2bc062d4b3b9fa9ec3589dcfffb923dd1a94197ec05f1b5bf2dbbede1eb7363ed1ab1c63,pk_1488,100.0,134.0,2.0,1.0,1.0,1.0,pc,1.0,M,25.0,2021-03-08,10.0,2021-04-08
16,3736,29,20210313,1,휴고,"드라마, 가족, 판타지, 유럽에서 제작","영국, 미국",2시간 6분,201205.0,9c267c48f93b99c36cbcb43bee3cf2bbb3f9502e478425baccd517ac2bc062d4b3b9fa9ec3589dcfffb923dd1a94197ec05f1b5bf2dbbede1eb7363ed1ab1c63,pk_1488,100.0,134.0,2.0,1.0,1.0,1.0,pc,1.0,M,25.0,2021-03-08,10.0,2021-04-08
16,9650,43,20210313,2,엘도라도,"애니메이션, 코미디, 판타지, 가족, 액션",미국,1시간 29분,201902.0,9c267c48f93b99c36cbcb43bee3cf2bbb3f9502e478425baccd517ac2bc062d4b3b9fa9ec3589dcfffb923dd1a94197ec05f1b5bf2dbbede1eb7363ed1ab1c63,pk_1488,100.0,134.0,2.0,1.0,1.0,1.0,pc,1.0,M,25.0,2021-03-08,10.0,2021-04-08
16,9650,18,20210317,1,엘도라도,"애니메이션, 코미디, 판타지, 가족, 액션",미국,1시간 29분,201902.0,9c267c48f93b99c36cbcb43bee3cf2bbb3f9502e478425baccd517ac2bc062d4b3b9fa9ec3589dcfffb923dd1a94197ec05f1b5bf2dbbede1eb7363ed1ab1c63,pk_1488,100.0,134.0,2.0,1.0,1.0,1.0,pc,1.0,M,25.0,2021-03-08,10.0,2021-04-08
16,9650,1,20210326,1,엘도라도,"애니메이션, 코미디, 판타지, 가족, 액션",미국,1시간 29분,201902.0,9c267c48f93b99c36cbcb43bee3cf2bbb3f9502e478425baccd517ac2bc062d4b3b9fa9ec3589dcfffb923dd1a94197ec05f1b5bf2dbbede1eb7363ed1ab1c63,pk_1488,100.0,134.0,2.0,1.0,1.0,1.0,pc,1.0,M,25.0,2021-03-08,10.0,2021-04-08
18,3009,122,20210327,1,프라미싱영우먼,"범죄, 드라마, 스릴러",미국,1시간 54분,202102.0,fe95c26ddf4bd9513b21cb4624c8cb8984f5cd4c91e2d7179f7cb54bc19ef1d2f575595949e553acbd0eaafee83d2cea2207654daac410f61646b19b3d0aff16,pk_2026,100.0,151.0,2.0,1.0,1.0,0.0,android,1.0,M,40.0,2021-03-12,7.0,2021-04-12
18,2170,1,20210327,2,소울,"판타지, 애니메이션, 가족, 드라마, 음악, 코미디",미국,1시간 41분,202103.0,fe95c26ddf4bd9513b21cb4624c8cb8984f5cd4c91e2d7179f7cb54bc19ef1d2f575595949e553acbd0eaafee83d2cea2207654daac410f61646b19b3d0aff16,pk_2026,100.0,151.0,2.0,1.0,1.0,0.0,android,1.0,M,40.0,2021-03-12,7.0,2021-04-12
18,2170,97,20210327,3,소울,"판타지, 애니메이션, 가족, 드라마, 음악, 코미디",미국,1시간 41분,202103.0,fe95c26ddf4bd9513b21cb4624c8cb8984f5cd4c91e2d7179f7cb54bc19ef1d2f575595949e553acbd0eaafee83d2cea2207654daac410f61646b19b3d0aff16,pk_2026,100.0,151.0,2.0,1.0,1.0,0.0,android,1.0,M,40.0,2021-03-12,7.0,2021-04-12
18,3009,1,20210327,4,프라미싱영우먼,"범죄, 드라마, 스릴러",미국,1시간 54분,202102.0,fe95c26ddf4bd9513b21cb4624c8cb8984f5cd4c91e2d7179f7cb54bc19ef1d2f575595949e553acbd0eaafee83d2cea2207654daac410f61646b19b3d0aff16,pk_2026,100.0,151.0,2.0,1.0,1.0,0.0,android,1.0,M,40.0,2021-03-12,7.0,2021-04-12
20,13893,1,20210322,1,잭스나이더의저스티스리그,"액션, 판타지, SF, 다큐멘터리",미국,4시간 2분,202103.0,9f40a5fa6e394b7921946cd6fd4dd8e51913a02ec2443a2e334093c410fc65a21efb57fbe7bebde4de48cd2b382e655d2fd27cf9a13cf2b5f2c4029e2d5c95f6,pk_1488,100.0,131.0,2.0,1.0,0.0,1.0,android,1.0,M,35.0,2021-03-13,16.0,2021-04-13
20,10526,1,20210327,1,인시디어스,"공포, 스릴러",미국,1시간 46분,201803.0,9f40a5fa6e394b7921946cd6fd4dd8e51913a02ec2443a2e334093c410fc65a21efb57fbe7bebde4de48cd2b382e655d2fd27cf9a13cf2b5f2c4029e2d5c95f6,pk_1488,100.0,131.0,2.0,1.0,0.0,1.0,android,1.0,M,35.0,2021-03-13,16.0,2021-04-13
20,4396,1,20210403,1,제인의썸머,"드라마, 로맨스",대한민국,1시간 29분,202006.0,9f40a5fa6e394b7921946cd6fd4dd8e51913a02ec2443a2e334093c410fc65a21efb57fbe7bebde4de48cd2b382e655d2fd27cf9a13cf2b5f2c4029e2d5c95f6,pk_1488,100.0,131.0,2.0,1.0,0.0,1.0,android,1.0,M,35.0,2021-03-13,16.0,2021-04-13
21,1616,102,20210324,1,마스터(2016),"드라마, 유럽에서 제작",미국,2시간 18분,201702.0,a11d268286b737679f86e0cf03fb4f19058ab7305db333743765926bea8542e1ee90b0bd8f2696469306c5f8fd2cef60106793036261226f9605bc5e6551cddf,pk_2025,100.0,151.0,1.0,1.0,0.0,0.0,android,1.0,M,35.0,2021-03-06,18.0,2021-04-06
22,4100,35,20210313,1,니나내나,다큐멘터리,,1시간 25분,201911.0,55891c23beeee66537039fe42404aa5429bf8203a4cfc7b7b43769a3c8a7e67c9e46c8006988b9a4db6cdccfc1cccf81c3ccca08178c9d6c1876f04924cdea7f,pk_2025,100.0,151.0,1.0,1.0,0.0,1.0,android,1.0,N,40.0,2021-03-07,18.0,2021-04-07
