USER_KEY,product_code,price,billing_method,is_promotion,is_churn_prevented,payment_device,is_user_verified,gender,age,reg_date,reg_hour,end_date,is_repurchase,is_basic,is_standard,is_premium,age_group,is_female,is_male,payment_is_mobile,payment_is_pc,payment_is_android,payment_is_ios,reg_is_weekend,reg_hour_morning,reg_hour_afternoon,reg_hour_evening,reg_hour_night,total_watch_count,unique_movie,watch_days,total_watch_time(min),active_ratio,watch_per_day,avg_watch_time(min),median_watch_time(min),std_watch_time(min),max_watch_time(min),avg_daily_watch_time(min),max_daily_watch_time(min),max_daily_sessions,recency,avg_gap_between_watch_days,max_inactive_gap_days,avg_gap_w1_watch_days,avg_gap_w2_watch_days,avg_gap_w3_watch_days,avg_rewatch_ratio,weekend_watch_ratio,watch_ratio_under_1m,watch_ratio_under_5m,is_cold_start_3d,is_cold_start_7d,movie_per_active_day,max_day_share,day_count_over_3times,watch_time(min)_w1,watch_session_w1,watch_time(min)_w2,watch_session_w2,watch_time(min)_w3,watch_session_w3,retention_w2_ratio,retention_w3_ratio,diff_between_w2_w1,diff_between_w3_w2,diff_between_w3_w1,is_w1_over_50pct,is_w2_over_50pct,is_w3_over_50pct,is_only_w1,is_only_w2,is_only_w3,new_movie_in_90d_ratio,new_movie_in_180d_ratio,new_movie_in_365d_ratio,old_movie_ratio(5y),avg_ott_release_year,genre_diversity_count,action_adventure_ratio,family_animation_ratio,drama_ratio,thriller_crime_ratio,sf_fantasy_ratio,comedy_ratio,romance_ratio,horror_ratio,documentary_ratio,historical_war_ratio,other_ratio
09f309a327392ed942c6a712a961a7c0abafa047626d7b39c31e1be2ce01fff64cddaa00c58648739dc8fa6f315f40154cd5253b13f4cc54d1ae62956a5b8f16,pk_1487,7900.0,132,0,0,android,0,N,40.0,2021-03-14,19,2021-04-14,1,1,0,0,40,0,0,0,0,1,0,1,0,0,1,0,2.0,2.0,1.0,88.0,0.047619047619047616,2.0,44.0,44.0,60.81118318204309,87.0,88.0,88.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0,1,2.0,1.0,0.0,88.0,2.0,0.0,0.0,0.0,0.0,0.011235955056179775,1.0,-88.0,0.0,-88.0,1,0,0,1,0,0,0.5,1.0,1.0,0.0,2020.0113636363637,2.0,0.0,0.0,0.0,0.0,0.9886363636363636,0.0,0.0,0.0,0.0,0.0,0.011363636363636364
2202d1405460219a46298bd8669c172832b997da4a86adaff1315006779763e72276e2573c7e3bcf8508665585a19febc22590336dbbf211c8f70a41a02f5a30,pk_1487,7900.0,170,0,0,pc,1,F,20.0,2021-03-05,22,2021-04-05,1,1,0,0,20,1,0,0,1,0,0,0,0,0,1,0,16.0,12.0,7.0,443.0,0.3333333333333333,2.2857142857142856,27.6875,10.0,36.92644716189198,111.0,63.285714285714285,176.0,6.0,0.0,3.0,8.0,2.0,0.0,1.6666666666666667,0.1875,0.125,0.3125,0.4375,1,1,1.7142857142857142,0.3972911963882618,3.0,91.0,2.0,97.0,3.0,255.0,11.0,1.065217391304348,2.6122448979591835,6.0,158.0,164.0,0,0,1,0,0,0,0.125,0.1875,0.1875,0.375,2016.5033860045146,5.0,0.0,0.24830699774266365,0.020316027088036117,0.0,0.21670428893905191,0.002257336343115124,0.5124153498871332,0.0,0.0,0.0,0.0
1a7b6d1845dccf0d24e1affb1de1e355bc4106ce188d86b949c25905beafade9e5be75fc8c6cc1237b081fad59cfe1a51e4931bb94d279a8158cc82034634893,pk_1489,100.0,134,1,0,pc,1,F,20.0,2021-03-12,16,2021-04-12,1,0,0,1,20,1,0,0,1,0,0,0,0,1,0,0,13.0,7.0,10.0,323.0,0.47619047619047616,1.3,24.846153846153847,22.0,15.90516768142854,65.0,32.3,99.0,3.0,1.0,2.111111111111111,6.0,2.0,0.0,1.25,0.3076923076923077,0.3076923076923077,0.07692307692307693,0.07692307692307693,1,1,0.7,0.3065015479876161,1.0,83.0,4.0,19.0,1.0,221.0,8.0,0.23809523809523808,11.1,-64.0,202.0,138.0,0,0,1,0,0,0,0.0,0.0,0.0,0.23076923076923078,2017.4427244582043,4.0,0.38390092879256965,0.0,0.05572755417956656,0.1609907120743034,0.0,0.0,0.0,0.3993808049535604,0.0,0.0,0.0
bfa85633f00b9077f0cbb0443395446c7ef4eb5ce30f99ef59a9ec0cafbcb6618bd300f3a7781f84ee0802f721b7f3734b817502e3bdd3a08e25c2310c6644d4,pk_1488,100.0,134,1,0,pc,1,M,35.0,2021-03-12,22,2021-04-12,1,0,1,0,30,0,1,0,1,0,0,0,0,0,1,0,1.0,1.0,1.0,12.0,0.047619047619047616,1.0,12.0,12.0,0.0,12.0,12.0,12.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,13.0,0.0,12.0,12.0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,2019.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541065ddbac5ab843fac99ffe6e887fda6a434a102f69116028028a6ee8fecede3ee0c16eaebb74b93e511765d3f889abb8294cf2cd273efcd54809ddfc0b62d,pk_1487,100.0,180,1,0,android,1,M,20.0,2021-03-12,18,2021-04-12,1,1,0,0,20,0,1,0,0,1,0,0,0,0,1,0,1.0,1.0,1.0,23.0,0.047619047619047616,1.0,23.0,23.0,0.0,23.0,23.0,23.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,24.0,0.0,23.0,23.0,0,0,1,0,0,1,0.0,0.0,0.0,1.0,2014.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25970fcf673635e4ce0eafb350ea936c0b4bb7e5685d3b9710316d0d3e97f7187adb3960a9202904b792fbd6f8d84c2b3caa821554b6dcf614c39f3372e08059,pk_1487,7900.0,134,0,0,pc,1,M,30.0,2021-03-15,17,2021-04-15,1,1,0,0,30,0,1,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f5bd1662f503b20274519242dfcf675cc7cb4346a5fd2c05d7203049129a6d3f430c3e1412aaf48d26d77cf0f163b591433eb587c4e34e0aef720efa6b4c3545,pk_1487,100.0,132,1,0,mobile,1,F,25.0,2021-03-14,0,2021-04-14,1,1,0,0,20,1,0,1,0,0,0,1,0,0,0,1,1.0,1.0,1.0,91.0,0.047619047619047616,1.0,91.0,91.0,0.0,91.0,91.0,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,91.0,1.0,1.0,92.0,0.0,91.0,91.0,0,0,1,0,0,1,1.0,1.0,1.0,0.0,2021.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
e2bbcaf7b0c67aa5d004602e13e98bcde794c55be1f2edbf961dbd0443a9cd910aeac42f83735322d10db024ab839d897a37220b55134331256aa8b537502b7e,pk_1508,9.99,140,0,0,ios,1,F,40.0,2021-03-06,0,2021-04-07,1,1,0,0,40,1,0,0,0,0,1,1,0,0,0,1,2.0,2.0,2.0,76.0,0.09523809523809523,1.0,38.0,38.0,52.32590180780452,75.0,38.0,75.0,1.0,16.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.5,0.5,1,1,1.0,0.9868421052631579,0.0,76.0,2.0,0.0,0.0,0.0,0.0,0.012987012987012988,1.0,-76.0,0.0,-76.0,1,0,0,1,0,0,0.5,0.5,0.5,0.5,2014.092105263158,2.0,0.0,0.0,0.0,0.013157894736842105,0.9868421052631579,0.0,0.0,0.0,0.0,0.0,0.0
72d32b50ea7df69a80b0302504bec8a06ad71a6e25ebb7559b588f9f7463647473564662a4c8cb3c9119c4e573df62f36fb5ac438534b72374d59ff7bf191865,pk_1508,9.99,140,0,0,ios,0,F,40.0,2021-03-08,23,2021-04-09,0,1,0,0,40,1,0,0,0,0,1,0,0,0,1,0,4.0,3.0,2.0,119.0,0.09523809523809523,2.0,29.75,17.0,38.921930407761984,84.0,59.5,87.0,3.0,10.0,8.0,8.0,0.0,0.0,0.0,0.25,0.0,0.25,0.5,1,1,1.5,0.7310924369747899,1.0,32.0,1.0,87.0,3.0,0.0,0.0,2.6666666666666665,0.011363636363636364,55.0,-87.0,-32.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,2017.2941176470588,3.0,0.025210084033613446,0.0,0.0,0.0,0.0,0.0,0.2689075630252101,0.0,0.0,0.7058823529411765,0.0
fb469acbf58bfdb29f4e9006f3c9c105c56bda38df72e4886fa677f6228e5363c79d08b43f80bb9bf211bc9d6ed4336a83536946c139e3d260470a78eea7bc5b,pk_1487,7900.0,134,0,0,pc,1,F,30.0,2021-03-02,14,2021-04-02,1,1,0,0,30,1,0,0,1,0,0,0,0,1,0,0,13.0,7.0,7.0,583.0,0.3333333333333333,1.8571428571428572,44.84615384615385,39.0,40.57266352657939,91.0,83.28571428571429,244.0,3.0,0.0,1.8333333333333333,4.0,0.0,1.3333333333333333,3.0,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3076923076923077,0,0,1.0,0.41852487135506006,2.0,0.0,0.0,211.0,7.0,372.0,6.0,212.0,1.759433962264151,211.0,161.0,372.0,0,0,1,0,0,0,0.23076923076923078,0.5384615384615384,0.6923076923076923,0.0,2019.492281303602,5.0,0.0,0.0,0.15608919382504288,0.0,0.030874785591766724,0.14408233276157806,0.0,0.47855917667238423,0.0,0.0,0.19039451114922812
b4512395004dcf0a59cc880e3a309af7b6f5e93ad8d2143e13dd0bf2d9aad86f63ea26853caddf02b487a693e68e4f4c01203154adb82daae2fb80ed9d175976,pk_2025,100.0,151,1,0,android,1,F,35.0,2021-03-06,13,2021-04-06,1,1,0,0,30,1,0,0,0,1,0,1,0,1,0,0,2.0,1.0,1.0,79.0,0.047619047619047616,2.0,39.5,39.5,44.54772721475249,71.0,79.0,79.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0,1,1.0,1.0,0.0,0.0,0.0,79.0,2.0,0.0,0.0,80.0,0.0125,79.0,-79.0,0.0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,2017.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
b88f17881258359f51ba59aba47e8be46f055acdf9d5ae10e6284edb8ba59848b4570fc5f79117d239e4a7c44aadf3f014290792861a5d2d8c73a2465d31de90,pk_1487,7900.0,180,0,1,android,0,F,40.0,2021-03-01,8,2021-04-01,1,1,0,0,40,1,0,0,0,1,0,0,1,0,0,0,1.0,1.0,1.0,1.0,0.047619047619047616,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,-1.0,0.0,-1.0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,2020.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e257df0a0ac2299df317ea63dca33a9e98794f80567475f3eb91139fb13ea7d995f6eee4192c6682d3cd4366498b56419e97fb54a22c559c6fdf6c944b971283,pk_1487,100.0,134,1,0,android,1,M,30.0,2021-03-01,21,2021-04-01,1,1,0,0,30,0,1,0,0,1,0,0,0,0,1,0,2.0,1.0,2.0,115.0,0.09523809523809523,1.0,57.5,57.5,79.90306627407988,114.0,57.5,114.0,1.0,17.0,3.0,3.0,3.0,0.0,0.0,0.5,0.0,0.5,0.5,1,1,0.5,0.991304347826087,0.0,115.0,2.0,0.0,0.0,0.0,0.0,0.008620689655172414,1.0,-115.0,0.0,-115.0,1,0,0,1,0,0,1.0,1.0,1.0,0.0,2021.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b6b66af591a9a2c923934065182249e0face4d5c08b2cf1c00f98b35d0e085dc62b12113039fbc0f7800b2f4608498ebeeb777fd1fd78a7f5843ad11f273c714,pk_1487,100.0,132,1,0,mobile,1,F,30.0,2021-03-12,13,2021-04-12,1,1,0,0,30,1,0,1,0,0,0,0,0,1,0,0,2.0,2.0,2.0,147.0,0.09523809523809523,1.0,73.5,73.5,30.405591591021544,95.0,73.5,95.0,1.0,8.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,0.6462585034013606,0.0,52.0,1.0,95.0,1.0,0.0,0.0,1.8113207547169812,0.010416666666666666,43.0,-95.0,-52.0,0,1,0,0,0,0,0.0,0.0,0.5,0.5,2016.1224489795918,2.0,0.0,0.0,0.6462585034013606,0.0,0.0,0.0,0.0,0.35374149659863946,0.0,0.0,0.0
659aa5544a967f6411659624bfbad8c4072f21af49ec670e87f6e82b050edcecc28a9d62a2f189bb9165c91ec261d8ec0040317b21686840dc279c0a3e5db646,pk_1488,10900.0,131,0,0,android,1,F,25.0,2021-03-10,2,2021-04-10,1,0,1,0,20,1,0,0,0,1,0,0,0,0,0,1,10.0,7.0,4.0,625.0,0.19047619047619047,2.5,62.5,50.0,50.772367812948545,135.0,156.25,289.0,3.0,10.0,1.6666666666666667,3.0,0.0,1.0,0.0,0.3,0.3,0.1,0.1,0,1,1.75,0.4624,3.0,124.0,3.0,501.0,7.0,0.0,0.0,4.016,0.00199203187250996,377.0,-501.0,-124.0,0,1,0,0,0,0,0.1,0.1,0.1,0.4,2014.6816,4.0,0.0,0.0,0.1792,0.2368,0.0,0.0016,0.0,0.0,0.0,0.5824,0.0
bb905f9ac934ed4b7f9254b3c5be9f77e43b1df26752bb7a5617ef67d5bb89f6a145602c78fc36a831a459c02868f2543bfe7ccb3691d0de2eb4aa60da0b0cdc,pk_1506,13.49,140,0,0,ios,0,N,40.0,2021-03-07,0,2021-04-08,1,0,1,0,40,0,0,0,0,0,1,1,0,0,0,1,9.0,5.0,6.0,391.0,0.2857142857142857,1.5,43.44444444444444,32.0,47.7627237265399,126.0,65.16666666666667,135.0,3.0,0.0,3.2,4.0,0.0,3.0,4.0,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.3333333333333333,0,1,0.8333333333333334,0.3452685421994885,1.0,69.0,1.0,186.0,4.0,136.0,4.0,2.6714285714285713,0.732620320855615,117.0,-50.0,67.0,0,0,0,0,0,0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,2018.462915601023,4.0,0.0,0.0,0.0,0.6163682864450127,0.0025575447570332483,0.37595907928388744,0.0,0.0,0.0,0.0,0.005115089514066497
99fa6d1c01da6ceededab73930db4f9a7d7e59d144e978f213920390d9f427f24650882db335023674708fa76f72b1da727bf158a38b72da0cde2cd7785d6d2b,pk_1487,7900.0,131,0,0,android,1,F,35.0,2021-03-06,10,2021-04-06,1,1,0,0,30,1,0,0,0,1,0,1,1,0,0,0,6.0,3.0,3.0,414.0,0.14285714285714285,2.0,69.0,71.5,49.006122066533685,140.0,138.0,232.0,3.0,1.0,4.5,7.0,0.0,0.0,2.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0,0,1.0,0.5603864734299517,1.0,0.0,0.0,232.0,3.0,182.0,3.0,233.0,0.7854077253218884,232.0,-50.0,182.0,0,1,0,0,0,0,0.0,0.0,0.3333333333333333,0.0,2019.2222222222222,2.0,0.4396135265700483,0.5603864734299517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cdba2256849bb3c5bd5442048135633ce38af1efb0dc0380c4ccfd838f9560077becaea23b17546b11e0c6989950494d3f27eab0a243908ff58581ecaeeca3f4,pk_1487,100.0,134,1,1,pc,1,F,55.0,2021-03-01,3,2021-04-01,1,1,0,0,50,1,0,0,1,0,0,0,0,0,0,1,13.0,9.0,8.0,153.0,0.38095238095238093,1.625,11.76923076923077,3.0,30.21355613559871,112.0,19.125,119.0,4.0,3.0,2.4285714285714284,7.0,1.25,1.0,0.0,0.3076923076923077,0.6153846153846154,0.38461538461538464,0.6923076923076923,1,1,1.125,0.7777777777777778,2.0,133.0,7.0,13.0,5.0,7.0,1.0,0.1044776119402985,0.5714285714285714,-120.0,-6.0,-126.0,1,0,0,0,0,0,0.0,0.07692307692307693,0.07692307692307693,0.38461538461538464,2018.2549019607843,3.0,0.7843137254901961,0.0,0.0718954248366013,0.0,0.0,0.0,0.0,0.0,0.0,0.1437908496732026,0.0
