window,feature_set,model_name,importance_type,feature_name,value
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_1488,0.04694800334424832
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_1489,-0.10307598801493843
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_1494,0.6558389135882522
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_1496,0.15236712246516132
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_1506,-0.10511930460248733
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_1507,-0.39621554685382404
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_1508,-0.2886390432348448
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_1509,0.17867277946373106
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_1510,0.14053622811423894
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_187,0.17219952824932414
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_188,-0.07971611435799496
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_1898,0.3860395867291189
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_2005,-0.22164523783663906
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_2025,-0.02650148492671188
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_2026,0.15480519438879492
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_2027,0.05083044443132578
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_2028,-0.26226623731703136
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_2029,-0.021800914048569247
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_328,0.14512954117042287
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_336,0.16655441262444837
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_388,0.15524842422095975
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_389,0.2851051070396425
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_844,-0.5764704911744482
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_845,0.4022105769833224
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_846,-0.2206862144001316
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_847,0.293083337094916
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_849,-0.34480120844732703
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_929,-0.44303290288767583
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_931,0.16378422160245792
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__is_promotion_O,-0.026911108639514923
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__is_user_verified_N,0.002362562482029806
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__is_user_verified_Y,-0.029273671121514088
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__gender_F,0.0040625314148780315
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__gender_M,-0.06376315720536639
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__gender_N,0.03278951715103319
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__payment_device_android,-0.06953303566801296
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__payment_device_ios,0.2819115814804006
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__payment_device_lgchplus,-0.26751975801879563
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__payment_device_lgtv,-0.21117077659762987
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__payment_device_mobile,-0.02729442753844003
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__payment_device_ott,0.16136955746193188
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__payment_device_ott_cjhello,0.15835802345058203
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__payment_device_pc,0.06399177964170229
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__payment_device_smarttv,0.2720421194230996
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__payment_device_sstv,-0.3890661722743228
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__billing_method_121,0.3034235582609149
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__billing_method_131,-0.09895157377295463
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__billing_method_132,-0.11394422269186143
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__billing_method_134,-0.06914689497485565
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__billing_method_140,0.2819115814804006
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__billing_method_151,-0.10493299747219702
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__billing_method_160,0.14993549597444267
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__billing_method_170,-0.09270350092346008
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__billing_method_180,-0.09595426385944726
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__billing_method_190,-0.18654829066045484
w1_3,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__is_churn_prevented_O,-0.026911108639514923
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,num__price,0.15907377630642258
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,num__max_screen,0.019827382561557843
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,num__age,0.2668666684564218
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_1070,5.125074266677729e-06
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_1071,0.0
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_1077,0.0
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_1079,0.0
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_1136,0.0017427654157794743
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_1137,0.0
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_1139,0.0007417326765232098
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_1140,0.0
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_1142,0.0
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_1143,0.0
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_1145,0.0
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_1152,0.0
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_1154,0.0
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_1157,0.0
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_1158,0.0
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_118,6.452816699518742e-05
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_119,0.00012935518218136372
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_121,0.0009172325714863276
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_122,0.0
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_123,0.0
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_129,0.0
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_139,0.0
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_140,0.0
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_141,0.0
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_142,0.0
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_1486,0.0
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_1487,0.03116708092900396
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_1488,0.015671585357195483
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_1489,0.009134199595953784
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_1494,0.0037692530038756947
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_1496,0.0
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_1506,0.01005793455751221
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_1507,0.0005721503155145319
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_1508,0.011110525293514155
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_1509,1.0760801179876206e-05
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_1510,0.0
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_187,0.0
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_188,3.2176731691332094e-05
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_1898,0.0
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_2005,0.003228013505799861
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_2025,0.012037340194829887
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_2026,0.005635446226153758
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_2027,0.0038787187283713985
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_2028,9.865605161364753e-05
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_2029,0.0002335986947652143
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_328,0.0
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_336,0.0
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_388,0.0
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_389,0.0
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_844,0.0014628924783936788
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_845,0.0001943696460788709
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_846,0.0
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_847,0.0
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_849,0.0
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_929,0.0
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__product_code_pk_931,0.0
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__is_promotion_O,0.0
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__is_user_verified_N,0.04842101289131043
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__is_user_verified_Y,0.04793724583708347
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__gender_F,0.027886245437749722
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__gender_M,0.023987616760330222
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__gender_N,0.041519655383872076
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__payment_device_android,0.024934120250822894
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__payment_device_ios,0.035515952816935266
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__payment_device_lgchplus,0.0
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__payment_device_lgtv,0.0036835671898463552
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__payment_device_mobile,0.017755131086389875
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__payment_device_ott,0.006688711438832182
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__payment_device_ott_cjhello,0.0
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__payment_device_pc,0.021408155477995534
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__payment_device_smarttv,3.20158903090801e-05
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__payment_device_sstv,0.006464640595102158
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__billing_method_121,0.0
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__billing_method_131,0.016513470697028704
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__billing_method_132,0.017571998470725343
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__billing_method_134,0.02535594478299947
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__billing_method_140,0.020872751843662753
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__billing_method_151,0.0061412904126846
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__billing_method_160,0.0
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__billing_method_170,0.005886671157204471
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__billing_method_180,0.020131980806408968
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__billing_method_190,0.02362855224962447
w1_3,membership_only_with_churn_prevented,ExtraTreesClassifier,feature_importance,cat__is_churn_prevented_O,0.0
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,num__price,0.1753314127533246
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,num__max_screen,0.06171857659204358
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,num__age,0.00936184705420299
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_1070,-0.410050179671203
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_1071,0.15525440150994577
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_1077,-0.5020067547957406
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_1079,0.12647788017365474
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_1136,-0.5617202801001546
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_1137,0.1470726261283234
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_1139,-1.0227936146329433
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_1140,0.1458662141531164
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_1142,0.2727771523204714
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_1143,0.13667802757807923
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_1145,0.42584546761153735
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_1152,0.13666386263181615
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_1154,0.14716764636226892
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_1157,0.14312658767219769
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_1158,0.15154324662512597
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_118,0.20121785873718762
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_119,-0.5717675802056503
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_121,0.007780030058875838
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_122,-0.33376027976566935
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_123,-0.16995136999021476
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_129,0.15392153742742173
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_139,0.5401136385416887
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_140,0.29310445665344154
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_141,-0.7624861756393897
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_142,0.566028081371042
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_1486,0.16003557839996035
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_1487,-0.0624319012024596
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_1488,0.04694800334424832
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_1489,-0.10307598801493843
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_1494,0.6558389135882522
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_1496,0.15236712246516132
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_1506,-0.10511930460248733
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_1507,-0.39621554685382404
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_1508,-0.2886390432348448
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_1509,0.17867277946373106
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_1510,0.14053622811423894
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_187,0.17219952824932414
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_188,-0.07971611435799496
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_1898,0.3860395867291189
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_2005,-0.22164523783663906
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_2025,-0.02650148492671188
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_2026,0.15480519438879492
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_2027,0.05083044443132578
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_2028,-0.26226623731703136
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_2029,-0.021800914048569247
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_328,0.14512954117042287
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_336,0.16655441262444837
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_388,0.15524842422095975
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_389,0.2851051070396425
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_844,-0.5764704911744482
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_845,0.4022105769833224
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_846,-0.2206862144001316
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_847,0.293083337094916
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_849,-0.34480120844732703
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_929,-0.44303290288767583
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__product_code_pk_931,0.16378422160245792
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__is_promotion_O,-0.026911108639514923
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__is_user_verified_N,0.002362562482029806
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__is_user_verified_Y,-0.029273671121514088
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__gender_F,0.0040625314148780315
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__gender_M,-0.06376315720536639
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__gender_N,0.03278951715103319
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__payment_device_android,-0.06953303566801296
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__payment_device_ios,0.2819115814804006
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__payment_device_lgchplus,-0.26751975801879563
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__payment_device_lgtv,-0.21117077659762987
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__payment_device_mobile,-0.02729442753844003
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__payment_device_ott,0.16136955746193188
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__payment_device_ott_cjhello,0.15835802345058203
w1_4,membership_only_with_churn_prevented,LogisticRegression,logistic_coefficient,cat__payment_device_pc,0.06399177964170229
