window,feature_set,feature_family,model_name,split_type,split_id,roc_auc_repurchase,average_precision_repurchase,average_precision_churn_risk,accuracy_at_0_5_repurchase,balanced_accuracy_at_0_5_repurchase,precision_at_0_5_repurchase,recall_at_0_5_repurchase,f1_at_0_5_repurchase,precision_at_0_5_churn_risk,recall_at_0_5_churn_risk,f1_at_0_5_churn_risk,repurchase_tn,repurchase_fp,repurchase_fn,repurchase_tp,churn_risk_tn,churn_risk_fp,churn_risk_fn,churn_risk_tp,train_positive_rate_repurchase,test_positive_rate_repurchase,train_churn_rate,test_churn_rate,n_train,n_test,post_transform_feature_count,threshold,contains_is_churn_prevented,model_group,roc_auc_repurchase_std,average_precision_repurchase_std,average_precision_churn_risk_std,accuracy_at_0_5_repurchase_std,balanced_accuracy_at_0_5_repurchase_std,precision_at_0_5_churn_risk_std,recall_at_0_5_churn_risk_std,f1_at_0_5_churn_risk_std,post_transform_feature_count_std
w1_3,membership_only_with_churn_prevented,membership_only,ExtraTreesClassifier,groupkfold,2,0.5543117115500189,0.7540004384509568,0.31993266995428243,0.5497618450739534,0.5413314934791231,0.7497084208070912,0.5606139891854177,0.6415169660678642,0.3175291248984015,0.5220489977728285,0.3948787061994609,1172.0,1073.0,2519.0,3214.0,3214.0,2519.0,1073.0,1172.0,0.7203384518959574,0.7186011531712209,0.27966154810404265,0.28139884682877914,15955.0,7978.0,83.0,0.5,Y,required_sklearn,,,,,,,,,
w1_3,membership_only_with_churn_prevented,membership_only,ExtraTreesClassifier,groupkfold,3,0.5595476853673576,0.7533870466647812,0.3255152962610446,0.5418076971292466,0.5454477290542865,0.7531257661191468,0.5370629370629371,0.6270027553832024,0.3206772703950744,0.5538325210456359,0.4061738424045491,1250.0,1007.0,2648.0,3072.0,3072.0,2648.0,1007.0,1250.0,0.7211080471296064,0.7170615519618905,0.2788919528703936,0.2829384480381095,15956.0,7977.0,80.0,0.5,Y,required_sklearn,,,,,,,,,
w1_3,membership_only_with_churn_prevented,membership_only,HistGradientBoostingClassifier,holdout,test,0.5718420490206282,0.7529725787877535,0.3385557885984344,0.7129997906635964,0.5,0.7129997906635964,1.0,0.8324575339117684,0.0,0.0,0.0,0.0,1371.0,0.0,3406.0,3406.0,0.0,1371.0,0.0,0.7214449780747546,0.7129997906635964,0.2785550219252454,0.2870002093364036,19156.0,4777.0,86.0,0.5,Y,required_sklearn,,,,,,,,,
w1_3,membership_only_with_churn_prevented,membership_only,HistGradientBoostingClassifier,groupkfold,1,0.5635510604726908,0.7567259440507468,0.3195613798071057,0.723614941087992,0.5,0.723614941087992,1.0,0.8396480255981383,0.0,0.0,0.0,0.0,2205.0,0.0,5773.0,5773.0,0.0,2205.0,0.0,0.7178314008147916,0.723614941087992,0.2821685991852084,0.27638505891200804,15955.0,7978.0,81.0,0.5,Y,required_sklearn,,,,,,,,,
w1_3,membership_only_with_churn_prevented,membership_only,HistGradientBoostingClassifier,groupkfold,2,0.5555645683548962,0.7488843443983774,0.3189306301111445,0.7186011531712209,0.5,0.7186011531712209,1.0,0.836262854642258,0.0,0.0,0.0,0.0,2245.0,0.0,5733.0,5733.0,0.0,2245.0,0.0,0.7203384518959574,0.7186011531712209,0.27966154810404265,0.28139884682877914,15955.0,7978.0,83.0,0.5,Y,required_sklearn,,,,,,,,,
w1_3,membership_only_with_churn_prevented,membership_only,HistGradientBoostingClassifier,groupkfold,3,0.5689820480804088,0.7558229338987619,0.32778005907658425,0.7170615519618905,0.5,0.7170615519618905,1.0,0.8352193911075418,0.0,0.0,0.0,0.0,2257.0,0.0,5720.0,5720.0,0.0,2257.0,0.0,0.7211080471296064,0.7170615519618905,0.2788919528703936,0.2829384480381095,15956.0,7977.0,80.0,0.5,Y,required_sklearn,,,,,,,,,
w1_4,membership_only_with_churn_prevented,membership_only,DummyClassifier,holdout,test,0.5,0.7129997906635964,0.2870002093364036,0.7129997906635964,0.5,0.7129997906635964,1.0,0.8324575339117684,0.0,0.0,0.0,0.0,1371.0,0.0,3406.0,3406.0,0.0,1371.0,0.0,0.7214449780747546,0.7129997906635964,0.2785550219252454,0.2870002093364036,19156.0,4777.0,86.0,0.5,Y,required_sklearn,,,,,,,,,
w1_4,membership_only_with_churn_prevented,membership_only,DummyClassifier,groupkfold,1,0.5,0.723614941087992,0.27638505891200804,0.723614941087992,0.5,0.723614941087992,1.0,0.8396480255981383,0.0,0.0,0.0,0.0,2205.0,0.0,5773.0,5773.0,0.0,2205.0,0.0,0.7178314008147916,0.723614941087992,0.2821685991852084,0.27638505891200804,15955.0,7978.0,81.0,0.5,Y,required_sklearn,,,,,,,,,
w1_4,membership_only_with_churn_prevented,membership_only,DummyClassifier,groupkfold,2,0.5,0.7186011531712209,0.28139884682877914,0.7186011531712209,0.5,0.7186011531712209,1.0,0.836262854642258,0.0,0.0,0.0,0.0,2245.0,0.0,5733.0,5733.0,0.0,2245.0,0.0,0.7203384518959574,0.7186011531712209,0.27966154810404265,0.28139884682877914,15955.0,7978.0,83.0,0.5,Y,required_sklearn,,,,,,,,,
w1_4,membership_only_with_churn_prevented,membership_only,DummyClassifier,groupkfold,3,0.5,0.7170615519618905,0.2829384480381096,0.7170615519618905,0.5,0.7170615519618905,1.0,0.8352193911075418,0.0,0.0,0.0,0.0,2257.0,0.0,5720.0,5720.0,0.0,2257.0,0.0,0.7211080471296064,0.7170615519618905,0.2788919528703936,0.2829384480381095,15956.0,7977.0,80.0,0.5,Y,required_sklearn,,,,,,,,,
w1_4,membership_only_with_churn_prevented,membership_only,LogisticRegression,holdout,test,0.5735914396570517,0.759429626303594,0.33583714346668264,0.5367385388319029,0.5568137576756682,0.7617376042123738,0.5096887844979449,0.6107299912049252,0.33146517213771015,0.6039387308533917,0.42801757560093046,828.0,543.0,1670.0,1736.0,1736.0,1670.0,543.0,828.0,0.7214449780747546,0.7129997906635964,0.2785550219252454,0.2870002093364036,19156.0,4777.0,86.0,0.5,Y,required_sklearn,,,,,,,,,
w1_4,membership_only_with_churn_prevented,membership_only,LogisticRegression,groupkfold,1,0.5636734536761757,0.7590422662836647,0.31592357705707763,0.530208072198546,0.5489725609049556,0.7644293549229564,0.5070154165944916,0.6096646531972506,0.3140515786936611,0.5909297052154195,0.41013534781240163,1303.0,902.0,2846.0,2927.0,2927.0,2846.0,902.0,1303.0,0.7178314008147916,0.723614941087992,0.2821685991852084,0.27638505891200804,15955.0,7978.0,81.0,0.5,Y,required_sklearn,,,,,,,,,
w1_4,membership_only_with_churn_prevented,membership_only,LogisticRegression,groupkfold,2,0.5593094253291517,0.7544221717322976,0.3167905953961965,0.5249435948859363,0.5456079890696499,0.7576239724211085,0.4983429269143555,0.6012205387205387,0.3163774661278821,0.5928730512249443,0.4125852448853069,1331.0,914.0,2876.0,2857.0,2857.0,2876.0,914.0,1331.0,0.7203384518959574,0.7186011531712209,0.27966154810404265,0.28139884682877914,15955.0,7978.0,83.0,0.5,Y,required_sklearn,,,,,,,,,
w1_4,membership_only_with_churn_prevented,membership_only,LogisticRegression,groupkfold,3,0.5776697438582684,0.7627791992281574,0.33475611204780786,0.5380468847937822,0.5613339695306908,0.7696793002915452,0.5076923076923077,0.6118192352259559,0.3301617507136061,0.614975631369074,0.42965485219006344,1388.0,869.0,2816.0,2904.0,2904.0,2816.0,869.0,1388.0,0.7211080471296064,0.7170615519618905,0.2788919528703936,0.2829384480381095,15956.0,7977.0,80.0,0.5,Y,required_sklearn,,,,,,,,,
w1_4,membership_only_with_churn_prevented,membership_only,ExtraTreesClassifier,holdout,test,0.5661404146713249,0.7546663083326306,0.3339376611865827,0.5593468704207661,0.547827813191035,0.7487571701720841,0.5748678802113917,0.6503903006145159,0.33024976873265494,0.5207877461706784,0.404189074440985,714.0,657.0,1448.0,1958.0,1958.0,1448.0,657.0,714.0,0.7214449780747546,0.7129997906635964,0.2785550219252454,0.2870002093364036,19156.0,4777.0,86.0,0.5,Y,required_sklearn,,,,,,,,,
w1_4,membership_only_with_churn_prevented,membership_only,ExtraTreesClassifier,groupkfold,1,0.5557801133040549,0.752619103211537,0.3161150359462751,0.5535221860115317,0.5471431831581295,0.7588386794661671,0.5614065477221548,0.6453604141776185,0.31696789857027247,0.5328798185941043,0.39749661705006767,1175.0,1030.0,2532.0,3241.0,3241.0,2532.0,1030.0,1175.0,0.7178314008147916,0.723614941087992,0.2821685991852084,0.27638505891200804,15955.0,7978.0,81.0,0.5,Y,required_sklearn,,,,,,,,,
w1_4,membership_only_with_churn_prevented,membership_only,ExtraTreesClassifier,groupkfold,2,0.5543117115500189,0.7540004384509568,0.31993266995428243,0.5497618450739534,0.5413314934791231,0.7497084208070912,0.5606139891854177,0.6415169660678642,0.3175291248984015,0.5220489977728285,0.3948787061994609,1172.0,1073.0,2519.0,3214.0,3214.0,2519.0,1073.0,1172.0,0.7203384518959574,0.7186011531712209,0.27966154810404265,0.28139884682877914,15955.0,7978.0,83.0,0.5,Y,required_sklearn,,,,,,,,,
w1_4,membership_only_with_churn_prevented,membership_only,ExtraTreesClassifier,groupkfold,3,0.5595476853673576,0.7533870466647812,0.3255152962610446,0.5418076971292466,0.5454477290542865,0.7531257661191468,0.5370629370629371,0.6270027553832024,0.3206772703950744,0.5538325210456359,0.4061738424045491,1250.0,1007.0,2648.0,3072.0,3072.0,2648.0,1007.0,1250.0,0.7211080471296064,0.7170615519618905,0.2788919528703936,0.2829384480381095,15956.0,7977.0,80.0,0.5,Y,required_sklearn,,,,,,,,,
w1_4,membership_only_with_churn_prevented,membership_only,HistGradientBoostingClassifier,holdout,test,0.5718420490206282,0.7529725787877535,0.3385557885984344,0.7129997906635964,0.5,0.7129997906635964,1.0,0.8324575339117684,0.0,0.0,0.0,0.0,1371.0,0.0,3406.0,3406.0,0.0,1371.0,0.0,0.7214449780747546,0.7129997906635964,0.2785550219252454,0.2870002093364036,19156.0,4777.0,86.0,0.5,Y,required_sklearn,,,,,,,,,
w1_4,membership_only_with_churn_prevented,membership_only,HistGradientBoostingClassifier,groupkfold,1,0.5635510604726908,0.7567259440507468,0.3195613798071057,0.723614941087992,0.5,0.723614941087992,1.0,0.8396480255981383,0.0,0.0,0.0,0.0,2205.0,0.0,5773.0,5773.0,0.0,2205.0,0.0,0.7178314008147916,0.723614941087992,0.2821685991852084,0.27638505891200804,15955.0,7978.0,81.0,0.5,Y,required_sklearn,,,,,,,,,
w1_4,membership_only_with_churn_prevented,membership_only,HistGradientBoostingClassifier,groupkfold,2,0.5555645683548962,0.7488843443983774,0.3189306301111445,0.7186011531712209,0.5,0.7186011531712209,1.0,0.836262854642258,0.0,0.0,0.0,0.0,2245.0,0.0,5733.0,5733.0,0.0,2245.0,0.0,0.7203384518959574,0.7186011531712209,0.27966154810404265,0.28139884682877914,15955.0,7978.0,83.0,0.5,Y,required_sklearn,,,,,,,,,
w1_4,membership_only_with_churn_prevented,membership_only,HistGradientBoostingClassifier,groupkfold,3,0.5689820480804088,0.7558229338987619,0.32778005907658425,0.7170615519618905,0.5,0.7170615519618905,1.0,0.8352193911075418,0.0,0.0,0.0,0.0,2257.0,0.0,5720.0,5720.0,0.0,2257.0,0.0,0.7211080471296064,0.7170615519618905,0.2788919528703936,0.2829384480381095,15956.0,7977.0,80.0,0.5,Y,required_sklearn,,,,,,,,,
w1_3,membership_only_without_churn_prevented,membership_only,DummyClassifier,holdout,test,0.5,0.7129997906635964,0.2870002093364036,0.7129997906635964,0.5,0.7129997906635964,1.0,0.8324575339117684,0.0,0.0,0.0,0.0,1371.0,0.0,3406.0,3406.0,0.0,1371.0,0.0,0.7214449780747546,0.7129997906635964,0.2785550219252454,0.2870002093364036,19156.0,4777.0,85.0,0.5,N,required_sklearn,,,,,,,,,
w1_3,membership_only_without_churn_prevented,membership_only,DummyClassifier,groupkfold,1,0.5,0.723614941087992,0.27638505891200804,0.723614941087992,0.5,0.723614941087992,1.0,0.8396480255981383,0.0,0.0,0.0,0.0,2205.0,0.0,5773.0,5773.0,0.0,2205.0,0.0,0.7178314008147916,0.723614941087992,0.2821685991852084,0.27638505891200804,15955.0,7978.0,80.0,0.5,N,required_sklearn,,,,,,,,,
w1_3,membership_only_without_churn_prevented,membership_only,DummyClassifier,groupkfold,2,0.5,0.7186011531712209,0.28139884682877914,0.7186011531712209,0.5,0.7186011531712209,1.0,0.836262854642258,0.0,0.0,0.0,0.0,2245.0,0.0,5733.0,5733.0,0.0,2245.0,0.0,0.7203384518959574,0.7186011531712209,0.27966154810404265,0.28139884682877914,15955.0,7978.0,82.0,0.5,N,required_sklearn,,,,,,,,,
w1_3,membership_only_without_churn_prevented,membership_only,DummyClassifier,groupkfold,3,0.5,0.7170615519618905,0.2829384480381096,0.7170615519618905,0.5,0.7170615519618905,1.0,0.8352193911075418,0.0,0.0,0.0,0.0,2257.0,0.0,5720.0,5720.0,0.0,2257.0,0.0,0.7211080471296064,0.7170615519618905,0.2788919528703936,0.2829384480381095,15956.0,7977.0,79.0,0.5,N,required_sklearn,,,,,,,,,
w1_3,membership_only_without_churn_prevented,membership_only,LogisticRegression,holdout,test,0.5736623232781384,0.7588930249904073,0.33519169042805236,0.537157211639104,0.557107357205909,0.761946514686541,0.5102759835584263,0.6112185686653772,0.3317307692307692,0.6039387308533917,0.42823894491854153,828.0,543.0,1668.0,1738.0,1738.0,1668.0,543.0,828.0,0.7214449780747546,0.7129997906635964,0.2785550219252454,0.2870002093364036,19156.0,4777.0,85.0,0.5,N,required_sklearn,,,,,,,,,
w1_3,membership_only_without_churn_prevented,membership_only,LogisticRegression,groupkfold,1,0.5635879041263714,0.7588815627962122,0.3160113786613394,0.5314615191777388,0.5496985144308892,0.7649049726633689,0.5089208383855881,0.6111920116496775,0.3147208121827411,0.5904761904761905,0.4105960264900662,1302.0,903.0,2835.0,2938.0,2938.0,2835.0,903.0,1302.0,0.7178314008147916,0.723614941087992,0.2821685991852084,0.27638505891200804,15955.0,7978.0,80.0,0.5,N,required_sklearn,,,,,,,,,
w1_3,membership_only_without_churn_prevented,membership_only,LogisticRegression,groupkfold,2,0.5590892333176775,0.7543053471540409,0.31615957909228964,0.5254449736776134,0.5460923493376564,0.7580174927113703,0.4988662131519274,0.6017252261729434,0.31676575505350774,0.5933184855233853,0.4130232558139535,1332.0,913.0,2873.0,2860.0,2860.0,2873.0,913.0,1332.0,0.7203384518959574,0.7186011531712209,0.27966154810404265,0.28139884682877914,15955.0,7978.0,82.0,0.5,N,required_sklearn,,,,,,,,,
w1_3,membership_only_without_churn_prevented,membership_only,LogisticRegression,groupkfold,3,0.5776904254363271,0.7628543699162464,0.33466780175090904,0.5385483264385107,0.5603424156702845,0.7685014485119831,0.5101398601398601,0.6132184511926028,0.32966507177033494,0.6105449712007089,0.4281497592045984,1378.0,879.0,2802.0,2918.0,2918.0,2802.0,879.0,1378.0,0.7211080471296064,0.7170615519618905,0.2788919528703936,0.2829384480381095,15956.0,7977.0,79.0,0.5,N,required_sklearn,,,,,,,,,
w1_3,membership_only_without_churn_prevented,membership_only,ExtraTreesClassifier,holdout,test,0.5672366480741713,0.7562702468051085,0.33275373394301455,0.5559974879631568,0.5467864021658265,0.7483571704677232,0.5684086905460951,0.646087101618555,0.3287671232876712,0.5251641137855579,0.4043807919123842,720.0,651.0,1470.0,1936.0,1936.0,1470.0,651.0,720.0,0.7214449780747546,0.7129997906635964,0.2785550219252454,0.2870002093364036,19156.0,4777.0,85.0,0.5,N,required_sklearn,,,,,,,,,
w1_3,membership_only_without_churn_prevented,membership_only,ExtraTreesClassifier,groupkfold,1,0.554734821926923,0.7513899161677193,0.31616463235881187,0.5481323640010027,0.5452408644039636,0.7579723940980485,0.5517062186038455,0.6385964912280702,0.3146186440677966,0.5387755102040817,0.39725798361478015,1188.0,1017.0,2588.0,3185.0,3185.0,2588.0,1017.0,1188.0,0.7178314008147916,0.723614941087992,0.2821685991852084,0.27638505891200804,15955.0,7978.0,80.0,0.5,N,required_sklearn,,,,,,,,,
w1_3,membership_only_without_churn_prevented,membership_only,ExtraTreesClassifier,groupkfold,2,0.5538106853728871,0.7526725161384735,0.31830924767758667,0.5427425419904738,0.5372605052528692,0.7470964683574307,0.549799406942264,0.6334405144694534,0.3133812184091514,0.5247216035634744,0.3924050632911392,1178.0,1067.0,2581.0,3152.0,3152.0,2581.0,1067.0,1178.0,0.7203384518959574,0.7186011531712209,0.27966154810404265,0.28139884682877914,15955.0,7978.0,82.0,0.5,N,required_sklearn,,,,,,,,,
w1_3,membership_only_without_churn_prevented,membership_only,ExtraTreesClassifier,groupkfold,3,0.5612478737478738,0.7528686310337538,0.32657109644184745,0.5444402657640717,0.5464786708639168,0.753647859922179,0.5417832167832168,0.6303905614320586,0.32186287192755497,0.5511741249446167,0.4064031362299902,1244.0,1013.0,2621.0,3099.0,3099.0,2621.0,1013.0,1244.0,0.7211080471296064,0.7170615519618905,0.2788919528703936,0.2829384480381095,15956.0,7977.0,79.0,0.5,N,required_sklearn,,,,,,,,,
w1_3,membership_only_without_churn_prevented,membership_only,HistGradientBoostingClassifier,holdout,test,0.5718420490206282,0.7529725787877535,0.3385557885984344,0.7129997906635964,0.5,0.7129997906635964,1.0,0.8324575339117684,0.0,0.0,0.0,0.0,1371.0,0.0,3406.0,3406.0,0.0,1371.0,0.0,0.7214449780747546,0.7129997906635964,0.2785550219252454,0.2870002093364036,19156.0,4777.0,85.0,0.5,N,required_sklearn,,,,,,,,,
w1_3,membership_only_without_churn_prevented,membership_only,HistGradientBoostingClassifier,groupkfold,1,0.5635510604726908,0.7567259440507468,0.3195613798071057,0.723614941087992,0.5,0.723614941087992,1.0,0.8396480255981383,0.0,0.0,0.0,0.0,2205.0,0.0,5773.0,5773.0,0.0,2205.0,0.0,0.7178314008147916,0.723614941087992,0.2821685991852084,0.27638505891200804,15955.0,7978.0,80.0,0.5,N,required_sklearn,,,,,,,,,
w1_3,membership_only_without_churn_prevented,membership_only,HistGradientBoostingClassifier,groupkfold,2,0.5555645683548962,0.7488843443983774,0.3189306301111445,0.7186011531712209,0.5,0.7186011531712209,1.0,0.836262854642258,0.0,0.0,0.0,0.0,2245.0,0.0,5733.0,5733.0,0.0,2245.0,0.0,0.7203384518959574,0.7186011531712209,0.27966154810404265,0.28139884682877914,15955.0,7978.0,82.0,0.5,N,required_sklearn,,,,,,,,,
w1_3,membership_only_without_churn_prevented,membership_only,HistGradientBoostingClassifier,groupkfold,3,0.5689820480804088,0.7558229338987619,0.32778005907658425,0.7170615519618905,0.5,0.7170615519618905,1.0,0.8352193911075418,0.0,0.0,0.0,0.0,2257.0,0.0,5720.0,5720.0,0.0,2257.0,0.0,0.7211080471296064,0.7170615519618905,0.2788919528703936,0.2829384480381095,15956.0,7977.0,79.0,0.5,N,required_sklearn,,,,,,,,,
w1_4,membership_only_without_churn_prevented,membership_only,DummyClassifier,holdout,test,0.5,0.7129997906635964,0.2870002093364036,0.7129997906635964,0.5,0.7129997906635964,1.0,0.8324575339117684,0.0,0.0,0.0,0.0,1371.0,0.0,3406.0,3406.0,0.0,1371.0,0.0,0.7214449780747546,0.7129997906635964,0.2785550219252454,0.2870002093364036,19156.0,4777.0,85.0,0.5,N,required_sklearn,,,,,,,,,
w1_4,membership_only_without_churn_prevented,membership_only,DummyClassifier,groupkfold,1,0.5,0.723614941087992,0.27638505891200804,0.723614941087992,0.5,0.723614941087992,1.0,0.8396480255981383,0.0,0.0,0.0,0.0,2205.0,0.0,5773.0,5773.0,0.0,2205.0,0.0,0.7178314008147916,0.723614941087992,0.2821685991852084,0.27638505891200804,15955.0,7978.0,80.0,0.5,N,required_sklearn,,,,,,,,,
w1_4,membership_only_without_churn_prevented,membership_only,DummyClassifier,groupkfold,2,0.5,0.7186011531712209,0.28139884682877914,0.7186011531712209,0.5,0.7186011531712209,1.0,0.836262854642258,0.0,0.0,0.0,0.0,2245.0,0.0,5733.0,5733.0,0.0,2245.0,0.0,0.7203384518959574,0.7186011531712209,0.27966154810404265,0.28139884682877914,15955.0,7978.0,82.0,0.5,N,required_sklearn,,,,,,,,,
w1_4,membership_only_without_churn_prevented,membership_only,DummyClassifier,groupkfold,3,0.5,0.7170615519618905,0.2829384480381096,0.7170615519618905,0.5,0.7170615519618905,1.0,0.8352193911075418,0.0,0.0,0.0,0.0,2257.0,0.0,5720.0,5720.0,0.0,2257.0,0.0,0.7211080471296064,0.7170615519618905,0.2788919528703936,0.2829384480381095,15956.0,7977.0,79.0,0.5,N,required_sklearn,,,,,,,,,
w1_4,membership_only_without_churn_prevented,membership_only,LogisticRegression,holdout,test,0.5736623232781384,0.7588930249904073,0.33519169042805236,0.537157211639104,0.557107357205909,0.761946514686541,0.5102759835584263,0.6112185686653772,0.3317307692307692,0.6039387308533917,0.42823894491854153,828.0,543.0,1668.0,1738.0,1738.0,1668.0,543.0,828.0,0.7214449780747546,0.7129997906635964,0.2785550219252454,0.2870002093364036,19156.0,4777.0,85.0,0.5,N,required_sklearn,,,,,,,,,
w1_4,membership_only_without_churn_prevented,membership_only,LogisticRegression,groupkfold,1,0.5635879041263714,0.7588815627962122,0.3160113786613394,0.5314615191777388,0.5496985144308892,0.7649049726633689,0.5089208383855881,0.6111920116496775,0.3147208121827411,0.5904761904761905,0.4105960264900662,1302.0,903.0,2835.0,2938.0,2938.0,2835.0,903.0,1302.0,0.7178314008147916,0.723614941087992,0.2821685991852084,0.27638505891200804,15955.0,7978.0,80.0,0.5,N,required_sklearn,,,,,,,,,
w1_4,membership_only_without_churn_prevented,membership_only,LogisticRegression,groupkfold,2,0.5590892333176775,0.7543053471540409,0.31615957909228964,0.5254449736776134,0.5460923493376564,0.7580174927113703,0.4988662131519274,0.6017252261729434,0.31676575505350774,0.5933184855233853,0.4130232558139535,1332.0,913.0,2873.0,2860.0,2860.0,2873.0,913.0,1332.0,0.7203384518959574,0.7186011531712209,0.27966154810404265,0.28139884682877914,15955.0,7978.0,82.0,0.5,N,required_sklearn,,,,,,,,,
