feature_set_name,window,feature_set_class,model,roc_auc_repurchase,average_precision_repurchase,average_precision_churn_risk,accuracy,balanced_accuracy,precision_churn_at_0_5,recall_churn_at_0_5,f1_churn_at_0_5,brier_score,n_train,n_test,train_repurchase_rate,test_repurchase_rate,raw_feature_count,post_transform_feature_count,train_test_USER_KEY_overlap,top_10pct_churn_rate,lift_vs_overall_churn_rate,captured_churners,churner_capture_rate,average_churn_risk_score
full_exploratory_w1_4_late_period,w1_4,full_exploratory_upper_bound_late_period,HistGradientBoostingClassifier,0.9024063831716385,0.9568909111863753,0.7708500540055342,0.841945945945946,0.7933873197932723,0.7541390728476821,0.6773234200743494,0.7136701919310615,0.1124109287465412,18490,4625,0.719902650081125,0.7091891891891892,82,79,0,0.857451403887689,2.9484853107662166,397,0.29516728624535316,0.8429678487167889
full_exploratory_w1_4_late_period,w1_4,full_exploratory_upper_bound_late_period,ExtraTreesClassifier,0.8709750430682746,0.9407916593733666,0.7185008280066392,0.8015135135135135,0.7964616012331127,0.6268568033273916,0.7843866171003717,0.6968295904887715,0.15871755141174967,18490,4625,0.719902650081125,0.7091891891891892,82,79,0,0.8077753779697624,2.777666262535428,374,0.27806691449814125,0.8088972989373471
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,w1_3,pruned_official_candidate,LogisticRegression,0.807710354519902,0.9089332659795362,0.6132023636731238,0.7264864864864865,0.7345736240819657,0.5205338809034907,0.753903345724907,0.6158518068630429,0.18128106993960832,18490,4625,0.719902650081125,0.7091891891891892,30,28,0,0.712742980561555,2.4508819963547896,330,0.24535315985130113,0.888605391287617
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,w1_3,pruned_official_candidate,HistGradientBoostingClassifier,0.8629394097379637,0.9385975901214454,0.7036720529731494,0.8060540540540541,0.7336510563061021,0.7113207547169811,0.5605947955390335,0.6270270270270271,0.13366963868424458,18490,4625,0.719902650081125,0.7091891891891892,30,28,0,0.8250539956803455,2.8370815836591805,382,0.28401486988847585,0.7796304072322915
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,w1_3,pruned_official_candidate,ExtraTreesClassifier,0.8119354655907154,0.9119703255924877,0.6250026332240324,0.7312432432432432,0.7385852071810681,0.5263975155279503,0.7561338289962826,0.6206896551724138,0.1872004028003206,18490,4625,0.719902650081125,0.7091891891891892,30,28,0,0.7386609071274298,2.540004978040418,342,0.25427509293680295,0.7463573797262075
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,w1_3,pruned_official_candidate,LogisticRegression,0.7590002493426421,0.8817165644515823,0.5171352745260971,0.6732972972972973,0.7027756369571131,0.4630454140694568,0.7732342007434945,0.5792258423837371,0.20405137248228247,18490,4625,0.719902650081125,0.7091891891891892,17,15,0,0.5982721382289417,2.0572554939099295,277,0.20594795539033459,0.7844516329635287
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,w1_3,pruned_official_candidate,HistGradientBoostingClassifier,0.814558436848309,0.9085227172459369,0.6413111173424697,0.7777297297297298,0.6888997189228399,0.6642487046632124,0.4765799256505576,0.554978354978355,0.1517812169085931,18490,4625,0.719902650081125,0.7091891891891892,17,15,0,0.7624190064794817,2.621701044585578,353,0.26245353159851303,0.741298576518779
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,w1_3,pruned_official_candidate,ExtraTreesClassifier,0.7811846042252244,0.8917989228341843,0.5962155537133225,0.6921081081081081,0.7052917308912866,0.48083454633672973,0.7368029739776951,0.5819142689371697,0.20038161472027138,18490,4625,0.719902650081125,0.7091891891891892,17,15,0,0.6997840172786177,2.4063205055119754,324,0.2408921933085502,0.6960158145222103
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,w1_3,pruned_official_candidate,LogisticRegression,0.807710354519902,0.9089332659795362,0.6132023636731238,0.7264864864864865,0.7345736240819657,0.5205338809034907,0.753903345724907,0.6158518068630429,0.18128106993960832,18490,4625,0.719902650081125,0.7091891891891892,30,28,0,0.712742980561555,2.4508819963547896,330,0.24535315985130113,0.888605391287617
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,w1_3,pruned_official_candidate,HistGradientBoostingClassifier,0.8629394097379637,0.9385975901214454,0.7036720529731494,0.8060540540540541,0.7336510563061021,0.7113207547169811,0.5605947955390335,0.6270270270270271,0.13366963868424458,18490,4625,0.719902650081125,0.7091891891891892,30,28,0,0.8250539956803455,2.8370815836591805,382,0.28401486988847585,0.7796304072322915
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,w1_3,pruned_official_candidate,ExtraTreesClassifier,0.8119354655907154,0.9119703255924877,0.6250026332240324,0.7312432432432432,0.7385852071810681,0.5263975155279503,0.7561338289962826,0.6206896551724138,0.1872004028003206,18490,4625,0.719902650081125,0.7091891891891892,30,28,0,0.7386609071274298,2.540004978040418,342,0.25427509293680295,0.7463573797262075
pruned_w1_2_early_reference_without_product_code_without_watch_presence,w1_2,pruned_reference,LogisticRegression,0.6982096064919757,0.8531230595931625,0.4496510834112571,0.6406486486486487,0.6426942605857285,0.4230208839242351,0.6475836431226766,0.5117508813160987,0.2203456440748631,18490,4625,0.719902650081125,0.7091891891891892,28,26,0,0.5161987041036717,1.7750327185721053,239,0.17769516728624535,0.785520521998151
pruned_w1_2_early_reference_without_product_code_without_watch_presence,w1_2,pruned_reference,HistGradientBoostingClassifier,0.7415512512467132,0.8781792814574227,0.5024764628537314,0.7269189189189189,0.5747835252516094,0.5843621399176955,0.21115241635687731,0.3102129983615511,0.17684590628893596,18490,4625,0.719902650081125,0.7091891891891892,28,26,0,0.5809935205183585,1.9978401727861768,269,0.2,0.5826356797211641
pruned_w1_2_early_reference_without_product_code_without_watch_presence,w1_2,pruned_reference,ExtraTreesClassifier,0.7055195393961375,0.858164228714086,0.4517990068709603,0.6525405405405406,0.6488853250521353,0.4339717741935484,0.6401486988847583,0.5172724541904475,0.21988653207335074,18490,4625,0.719902650081125,0.7091891891891892,28,26,0,0.5334773218142549,1.8344480396958578,247,0.18364312267657992,0.6694312084622147
pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence,w1_4,pruned_late_period_comparison,LogisticRegression,0.8375209674494513,0.9230410956257838,0.661369465235942,0.7496216216216216,0.7618500090670052,0.5481710458526533,0.7910780669144981,0.6475958612294583,0.16797684208124733,18490,4625,0.719902650081125,0.7091891891891892,32,30,0,0.7688984881209503,2.643981790006985,356,0.26468401486988846,0.9110338412877522
pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence,w1_4,pruned_late_period_comparison,HistGradientBoostingClassifier,0.8936589899356242,0.9518603710901175,0.7618803519080145,0.8376216216216216,0.7833206773052861,0.7551546391752577,0.6535315985130111,0.7006775607811877,0.11688131038474736,18490,4625,0.719902650081125,0.7091891891891892,32,30,0,0.8488120950323974,2.91877765020434,393,0.2921933085501859,0.8329616290961884
pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence,w1_4,pruned_late_period_comparison,ExtraTreesClassifier,0.8397541708223774,0.9234776958804444,0.6839082121839667,0.7574054054054054,0.7574689455072989,0.5614325068870524,0.7576208178438661,0.6449367088607595,0.17723246727944128,18490,4625,0.719902650081125,0.7091891891891892,32,30,0,0.7818574514038877,2.6885432808497995,362,0.26914498141263943,0.7638581574565632
