trial,mean_valid_auc,mean_train_auc,gap,overfit,iterations,depth,learning_rate,l2_leaf_reg,border_count
99,0.8622655766769991,0.9349945412969797,0.07272896461998057,True,920,6,0.01418679759708308,1.9565155718330847,61
137,0.8622619600230468,0.9463124039688656,0.08405044394581884,True,790,6,0.020778186993163326,3.355163275508539,41
73,0.8622603436839531,0.9418540910122095,0.07959374732825641,True,883,6,0.017893122817753956,5.071413273444515,78
5,0.862259417352624,0.9003443704533481,0.03808495310072413,True,807,4,0.018785426399210624,0.59874749104614,42
186,0.8622384318886102,0.9288946938809695,0.0666562619923593,True,747,6,0.017081302351749993,4.561409224269973,62
169,0.8622347551907904,0.9418472524189234,0.07961249722813302,True,699,6,0.021971913801869174,3.7757688694116363,43
95,0.8622259509244721,0.9369629013423892,0.07473695041791717,True,917,6,0.014993452528603709,2.827697892646749,57
71,0.8622225337926365,0.9528441063314326,0.0906215725387961,True,972,6,0.018049669541420187,2.4252399565695373,82
196,0.8622109586574019,0.9297786152326533,0.06756765657525132,True,764,6,0.017117822867583492,5.096628345435436,50
78,0.8621915834164137,0.9250392340604001,0.06284765064398645,True,910,5,0.01824677608667473,2.633984101935968,247
61,0.8621759190088886,0.9634810116527763,0.10130509264388776,True,962,7,0.018321831531636863,9.646156732774697,55
111,0.8621556972596233,0.9306617160981325,0.06850601883850926,True,790,6,0.015555030461773601,2.0083329913843486,56
112,0.8621521712955289,0.9322682934644275,0.07011612216889862,True,863,6,0.014329387967837245,1.6750876275637978,60
127,0.8621420768493175,0.9417360269185913,0.07959395006927372,True,718,6,0.022639815431943263,6.863413297746976,68
149,0.8621037684428281,0.944360125565414,0.08225635712258594,True,642,6,0.023839514625987653,2.3291069072945585,49
161,0.8621036280821999,0.9343561359131869,0.07225250783098702,True,644,6,0.02163090644481779,4.676968628509989,54
158,0.8620883157503256,0.9576187221127137,0.09553040636238808,True,731,6,0.025875376675067247,2.3434640065777237,44
136,0.8620879822498815,0.9452445515887163,0.08315656933883486,True,878,6,0.018777292017041793,4.304824376711513,45
124,0.8620860984388244,0.928083638638024,0.06599754019919957,True,739,6,0.01691768841585232,4.258400169297092,48
187,0.8620700043863181,0.9575245443529227,0.09545453996660458,True,735,6,0.02717200139345281,3.8531801448556497,46
162,0.8620689064499409,0.9308755377879919,0.06880663133805098,True,724,6,0.017831096429115723,3.443330445737571,59
180,0.8620595840143931,0.9237677319680622,0.06170814795366908,True,768,6,0.014968744600662566,3.481334572793726,59
163,0.8620594729823555,0.9435386864798712,0.08147921349751563,True,705,6,0.023627534259369882,6.0530976509022985,47
83,0.8620477235103039,0.9483311235989479,0.08628340008864399,True,847,5,0.030245730098107094,3.5943804762789346,86
176,0.8620424271254745,0.9526370527599436,0.09059462563446907,True,862,6,0.020784728287411677,3.189181458398707,66
144,0.8620374593967035,0.9451158699841962,0.08307841058749266,True,633,6,0.0235380816057922,1.3342129633603488,45
18,0.8620366609814181,0.9356751314350603,0.07363847045364225,True,912,7,0.010678669229343714,3.688545006870412,103
117,0.8619968587346898,0.9668887128670803,0.10489185413239055,True,954,6,0.02286380459828427,1.8155085143407916,53
72,0.8619658950629827,0.9514130198649731,0.08944712480199035,True,932,6,0.018321520718894986,2.365822119212466,88
109,0.8619362096411732,0.9401919730909529,0.07825576344977969,True,830,6,0.016452526143268142,1.1951278935014584,40
123,0.861934670479101,0.93935033714572,0.07741566666661903,True,687,6,0.020473667645455457,2.2011528036103756,37
11,0.8619259771682566,0.9549949891240169,0.09306901195576034,True,812,6,0.021712696442771462,1.7138890273524,33
104,0.8619164384245052,0.9264690284354324,0.06455259001092728,True,982,6,0.011631896385312349,1.8603954897901214,72
155,0.8619157302640573,0.9395778200933285,0.07766208982927114,True,670,6,0.02142642499923412,2.7341192131822383,52
165,0.8619148690280511,0.933355382341208,0.07144051331315682,True,688,6,0.01982495097197897,4.250550764717481,40
63,0.861875287272681,0.9415958567213023,0.07972056944862127,True,859,6,0.018217933924874422,4.4446712365650916,42
170,0.8618697936987092,0.9263139816470373,0.06444418794832807,True,665,6,0.01777632473736971,3.015089592670925,35
105,0.8618608766109169,0.9585491266342926,0.09668825002337567,True,856,6,0.022403180188595752,2.1660689746307185,49
82,0.8618507600985801,0.9056560170138944,0.04380525691531434,True,875,4,0.019176416773196217,1.142697195186022,212
33,0.8618310186233767,0.956279361382667,0.09444834275929026,True,926,7,0.013107982468664629,1.7428611863267656,129
100,0.8618149005805318,0.938915747781091,0.07710084720055921,True,922,6,0.014307126353061021,0.9758736326522044,47
64,0.8618079382456336,0.9518946301811921,0.09008669193555852,True,979,6,0.01776030175532849,2.3951017302156,81
185,0.8618059083886292,0.9478930852434211,0.08608717685479184,True,754,6,0.023999362240225468,7.139152785273599,63
118,0.8617953998996353,0.923942343465449,0.06214694356581374,True,902,6,0.012718206203369298,3.1904054107906497,46
171,0.8617756018284553,0.954593383470358,0.0928177816419028,True,941,6,0.018958941772357917,1.9877589937545412,47
148,0.8617732452842148,0.9591515146064532,0.09737826932223836,True,675,6,0.029590799451903557,2.92385945296248,43
43,0.8617730903534138,0.9498119400052097,0.08803884965179598,True,838,7,0.01538256795810552,6.3984763595927,42
195,0.8617729282446204,0.9336159876266976,0.07184305938207725,True,701,6,0.01917272143026427,3.5733724694436457,68
97,0.8617720884657112,0.9531804185785544,0.09140833011284322,True,886,6,0.020136339640909575,2.691419980422836,56
166,0.8617646651640574,0.9245390785140006,0.06277441334994327,True,740,6,0.015310867058821129,2.5145966758515184,64
66,0.8617520945044385,0.9668082910257766,0.10505619652133813,True,766,6,0.03538040249861748,9.82980262082386,69
153,0.8617357788168659,0.9527151595291932,0.09097938071232725,True,728,6,0.025023076508856233,3.885064430509619,66
172,0.8617266941852169,0.9333767563398656,0.07165006215464875,True,898,6,0.014114244978238205,1.8642613845463085,60
122,0.8617176830966674,0.9616519882447483,0.09993430514808088,True,772,6,0.028104928776085204,4.135100915349515,40
114,0.8617154136396843,0.9443101400065791,0.0825947263668948,True,927,6,0.014788940139452174,0.470771290057296,75
146,0.8616991483575129,0.9363125789534019,0.07461343059588899,True,659,6,0.01986806358838159,1.5723818983901094,56
103,0.8616965285864737,0.9375352824885324,0.07583875390205863,True,880,6,0.0160422168747046,3.095092916255293,36
87,0.8616894016035296,0.9143920400379644,0.05270263843443479,True,890,5,0.015512685462218897,2.807150703900926,101
177,0.8616702604255823,0.9598575546516586,0.0981872942260763,True,807,6,0.02690940742415804,5.507316233535158,40
70,0.8616629550020773,0.9484688357148426,0.0868058807127653,True,982,7,0.012146342810349983,3.9912343079168946,94
40,0.8616624685700269,0.9766950680924481,0.11503259952242118,True,958,7,0.021788942779482217,6.364167179956153,58
198,0.8616584221337851,0.9552121692597824,0.09355374712599729,True,725,6,0.025736904485733972,3.0436741811524275,77
79,0.8616572280395829,0.9023238311737091,0.04066660313412618,True,961,4,0.017427219702326833,7.5743130508132515,239
86,0.8616235553775052,0.9527448116173695,0.09112125623986422,True,909,5,0.03129740090487781,4.854400101544883,92
143,0.8615783125685308,0.9560289954853506,0.0944506829168198,True,685,6,0.026650790777349193,2.0600140468013435,39
80,0.8615739192694466,0.9108973522642374,0.049323432994790806,True,915,5,0.014270848066490599,2.7142429349516015,101
19,0.8615628196595926,0.935856507997236,0.07429368833764338,True,917,7,0.010772163517017444,4.229317631990622,102
157,0.8615548576155735,0.9140683776768788,0.052513520061305274,True,625,6,0.015923396862154257,3.8793278091609404,63
113,0.8615523219660612,0.9214955793144007,0.059943257348339496,True,902,6,0.01165412559846135,1.4911724134297444,44
31,0.8615478358923438,0.9436261953973986,0.08207835950505471,True,925,7,0.011882631703935954,3.877217111592048,97
130,0.8615469928310091,0.9171969147851143,0.05564992195410523,True,553,6,0.01941541815889034,5.15441662862568,58
131,0.8615467630359124,0.9194715909228863,0.05792482788697395,True,617,6,0.017093436138512157,2.4203260228836565,43
193,0.8615435793112652,0.9169115406050908,0.055367961293825596,True,696,6,0.01598113774989739,8.233146206256878,72
62,0.8615154513979929,0.9447838435541254,0.08326839215613246,True,942,7,0.013255691469314225,8.484442913711847,54
74,0.861514972770997,0.9456315344710152,0.08411656170001824,True,970,5,0.024248294820066917,2.2841180286270055,80
135,0.8615122901317804,0.9591957987353352,0.09768350860355479,True,842,6,0.02229686304630802,1.6454493099212733,55
108,0.8615120203281087,0.9232738601718357,0.06176183984372696,True,813,6,0.012816763728634446,0.8458426909259226,65
57,0.8614885604950151,0.9234923229397275,0.062003762444712396,True,732,6,0.013834553923146945,0.5168234935722206,44
47,0.8614797708903028,0.90906652097043,0.04758675008012714,True,792,5,0.01540458734497962,1.2237462261975909,88
129,0.8614417049916255,0.953902620229926,0.09246091523830047,True,667,6,0.027548982494499392,3.3199814032724264,63
35,0.8614346065732184,0.9661372743324648,0.10470266775924642,True,776,6,0.027942926622151667,2.0447245622603103,211
128,0.8614302054122899,0.9649445243182073,0.10351431890591745,True,688,6,0.03286305287867265,3.7111909623491295,53
81,0.861428224009581,0.9619843486759277,0.10055612466634678,True,817,6,0.024780642100715365,2.1497894516509617,189
154,0.861408148571388,0.971427351114694,0.110019202543306,True,700,6,0.03519522420689745,2.670722199128222,58
68,0.8613986505977345,0.9707853375568707,0.10938668695913623,True,930,6,0.024941036045581125,1.600157613752986,160
23,0.8613773955766659,0.9065645227198889,0.04518712714322293,True,931,5,0.012277388767649791,0.5305011377343439,49
52,0.8613691868752159,0.9366510382781875,0.07528185140297161,True,967,7,0.010710879580046103,5.249925711382226,44
134,0.8613517114217594,0.9585665637820263,0.09721485236026695,True,755,6,0.025744851930349512,2.6261837273977937,36
156,0.8613457928140204,0.9605257535903171,0.09917996077629676,True,701,6,0.02913390519457538,2.973207497877419,32
9,0.8613401144704964,0.8954677500703806,0.03412763559988419,True,696,4,0.01942099825171803,0.43664735929796333,73
160,0.8613047920384144,0.964366231514302,0.10306143947588764,True,673,6,0.032663976314680016,3.027294076166845,70
184,0.861289114299338,0.9277324269593015,0.0664433126599635,True,712,6,0.017703876079721976,5.000200438821244,68
49,0.8612496329912511,0.973147121477407,0.11189748848615588,True,892,7,0.02149209580946096,6.092159947323463,77
94,0.8611995434236203,0.9156095071730975,0.054409963749477264,True,318,6,0.030672058754562293,1.9334747250581226,68
173,0.8611923173221825,0.9243534246056371,0.06316110728345459,True,682,6,0.016421025334630374,2.1691646275976786,50
168,0.8611908387538436,0.9633353867324027,0.1021445479785591,True,716,6,0.02790815651634684,1.4460851957607124,56
126,0.8610884745327484,0.9674848836742882,0.1063964091415398,True,650,6,0.03749288806262939,4.768381659056066,60
188,0.8610848228617227,0.9198653242934764,0.05878050143175373,True,787,6,0.013938881068448967,4.033870593304879,74
22,0.8610827684287632,0.9811810558918816,0.12009828746311846,True,750,8,0.016373059939006878,1.268423951340921,83
150,0.8610809834122286,0.916480064261083,0.055399080848854365,True,573,6,0.01709335436601885,1.7276651218006032,38
51,0.860986643984688,0.9732460213442975,0.11225937735960945,True,951,7,0.021127071873776753,7.547875788023136,60
41,0.8609459592520846,0.9764923278257015,0.11554636857361689,True,955,7,0.021713894591431335,6.488611679930538,57
116,0.8609322657245244,0.915815552135478,0.054883286410953636,True,923,6,0.010148081501281834,1.1040426042418654,64
164,0.8608634985400044,0.9158835959538933,0.05502009741388891,True,750,6,0.012973696086113656,1.7869052103304413,52
190,0.8608416742353017,0.9085043857037827,0.047662711468481,True,777,6,0.01216006231252166,6.57530111127719,68
110,0.86079735836621,0.9613597949963373,0.10056243663012732,True,893,6,0.020349455107709136,0.6182732616155581,51
132,0.8607704149782762,0.9314003337182111,0.07062991873993485,True,826,6,0.01360077988130781,0.38742025987240875,50
50,0.8607679808957099,0.9525242771357331,0.09175629624002313,True,787,4,0.050763257126107915,0.22408247426897457,95
175,0.860735905311295,0.9626598138152869,0.10192390850399191,True,852,6,0.024421082256479598,2.588580717113128,55
102,0.8606258070679769,0.9128402555165744,0.05221444844859757,True,941,6,0.009563040888682909,1.3139467350905747,61
24,0.8605247909958331,0.9826747616254172,0.1221499706295841,True,738,7,0.027210471815300938,2.057568664128699,111
93,0.8604842785413727,0.9761770515544788,0.1156927730131061,True,958,6,0.026836097756208252,1.5026479541558466,48
142,0.860363517516711,0.9156466379692576,0.055283120452546575,True,607,6,0.016338031545487762,2.4571537549172655,36
42,0.8603131702449826,0.9459464001079873,0.0856332298630047,True,893,8,0.008467804040577016,3.1908108788358565,46
53,0.860219003932406,0.9774000720683812,0.11718106813597517,True,899,6,0.03126035479570915,2.75184677368297,66
21,0.8601668833042673,0.9807607348378161,0.12059385153354885,True,861,6,0.03553634561217606,2.9132801838147424,52
1,0.8601584690978278,0.9125504722018679,0.05239200310404013,True,240,3,0.13983740016490973,0.6358358856676253,190
44,0.8601468469169724,0.8861587502148576,0.026011903297885164,False,835,4,0.013642508707566272,1.874062773851922,39
179,0.8600717636576267,0.9750944680403709,0.1150227043827442,True,833,6,0.03193781138083558,2.657358800775903,73
121,0.8600565358528762,0.9602541160771917,0.10019758022431546,True,599,6,0.025125481066657428,0.0251918153324148,32
88,0.8599933491668093,0.891165210589033,0.031171861422223723,True,521,4,0.022993056350945763,0.2861982186534575,252
32,0.8599646046420724,0.9465879961715675,0.08662339152949516,True,1000,8,0.008232344443750502,4.802331880416042,105
65,0.8597503908645951,0.9052468514828217,0.04549646061822654,True,909,6,0.009346315808426051,4.459535304800516,107
38,0.8597458163979267,0.9404627719168535,0.08071695551892677,True,363,4,0.09519824576141041,1.4058315798830876,75
84,0.8595477042220597,0.9742314143156049,0.11468371009354517,True,946,5,0.04655742793142678,5.301541921199309,86
76,0.8594027468791344,0.9827134705102407,0.12331072363110629,True,938,6,0.03448481493861475,3.2904420579290243,60
167,0.8593443624118198,0.9795308568066823,0.12018649439486251,True,653,6,0.04404564127605082,2.218205527301191,50
140,0.8592207340785235,0.905098679704207,0.04587794562568348,True,713,6,0.011196432771612745,2.04609179039569,49
34,0.8591385304868233,0.9892536317783982,0.1301151012915749,True,867,8,0.016611614988887052,0.8261716723018603,135
85,0.858807198493319,0.8902969630470363,0.031489764553717325,True,848,5,0.010610786612083065,3.545005983032585,78
75,0.8587138374193601,0.983886916055627,0.1251730786362668,True,885,6,0.040650958068767964,5.456629140416443,88
16,0.8582389890372042,0.890687108326102,0.03244811928889779,True,757,5,0.011142072507279334,1.0205604975418163,181
12,0.8580436549625048,0.9855909276350084,0.12754727267250365,True,891,6,0.03639245828089606,1.5975150445887474,35
115,0.8575810215564967,0.8959172713891114,0.03833624983261463,True,876,6,0.007543056184869912,2.9617996729054634,70
25,0.8574454304241786,0.9891502060284967,0.13170477560431804,True,587,6,0.07051395370607856,4.136793339382674,150
13,0.8569381610763653,0.9047620376149446,0.047823876538579224,True,799,7,0.006437377171012571,2.7779184305204536,176
10,0.8567825516915601,0.9060386693585304,0.049256117666970245,True,978,6,0.006185067826056206,0.01132102180423039,35
29,0.8566381983320153,0.9907309451151537,0.13409274678313843,True,483,8,0.025611760025014422,0.13288408178134026,66
45,0.8565905112451816,0.9394240686054592,0.08283355736027764,True,709,7,0.009044476656749591,0.010741014847253087,71
26,0.8563150297869402,0.8826257737226084,0.026310743935668235,False,831,5,0.0080349030451476,0.9127684748882008,223
36,0.8559811374146836,0.8722054770680214,0.016224339653337805,False,701,3,0.016008506007284713,1.5872393086755574,164
56,0.8559089520761101,0.8802475336028761,0.024338581526766045,False,998,5,0.006639357892577035,2.4311795815480615,33
67,0.8550846266756892,0.8827878466789144,0.027703220003225226,False,863,5,0.007263061130901572,0.0888957890788607,38
197,0.8545753713933631,0.9946065924864973,0.14003122109313415,True,678,6,0.07887112294787034,4.122634656993565,65
37,0.8541687326925993,0.8993046001066458,0.045135867414046515,True,869,7,0.004532155442905759,0.7585455409800005,125
60,0.8535650758629483,0.8663837979768187,0.012818722113870473,False,909,3,0.010279484926473586,0.988764561891545,65
30,0.8529441016120988,0.9969864843453798,0.14404238273328107,True,808,6,0.06666336898822897,0.6086303007002534,114
90,0.8529188715181993,0.8730160135097573,0.020097141991557987,False,430,5,0.012319171762099382,5.835202078912108,63
0,0.8525452974602521,0.9986768149045997,0.1461315174443476,True,437,8,0.06504856968981275,0.6251373574521749,66
69,0.8524714699629463,0.8823915559276505,0.02992008596470419,False,806,6,0.005137978112016517,0.7278281455759249,52
54,0.8524460666890672,0.8900794812836349,0.037633414594567705,True,187,7,0.01967278939885734,3.600926257386874,123
15,0.8523390338834862,0.9988663298763474,0.14652729599286118,True,990,7,0.03955799307227312,0.058189825871060925,117
28,0.851837629306571,0.9981072341062592,0.1462696047996882,True,664,7,0.055080175391549795,0.33767299000435425,84
46,0.8511231245220762,0.876388253196563,0.025265128674486825,False,631,6,0.00603948793357434,3.122094474818214,32
39,0.8509291269244976,0.8837169405113853,0.03278781358688765,True,100,6,0.04289244437432671,0.3853367592700362,144
89,0.8508695945676676,0.9840845141082217,0.1332149195405541,True,979,3,0.18886089934826378,3.769246625330778,117
48,0.8500182863848285,0.9992065599843543,0.1491882735995258,True,841,8,0.029054721340121645,0.027455852164240912,41
3,0.8487458897920437,0.8634919708990145,0.014746081106970843,False,265,4,0.0199473547030745,0.19762189340280073,97
59,0.8441535112943525,0.8610493371208665,0.016895825826514055,False,827,5,0.003677706767064098,0.15031738897945912,131
14,0.8424347829588701,0.9977099076774911,0.15527512471862104,True,490,5,0.25852553283454627,2.3357760386764337,35
58,0.8405744071981562,0.9992987605450765,0.15872435334692025,True,869,6,0.29768344285807613,1.8060509622392755,52
2,0.8401680662793523,0.9930390261770894,0.15287095989773714,True,118,8,0.11536162338241392,0.04335281794951567,72
77,0.8391520109530128,0.8567353310705584,0.017583320117545598,False,999,6,0.001848003968131812,1.4035589925570344,73
17,0.8380320037501381,0.8563600562323341,0.018328052482196044,False,579,6,0.0029782893213833998,0.24341328374260524,61
27,0.8341920526383667,0.8418727651709632,0.007680712532596501,False,933,3,0.004070203069629922,9.844072427579668,50
20,0.8340068605925518,0.8515430010112117,0.017536140418659918,False,388,7,0.0029412938628135036,8.546718436668513,158
4,0.8324285786084756,0.840123924511284,0.007695345902808404,False,651,3,0.005292705365436975,0.1256277350380703,134
138,0.8220949890731142,0.8345611839878913,0.012466194914777073,False,773,6,0.0010004188175979118,3.225689700756785,32
7,0.8200843258330852,0.8281644748521686,0.008080149019083382,False,828,4,0.0017456037635797405,1.1290133559092674,130
6,0.809005122645841,0.8158315511025644,0.006826428456723432,False,647,4,0.0014492412389916862,7.025166339242156,248
8,0.7997578493748896,0.8079546336919439,0.008196784317054284,False,209,5,0.0012167028814593455,5.345166110646819,89
