membership_row_id,w1_3_content_has_watch_obs,w1_3_genre_covered_watch_time,w1_3_genre_missing_watch_time,w1_3_genre_covered_watch_ratio,w1_3_genre_missing_watch_ratio,w1_3_genre_unique_count,w1_3_top_genre,w1_3_top_genre_watch_time,w1_3_top_genre_watch_ratio,w1_3_genre_entropy,w1_3_genre_ratio_drama,w1_3_genre_watch_time_drama,w1_3_genre_session_count_drama,w1_3_genre_ratio_thriller_crime,w1_3_genre_watch_time_thriller_crime,w1_3_genre_session_count_thriller_crime,w1_3_genre_ratio_sf_fantasy,w1_3_genre_watch_time_sf_fantasy,w1_3_genre_session_count_sf_fantasy,w1_3_genre_ratio_action_adventure,w1_3_genre_watch_time_action_adventure,w1_3_genre_session_count_action_adventure,w1_3_genre_ratio_animation_family,w1_3_genre_watch_time_animation_family,w1_3_genre_session_count_animation_family,w1_3_genre_ratio_romance,w1_3_genre_watch_time_romance,w1_3_genre_session_count_romance,w1_3_genre_ratio_comedy,w1_3_genre_watch_time_comedy,w1_3_genre_session_count_comedy,w1_3_genre_ratio_historical_war,w1_3_genre_watch_time_historical_war,w1_3_genre_session_count_historical_war,w1_3_genre_ratio_horror,w1_3_genre_watch_time_horror,w1_3_genre_session_count_horror,w1_3_genre_ratio_other,w1_3_genre_watch_time_other,w1_3_genre_session_count_other,w1_3_release_month_covered_watch_ratio,w1_3_avg_ott_release_month_weighted,w1_3_recent_content_watch_ratio,w1_3_old_content_watch_ratio
17,1,326.0,0.0,1.0,0.0,4,Drama,102.0,0.312883,1.915335,0.312883,102.0,1,0.0,0,0,0.260736,85.0,1,0.0,0,0,0.0,0,0,0.116564,38.0,1,0.309816,101.0,2,0.0,0,0,0.0,0,0,0.0,0,0,1.0,201777.441718,0.312883,0.309816
18,1,1018.0,0.0,1.0,0.0,9,Drama,324.0,0.318271,2.522894,0.318271,324.0,6,0.27112,276.0,4,0.014735,15.0,2,0.027505,28.0,1,0.0,0,0,0.044204,45.0,4,0.11002,112.0,2,0.0,0,0,0.002947,3.0,1,0.123772,126.0,1,1.0,201691.601179,0.000982,0.303536
19,1,333.0,0.0,1.0,0.0,3,Historical/War,214.0,0.642643,1.159523,0.0,0,0,0.303303,101.0,2,0.0,0,0,0.054054,18.0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.642643,214.0,5,0.0,0,0,0.0,0,0,1.0,201773.159159,0.0,0.054054
20,1,100.0,0.0,1.0,0.0,5,Romance,38.0,0.38,2.161596,0.13,13.0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.38,38.0,4,0.11,11.0,1,0.0,0,0,0.0,0,0,0.23,23.0,2,1.0,201889.36,0.23,0.0
21,0,0.0,0.0,0,0,0,,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
22,1,125.0,0.0,1.0,0.0,2,Animation/Family,97.0,0.776,0.767404,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.776,97.0,1,0.224,28.0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,201696.928,0.224,0.0
23,1,4.0,0.0,1.0,0.0,1,Horror,4.0,1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,4.0,1,0.0,0,0,1.0,202012.0,1.0,0.0
24,1,120.0,0.0,1.0,0.0,4,Action/Adventure,98.0,0.816667,0.940583,0.0,0,0,0.0,0,0,0.0,0,0,0.816667,98.0,2,0.033333,4.0,1,0.0,0,0,0.108333,13.0,1,0.0,0,0,0.041667,5.0,2,0.0,0,0,1.0,202087.925,1.0,0.0
25,1,207.0,0.0,1.0,0.0,5,SF/Fantasy,56.0,0.270531,2.209493,0.256039,53.0,1,0.193237,40.0,2,0.270531,56.0,1,0.21256,44.0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.067633,14.0,2,0.0,0,0,1.0,201892.68599,0.47343,0.270531
26,1,12.0,0.0,1.0,0.0,1,Romance,12.0,1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,12.0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,201709.0,0.0,0.0
27,1,40.0,0.0,1.0,0.0,1,Animation/Family,40.0,1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,40.0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,201706.0,0.0,0.0
28,1,475.0,0.0,1.0,0.0,3,SF/Fantasy,248.0,0.522105,1.018097,0.0,0,0,0.002105,1.0,1,0.522105,248.0,4,0.475789,226.0,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,202007.347368,0.526316,0.0
29,1,241.0,0.0,1.0,0.0,3,Drama,115.0,0.477178,1.465179,0.477178,115.0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.161826,39.0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.360996,87.0,1,0.0,0,0,1.0,202022.705394,0.838174,0.0
30,1,156.0,0.0,1.0,0.0,1,Thriller/Crime,156.0,1.0,0.0,0.0,0,0,1.0,156.0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,201806.0,0.0,0.0
31,0,0.0,0.0,0,0,0,,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
32,1,385.0,0.0,1.0,0.0,3,Action/Adventure,280.0,0.727273,0.951336,0.251948,97.0,1,0.0,0,0,0.020779,8.0,2,0.727273,280.0,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,201921.922078,0.212987,0.0
33,1,7.0,0.0,1.0,0.0,1,Comedy,7.0,1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,7.0,1,0.0,0,0,0.0,0,0,0.0,0,0,1.0,201901.0,0.0,0.0
34,1,3.0,0.0,1.0,0.0,1,Drama,3.0,1.0,0.0,1.0,3.0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,202103.0,1.0,0.0
35,0,0.0,0.0,0,0,0,,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
36,1,398.0,0.0,1.0,0.0,3,Drama,297.0,0.746231,0.957759,0.746231,297.0,5,0.032663,13.0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.221106,88.0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,201630.150754,0.0,0.344221
37,1,328.0,0.0,1.0,0.0,3,Drama,214.0,0.652439,1.177829,0.652439,214.0,3,0.280488,92.0,1,0.0,0,0,0.0,0,0,0.067073,22.0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,201700.597561,0.0,0.067073
38,1,146.0,0.0,1.0,0.0,3,Thriller/Crime,116.0,0.794521,0.881094,0.0,0,0,0.794521,116.0,2,0.0,0,0,0.164384,24.0,2,0.0,0,0,0.0,0,0,0.041096,6.0,1,0.0,0,0,0.0,0,0,0.0,0,0,1.0,201613.178082,0.0,0.164384
39,0,0.0,0.0,0,0,0,,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
40,1,2.0,0.0,1.0,0.0,2,Thriller/Crime,1.0,0.5,1.0,0.0,0,0,0.5,1.0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.5,1.0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,202053.5,1.0,0.0
41,1,576.0,0.0,1.0,0.0,5,Drama,302.0,0.524306,1.696604,0.524306,302.0,10,0.019097,11.0,1,0.0,0,0,0.03125,18.0,1,0.244792,141.0,2,0.180556,104.0,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,201863.739583,0.276042,0.038194
42,1,71.0,0.0,1.0,0.0,2,Romance,67.0,0.943662,0.312733,0.0,0,0,0.056338,4.0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.943662,67.0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,201622.929577,0.0,0.0
43,0,0.0,0.0,0,0,0,,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
44,1,207.0,0.0,1.0,0.0,3,Animation/Family,205.0,0.990338,0.088205,0.004831,1.0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.990338,205.0,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,202097.777778,0.980676,0.0
45,1,158.0,0.0,1.0,0.0,1,Animation/Family,158.0,1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,158.0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,201708.0,0.0,0.0
46,0,0.0,0.0,0,0,0,,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
47,1,42.0,0.0,1.0,0.0,1,Comedy,42.0,1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,42.0,1,0.0,0,0,0.0,0,0,0.0,0,0,1.0,201903.0,0.0,0.0
48,1,844.0,0.0,1.0,0.0,7,Animation/Family,321.0,0.380332,2.464734,0.07109,60.0,1,0.0,0,0,0.046209,39.0,3,0.088863,75.0,3,0.380332,321.0,10,0.202607,171.0,1,0.090047,76.0,1,0.0,0,0,0.120853,102.0,1,0.0,0,0,1.0,201638.745261,0.021327,0.476303
50,1,145.0,0.0,1.0,0.0,2,Drama,130.0,0.896552,0.479832,0.896552,130.0,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.103448,15.0,1,1.0,201678.22069,0.0,0.227586
51,1,284.0,0.0,1.0,0.0,5,Horror,280.0,0.985915,0.134961,0.003521,1.0,1,0.003521,1.0,1,0.003521,1.0,1,0.003521,1.0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.985915,280.0,7,0.0,0,0,1.0,201781.330986,0.035211,0.003521
52,1,679.0,0.0,1.0,0.0,6,Thriller/Crime,198.0,0.291605,2.242602,0.164948,112.0,1,0.291605,198.0,2,0.001473,1.0,1,0.24595,167.0,3,0.204713,139.0,2,0.0,0,0,0.091311,62.0,1,0.0,0,0,0.0,0,0,0.0,0,0,1.0,201871.05891,0.456554,0.086892
53,1,190.0,0.0,1.0,0.0,4,Animation/Family,93.0,0.489474,1.539455,0.0,0,0,0.289474,55.0,1,0.0,0,0,0.0,0,0,0.489474,93.0,2,0.005263,1.0,1,0.0,0,0,0.215789,41.0,2,0.0,0,0,0.0,0,0,1.0,201817.026316,0.494737,0.289474
54,1,368.0,0.0,1.0,0.0,4,SF/Fantasy,178.0,0.483696,1.711097,0.220109,81.0,3,0.0,0,0,0.483696,178.0,8,0.054348,20.0,1,0.0,0,0,0.241848,89.0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,201859.279891,0.149457,0.0
55,1,336.0,0.0,1.0,0.0,2,SF/Fantasy,177.0,0.526786,0.997929,0.0,0,0,0.0,0,0,0.526786,177.0,2,0.473214,159.0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,201998.979167,0.473214,0.0
56,1,230.0,0.0,1.0,0.0,5,SF/Fantasy,136.0,0.591304,1.465498,0.021739,5.0,1,0.0,0,0,0.591304,136.0,1,0.291304,67.0,4,0.0,0,0,0.013043,3.0,1,0.082609,19.0,1,0.0,0,0,0.0,0,0,0.0,0,0,1.0,201759.43913,0.013043,0.021739
57,1,839.0,0.0,1.0,0.0,3,SF/Fantasy,454.0,0.54112,1.379612,0.0,0,0,0.0,0,0,0.54112,454.0,9,0.0,0,0,0.122765,103.0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,201807.727056,0.165673,0.0
58,0,0.0,0.0,0,0,0,,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
59,1,148.0,0.0,1.0,0.0,2,Drama,133.0,0.898649,0.473265,0.898649,133.0,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.101351,15.0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,201794.567568,0.0,0.101351
60,0,0.0,0.0,0,0,0,,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
61,1,226.0,0.0,1.0,0.0,1,Romance,226.0,1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,226.0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,201805.0,0.0,0.0
62,1,254.0,0.0,1.0,0.0,2,Comedy,145.0,0.570866,0.985461,0.0,0,0,0.429134,109.0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.570866,145.0,1,0.0,0,0,0.0,0,0,0.0,0,0,1.0,201691.153543,0.0,0.429134
63,1,318.0,0.0,1.0,0.0,1,SF/Fantasy,318.0,1.0,0.0,0.0,0,0,0.0,0,0,1.0,318.0,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,201782.735849,0.0,0.0
64,1,480.0,0.0,1.0,0.0,1,SF/Fantasy,480.0,1.0,0.0,0.0,0,0,0.0,0,0,1.0,480.0,8,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,202103.0,1.0,0.0
65,1,228.0,0.0,1.0,0.0,4,Historical/War,93.0,0.407895,1.586771,0.346491,79.0,5,0.0,0,0,0.0,0,0,0.241228,55.0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.407895,93.0,1,0.0,0,0,0.0,0,0,1.0,201792.0,0.486842,0.407895
66,1,1180.0,0.0,1.0,0.0,6,SF/Fantasy,500.0,0.423729,2.092179,0.204237,241.0,4,0.098305,116.0,1,0.423729,500.0,9,0.000847,1.0,1,0.182203,215.0,6,0.0,0,0,0.0,0,0,0.090678,107.0,3,0.0,0,0,0.0,0,0,1.0,201668.614407,0.0,0.097458
67,1,618.0,0.0,1.0,0.0,5,Romance,297.0,0.480583,1.704287,0.226537,140.0,3,0.043689,27.0,1,0.0,0,0,0.0,0,0,0.001618,1.0,1,0.480583,297.0,8,0.247573,153.0,5,0.0,0,0,0.0,0,0,0.0,0,0,1.0,201611.509709,0.286408,0.36246
68,1,84.0,0.0,1.0,0.0,3,SF/Fantasy,59.0,0.702381,1.172881,0.130952,11.0,1,0.166667,14.0,3,0.702381,59.0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,201635.22619,0.166667,0.702381
69,1,1.0,0.0,1.0,0.0,1,Historical/War,1.0,1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,1.0,1,0.0,0,0,0.0,0,0,1.0,201902.0,0.0,0.0
70,1,226.0,0.0,1.0,0.0,3,Drama,137.0,0.606195,1.028292,0.606195,137.0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.00885,2.0,1,0.0,0,0,0.0,0,0,1.0,201821.0,0.393805,0.0
71,1,1.0,0.0,1.0,0.0,1,Animation/Family,1.0,1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,1.0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,201404.0,0.0,1.0
72,1,403.0,0.0,1.0,0.0,2,Comedy,276.0,0.684864,0.899014,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.315136,127.0,3,0.684864,276.0,5,0.0,0,0,0.0,0,0,0.0,0,0,1.0,202009.630273,1.0,0.0
73,1,333.0,0.0,1.0,0.0,3,Drama,117.0,0.351351,1.581951,0.351351,117.0,1,0.0,0,0,0.0,0,0,0.303303,101.0,3,0.0,0,0,0.0,0,0,0.0,0,0,0.345345,115.0,2,0.0,0,0,0.0,0,0,1.0,201828.561562,0.303303,0.0
74,1,219.0,0.0,1.0,0.0,3,Comedy,98.0,0.447489,1.514517,0.0,0,0,0.351598,77.0,1,0.0,0,0,0.200913,44.0,1,0.0,0,0,0.0,0,0,0.447489,98.0,3,0.0,0,0,0.0,0,0,0.0,0,0,1.0,202086.894977,1.0,0.0
75,1,56.0,0.0,1.0,0.0,1,Animation/Family,56.0,1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,56.0,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,201706.0,0.0,0.0
76,1,506.0,0.0,1.0,0.0,2,SF/Fantasy,504.0,0.996047,0.037244,0.003953,2.0,2,0.0,0,0,0.996047,504.0,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,201909.363636,0.0,0.0
77,1,117.0,0.0,1.0,0.0,2,Animation/Family,116.0,0.991453,0.070999,0.0,0,0,0.0,0,0,0.008547,1.0,1,0.0,0,0,0.991453,116.0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,201809.333333,0.008547,0.0
78,1,643.0,0.0,1.0,0.0,4,Action/Adventure,358.0,0.556765,1.446195,0.009331,6.0,2,0.297045,191.0,7,0.0,0,0,0.556765,358.0,7,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.136858,88.0,2,0.0,0,0,1.0,202015.486781,0.713841,0.0
79,1,464.0,0.0,1.0,0.0,4,Drama,431.0,0.928879,0.414981,0.928879,431.0,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0625,29.0,1,0.0,0,0,0.0,0,0,0.006466,3.0,1,0.0,0,0,1.0,201691.090517,0.0,0.0625
80,1,95.0,0.0,1.0,0.0,1,Animation/Family,95.0,1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,95.0,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,202001.0,0.0,0.0
81,1,405.0,0.0,1.0,0.0,2,Drama,210.0,0.518519,0.99901,0.518519,210.0,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.481481,195.0,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,201799.204938,0.404938,0.387654
82,1,267.0,0.0,1.0,0.0,2,Action/Adventure,221.0,0.827715,0.662904,0.172285,46.0,1,0.0,0,0,0.0,0,0,0.827715,221.0,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,201850.41573,0.0,0.0
83,1,10.0,0.0,1.0,0.0,1,Action/Adventure,10.0,1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,10.0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,201901.0,0.0,0.0
84,1,383.0,0.0,1.0,0.0,3,Action/Adventure,229.0,0.597911,1.372485,0.185379,71.0,2,0.0,0,0,0.0,0,0,0.597911,229.0,2,0.0,0,0,0.0,0,0,0.21671,83.0,3,0.0,0,0,0.0,0,0,0.0,0,0,1.0,201549.73107,0.0,0.613577
85,0,0.0,0.0,0,0,0,,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
86,1,639.0,0.0,1.0,0.0,6,Thriller/Crime,176.0,0.27543,2.224802,0.27543,176.0,3,0.27543,176.0,7,0.0,0,0,0.076682,49.0,1,0.0,0,0,0.001565,1.0,1,0.190923,122.0,1,0.179969,115.0,1,0.0,0,0,0.0,0,0,1.0,201875.031299,0.338028,0.01252
87,1,8.0,0.0,1.0,0.0,1,Romance,8.0,1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,8.0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,201612.0,0.0,0.0
88,1,408.0,0.0,1.0,0.0,3,Action/Adventure,164.0,0.401961,1.5694,0.286765,117.0,2,0.0,0,0,0.0,0,0,0.401961,164.0,3,0.0,0,0,0.311275,127.0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,201490.384804,0.0,0.740196
89,1,168.0,0.0,1.0,0.0,2,Action/Adventure,162.0,0.964286,0.222285,0.0,0,0,0.035714,6.0,1,0.0,0,0,0.964286,162.0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,202090.607143,0.964286,0.0
