row_id,USER_KEY,is_repurchase,is_promotion,repurchase_score,churn_risk,risk_rank_desc,risk_percentile_desc,representative_segment,segment_priority,flag_high_risk_top10,flag_high_risk_top20,flag_low_risk_stable,flag_cold_start_weak,flag_strong_early_activation,flag_week3_inactive,flag_only_w1,flag_week3_drop,flag_retention_decay,flag_retention_stable,flag_heavy_user,flag_low_activity,flag_genre_focused,flag_new_movie_oriented,flag_old_movie_oriented,flag_age40_unverified_ios,total_watch_count,total_watch_time_min,watch_days,active_ratio,recency,watch_time_min_w1,watch_time_min_w2,watch_time_min_w3,watch_session_w1,watch_session_w2,watch_session_w3,retention_w2_ratio,retention_w3_ratio,diff_between_w2_w1,diff_between_w3_w2,watch_ratio_under_1m,watch_ratio_under_5m,is_cold_start_3d_fixed,is_cold_start_7d_fixed,genre_diversity_count,old_movie_ratio_5y,new_movie_in_365d_ratio,max_genre_ratio,payment_is_mobile,payment_is_pc,payment_is_android,payment_is_ios,is_user_verified,age_group,is_female,is_male,dominant_genre_proxy
32,d024c4c0cfe51211cd9ba4f100cc0814487f24922a52ad46bd3d607b956231ada7ac3bc7cb175b6c1b67ffb9ef9e2a375443cde996080787d274622bae202314,1,0,0.7132885864094022,0.2867114135905978,8964,38.840504354608086,general_observation,7,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,3,1,0.047619,3,0,0,3,0,0,1,1.0,4.0,0,3,0.0,1.0,0,0,1,0.0,1.0,1.0,0,0,1,0,1,30,0,1,drama
33,064b4d70d2129e99d78a97fa594485ab1d73b45a2eff9d3a4bd73cad1d888873faacf4f04dcff5319677ad2af01df416f3942c01725b3faea789e606abc0d41d,0,1,0.6821160956068529,0.317883904393147,8390,36.35339486112916,general_observation,7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,21,0,0,0,0,0,0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,1,0,0,1,20,1,0,action_adventure
35,798a6947f2dca038aa7f74d4c477ddf7499485d9c252b40a1e27eb9b1c166fb032e1add3e7cd3b51f3cb8e42aafe7a62dbdeafd7d98dab2b4c45f9b97330792a,1,1,0.9301218953258444,0.0698781046741554,15011,65.04181290350535,general_observation,7,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,5,328,4,0.190476,3,42,194,92,1,3,1,4.534884,0.476923,152,-102,0.0,0.0,0,1,3,0.2,0.0,0.652439,1,0,0,0,1,30,1,0,drama
37,bd8b18a2d5aa38bc122346789936e757442ddc3d8be8dde63be93e0f096d549584047b0c09010d9d12c1942af21e5c0271cde52eeaf7da8ae34c354119faf502,1,1,0.6110693254337276,0.3889306745662724,7268,31.491832401750507,general_observation,7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,21,0,0,0,0,0,0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,1,0,0,1,30,1,0,action_adventure
40,8a9217ad1f2e18ba77d15d1eb0f73c4ea0c3105df50ccb8511122376fa6dfca3cc04fe7be3c15d4b920e1eccd13605a5e19927651751c436a36426f70d7eec92,1,1,0.9531806324292248,0.0468193675707753,16660,72.1868365180467,general_observation,7,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,2,71,2,0.095238,10,4,67,0,1,1,0,13.6,0.014706,63,-67,0.0,0.5,1,1,2,0.0,0.0,0.943662,0,1,0,0,1,40,0,1,romance
41,093a5431bb5a7f2d8ed42a3c8dbeeba279fda5bd973bafc00d27a8f10c99734a2266025efc9e9e201ebdb74ea8ca52bc4bd7366f7cce1b9870b08038ee212a91,0,1,0.698697797951097,0.301302202048903,8730,37.82659560639542,general_observation,7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,21,0,0,0,0,0,0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,1,0,0,0,1,30,0,1,action_adventure
43,9a6a9df054887c0beecc9e54a999bd28546d43d5154eeec0d0d2bff5b22de4ea097fcbf76811ba6abe54e8f43e11d311bbd48cac4a2e9813e9576d4309429425,1,0,0.9622058857658248,0.0377941142341753,17534,75.97382902205469,general_observation,7,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,158,2,0.095238,3,0,79,79,0,1,1,80.0,1.0,79,0,0.0,0.0,0,0,1,0.0,0.0,1.0,0,0,0,1,0,40,0,0,family_animation
44,9e2ddd58b29bf9cd74907a2ece4db4ae6c26b12ea44a28bc2f214286c162076251e268dd9fe9552b3521808267a6a5b28815c22584b0eca133dec028088f063e,0,1,0.5808788898439872,0.4191211101560128,6566,28.45010615711253,general_observation,7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,21,0,0,0,0,0,0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,1,0,1,50,1,0,action_adventure
45,dd6f29255829683dfe5531ffcabf6499bb6fc872a4dfc78f467e6979641697d6f47b952bdc8fd5db1b6ce840888eb556a2225562d669166e1578afa9f6c659be,0,0,0.6420391823844027,0.3579608176155973,7730,33.49365223796525,general_observation,7,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,42,1,0.047619,0,0,0,42,0,0,1,1.0,43.0,0,42,0.0,0.0,0,0,1,0.0,0.0,1.0,0,0,0,1,0,40,0,0,comedy
47,0b3e83e778e4ea290a852641094340f58e029090fdc2e26b20147fdfea6b0397e74d5735d3323bcc9ac31d0cea2bf47ca1eafb19389b985623501e9c919235fc,1,0,0.8680683100985519,0.1319316899014481,12582,54.51709346158846,general_observation,7,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,4,145,3,0.142857,9,33,112,0,1,3,0,3.323529,0.00885,79,-112,0.0,0.0,0,1,2,0.25,0.0,0.896552,0,1,0,0,1,30,1,0,drama
49,3eeb0831d2284e7bec46b00e204e23aa37954352338b7ff3d16d58547266e7f68b62a987d293dbcc4be2895e96c40a8ee546b7a27ed022fd73f28d66f3ca091b,1,1,0.9576759350730862,0.0423240649269137,17076,73.98934095931367,general_observation,7,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,10,679,6,0.285714,1,0,415,264,0,7,3,416.0,0.637019,415,-151,0.1,0.1,0,0,6,0.2,0.3,0.291605,0,1,0,0,1,20,0,1,thriller_crime
55,01a2e024ad1ab913119f330fcbe827633b741e42544f31628e02f5e5873f3b45afa188f2b157a125079a90400399d9bbb6de3c90fb3820e5088695b9d6103964,1,0,0.7482584430431168,0.2517415569568831,9844,42.65349451882664,general_observation,7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,21,0,0,0,0,0,0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,40,0,0,action_adventure
57,266f04f978453a57d60fe1ece56253b7eeb043a7af98e2b55b1844901391635e9c0e7144df84728b4a9b31c5c26ace1b90e730770c2480c8c7d7d555c3dfe32c,1,0,0.7356981281195544,0.2643018718804456,9427,40.84665713419125,general_observation,7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,21,0,0,0,0,0,0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,40,0,0,action_adventure
63,02198818f8c5721f3d4fd3ebeb263dc131dc95f4a50d722f9f8846517ab7e584a78a3524a29ae9053306ecebfd7e57608ef59206e047f6176430150bdda2570a,1,1,0.9000212917870044,0.0999787082129955,13609,58.96702630096624,general_observation,7,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,24,1180,13,0.619048,0,590,408,182,12,7,5,0.692047,0.447433,-182,-226,0.208333,0.291667,1,1,6,0.166667,0.0,0.423729,0,1,0,0,1,20,0,1,sf_fantasy
72,fd2bafb6d7417937bd07cbc34ff8f7ca00cb635873b0838f72f99d5a64dc6b2365d2864621ddc45d40339d255ccc3d2f2efe2b267f63f0802d398339e53f12ba,1,0,0.9675204792149328,0.0324795207850672,18180,78.77291043806058,general_observation,7,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,5,56,4,0.190476,0,1,0,55,1,0,4,0.5,56.0,-1,55,0.2,0.2,0,1,1,0.0,0.0,1.0,0,0,1,0,0,40,0,0,family_animation
82,0623b8a55736b57b418ecd92744dc6a2b70c6e71f418304329df0c0ab824eb2b3db46e751ec6c5dc017232806da50970a124747e0c8082db5f0170fd89e08e36,1,0,0.7439038404783347,0.2560961595216653,9653,41.82590233545648,general_observation,7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,21,0,0,0,0,0,0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,40,0,0,action_adventure
83,63db52472ffdb433df37b6f3d9a24cd6e3a018771a1c93b62c3756cf91713bb6d3008562ee6e7b36f04faef45efe89943ddafa0e8ae0aa4b50459690a86c9328,1,0,0.9907832768716782,0.0092167231283217,22354,96.85861605788811,general_observation,7,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,14,639,5,0.238095,3,0,381,258,0,9,5,382.0,0.67801,381,-123,0.357143,0.357143,0,0,6,0.142857,0.357143,0.27543,0,0,1,0,1,20,0,1,drama
84,0c5a1d530e0dd25f2911bb80a5872cf08379b9303959f2994215fe78ff519dc59bee96e0cf7b73778c507959c327dfa263c8a2adfdc0e91e6eae5901de2a906f,1,1,0.7387486986483166,0.2612513013516834,9488,41.110966679665495,general_observation,7,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,8,1,0.047619,2,0,0,8,0,0,1,1.0,9.0,0,8,0.0,0.0,0,0,1,0.0,0.0,1.0,0,0,1,0,1,60,1,0,romance
93,eb33023b51259f67261bc9817a3d1c38fbf08fc02e8c365f136f73b036c86ced1ec3f5a424bb30920f3fbfb2eb3d241738b835def9a280093970f5659c396797,1,0,0.9596984723472128,0.0403015276527872,17275,74.85159668963126,general_observation,7,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,24,716,8,0.380952,1,125,560,31,2,21,1,4.452381,0.057041,435,-529,0.208333,0.375,1,1,9,0.0,0.458333,0.368715,0,0,0,1,0,40,0,0,action_adventure
99,1e1cdc47b95e193ca51ece991d182214cda9e716b2a0baed135617ddc4ec36a7a1fd2a253add872a78875095e9fe9780a79e396586c49ac06855b62c323e9187,1,0,0.4256157420581434,0.5743842579418565,4629,20.05719485246328,general_observation,7,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,114,1,0.047619,15,114,0,0,1,0,0,0.008696,1.0,-114,0,0.0,0.0,0,1,1,0.0,0.0,1.0,0,0,0,1,0,40,0,0,action_adventure
104,b89bc94a421cac165c80471ed55f807cff6130298f82285d20942bef1360fdb0bc19384b77243f39ec4b477f5f31ff1c797d3a08f5deef673e90c02c73a78a01,1,0,0.7683869033139691,0.2316130966860309,10344,44.81996620304173,general_observation,7,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,9,70,6,0.285714,3,43,11,16,6,2,1,0.272727,1.416667,-32,5,0.111111,0.444444,1,1,5,0.111111,0.0,0.328571,0,0,1,0,0,40,1,0,romance
105,25b0cd8710ae8c7b2775d2e90c64d36fc7881bedcf767f4e23fec8fe46048c7b072f960a48d9bf3f73e509eba46c58af13d03b5fad8255ccd6085fe04df82fb1,1,1,0.9751070346351384,0.0248929653648616,19288,83.5738116902812,general_observation,7,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,28,1570,10,0.47619,0,440,736,394,6,13,9,1.671202,0.535957,296,-342,0.214286,0.285714,1,1,8,0.142857,0.0,0.298089,0,0,0,0,1,30,0,1,comedy
106,5a487d3aa101ab8b4cc15a613a6fd204a6baadf6bb63547478f16ed56a72304c442a3efc86218ae09f6a13e11344047d443e14e647b07c02d971c2a1954e1663,0,1,0.4411741928325123,0.5588258071674876,4836,20.954114129728325,general_observation,7,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,7,11,4,0.190476,3,7,1,3,4,1,2,0.25,2.0,-6,2,0.428571,1.0,0,1,5,0.0,1.0,0.363636,0,0,1,0,1,40,1,0,other
107,3739ed960741c2b2e7a9555b21d4a8c3b782572cc8ee9a39354901034fe195bd09e5eb13054e1cef4987a78674499f8c8b4caeb756be48c1ba14fb6b387f8bac,1,1,0.602536645918083,0.397463354081917,6965,30.178950561116164,general_observation,7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,21,0,0,0,0,0,0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,1,0,0,1,50,0,1,action_adventure
109,5cf3368d41f51281e67b370690b69ea21467b274ada97409797094dee2639bf08cc5973e877996ad42984cf10889f965d506fcd6976b6dc0d41fe25aadd194c4,1,1,0.9291008656169552,0.0708991343830447,14967,64.85116339529442,general_observation,7,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,10,470,6,0.285714,2,134,134,202,3,4,3,1.0,1.503704,0,68,0.5,0.5,1,1,4,0.0,0.3,0.42766,0,0,1,0,1,50,1,0,family_animation
113,5b77d82612515d3b0cdd2f4d64a00e08fbd0f18666a053f52beb5b545e10fec254c0dd4280c201b36fa8cb24748420944ed00fab69347abe42afd212cc77ed60,1,1,0.8680832627594988,0.1319167372405012,12583,54.52142640495688,general_observation,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,200,2,0.095238,5,0,0,200,0,0,4,1.0,201.0,0,200,0.0,0.0,0,0,2,0.0,0.25,0.59,0,0,1,0,1,20,1,0,family_animation
118,be1b87ea68a101ba8e6a104cd9edf0fb2fa8cc3ab89813ec55e8dcc6d8f3684baaacbe3b382dc2fd3f3007020e9333ca00d49b98a65a9ff36e79afc7963a8fbf,1,0,0.972286734563958,0.027713265436042,18854,81.69331426838251,general_observation,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,149,3,0.142857,2,0,15,134,0,1,4,16.0,8.4375,15,119,0.0,0.0,0,0,3,0.0,0.0,0.550336,0,0,1,0,0,30,1,0,sf_fantasy
119,7795af8e7027a5d237881cff7cdca153bae0e0734bccfecfeffd9f94620092c38e840f75b53fc35cbfb94e5f85c76656903874629c0117a6fe964281a0de7b7d,0,1,0.9162984542278028,0.0837015457721973,14336,62.11707612981498,general_observation,7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,31,3,0.142857,6,0,15,16,0,3,1,16.0,1.0625,15,1,0.25,0.5,0,0,2,0.0,0.0,0.806452,1,0,0,0,1,20,1,0,family_animation
121,dd0eb177d15098722cc26b6512bc64866a2cdb9f6ac74ede30ae378250d8218419ea79acc544033a25e2841af65fcf9967f827c73db90b527478cdc44527669c,1,1,0.8391231988734811,0.1608768011265189,11830,51.25872004852896,general_observation,7,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,7,1,0.047619,11,0,7,0,0,1,0,8.0,0.125,7,-7,0.0,0.0,0,0,1,1.0,0.0,1.0,0,0,1,0,1,20,0,1,drama
125,6b860c77360f22f1558ee618bc0ee0d3481ac945f4b01b5e78eceab4497f040b97c9a252961fd8b055332b1bf181c46549165e611a0ea689f4e805157f0e8fc9,1,0,0.9396755775197088,0.0603244224802911,15618,67.67190952814246,general_observation,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,326,3,0.142857,1,0,0,326,0,0,4,1.0,327.0,0,326,0.0,0.0,0,0,3,0.0,0.0,0.398773,0,0,0,1,0,40,0,1,thriller_crime
127,3261f5ce41af3af3fa5f8f3db4c93f7ee92b3efb6022a6d82ab44bb12c4d4259c3de18f54a34836ddf159007b1e1e550f07a2b21568160669a2b70d4e862a0a8,1,1,0.942832298624148,0.0571677013758521,15849,68.67281944624983,general_observation,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,508,5,0.238095,3,0,245,263,0,3,4,246.0,1.073171,245,18,0.142857,0.285714,0,0,3,0.0,0.428571,0.480315,0,1,0,0,1,20,1,0,drama
128,bed587f6f5383aaa49f6898f0ced22b0c2e29c8f4862f07b032833482201eb93b1de0e0aa87b9e1ccb7418bba8c083fdfa388248a51e462ff3782dc05385f6d6,1,0,0.7296931276923609,0.270306872307639,9250,40.07972615797912,general_observation,7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,21,0,0,0,0,0,0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,40,0,0,action_adventure
131,408822ef4a2dde2e3250e81b16f864f083610b961b9aa69a902aa3d86512b8009c0cc957e3f875c43728c0a8484fd2167a90b5b6d8c8ede184b1bf1a3149cf88,0,0,0.4554981328415462,0.5445018671584538,5013,21.721045105940465,general_observation,7,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,2,16,2,0.095238,13,15,1,0,1,1,0,0.125,0.5,-14,-1,0.5,0.5,1,1,1,0.0,0.0,1.0,0,0,0,1,0,40,0,0,family_animation
133,4db58bee92eba1e88aa80eaa84269bf855f4746016efb516351114a32510f4d1a2e1348265a6460e03b1ed6af6b909a4912c5412440f6cb77ca25e5712260137,1,1,0.9344198105395732,0.0655801894604268,15292,66.25936999003423,general_observation,7,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,6,212,3,0.142857,0,8,202,2,1,3,2,22.555556,0.014778,194,-200,0.333333,0.5,0,1,2,0.166667,0.0,0.962264,1,0,0,0,1,20,1,0,historical_war
135,8037ea66e35daa54e6733e9cd39385019b0c268dca62848dbd2c3b2a50ddf5437e6373686d8be4eb691c8c353c93a4bb41eafb4fa662edd3d17fe9c73d8d8fb2,0,1,0.6188296671196181,0.3811703328803819,7403,32.076779756488584,general_observation,7,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,9,192,5,0.238095,2,145,28,19,4,2,3,0.19863,0.689655,-117,-9,0.222222,0.333333,1,1,4,0.222222,0.111111,0.5625,0,0,1,0,1,60,0,1,comedy
136,0c478a3e0c0847e64b0b2b1b5dd9e1ddbeaab2c7f51874524c1a700e1207436ef790f524b44974689bc0d83efc7237604092e8b1f1b5624c39c2532f4e99baf8,0,0,0.9061461977375864,0.0938538022624136,13863,60.06759391654752,general_observation,7,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,4,33,2,0.095238,3,0,0,33,0,0,4,1.0,34.0,0,33,0.5,0.5,0,0,4,0.25,0.5,0.545455,0,0,0,1,0,40,0,0,sf_fantasy
140,cc2c7782e218b52d57ef1a503d7516d284c23967ab5b244a8f328ed3099d19d201f459145d23c65abf09b614fb19e9c015e4a77346f8d42454b876084cea27d7,1,1,0.9049779516223764,0.0950220483776236,13821,59.88561029507344,general_observation,7,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,4,228,4,0.190476,10,17,211,0,1,3,0,11.777778,0.004717,194,-211,0.0,0.0,0,1,2,0.0,0.0,0.925439,1,0,0,0,1,30,1,0,sf_fantasy
144,f93e82b908eea67fcb64ff0482b31c796bddfe5f852c78449842620ec2b7ea4830599a08325c30b73b8d97841d8be7e3bda235cdf7edc27c64f0db318b91537c,1,0,0.7779985391956142,0.2220014608043857,10583,45.85553966809654,general_observation,7,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,7,326,3,0.142857,3,217,26,83,2,2,3,0.123853,3.111111,-191,57,0.0,0.0,0,1,2,0.0,0.142857,0.883436,0,0,0,0,1,40,0,1,sf_fantasy
145,4688b22574caced702c26206526d5a9b54070de403a6683f715ed29332febd18b1f1fae26cafac2a085af9ab491091427329c55a7e1d48a28e587ce098b462e8,1,0,0.7393515421237485,0.2606484578762514,9495,41.14129728324451,general_observation,7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0.0,21,0,0,0,0,0,0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,40,0,0,action_adventure
153,58d022c0cc101237c5eec729eaf9b035dc6b5f1ee346cf78ff99eba769889c5664c5c5e79ecf04e47c7327227dc9ef9128339944f5509f4b6795dbbcb78cf841,0,0,0.8360674477769608,0.1639325522230391,11753,50.925083409159846,general_observation,7,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,4,280,2,0.095238,11,95,185,0,3,1,0,1.9375,0.005376,90,-185,0.25,0.25,1,1,2,0.0,0.0,0.660714,1,0,0,0,0,40,1,0,romance
154,05e7c8e8235a94e62a56f1bf16ccfc4171dbfca292693b4481700c5b616878597b4274ca128f5c656991bca52d36824c25c295e40f4ff6c30de5316ad6a62780,1,0,0.9853192254348092,0.0146807745651906,21195,91.83673469387756,general_observation,7,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,9,309,6,0.285714,1,13,293,3,1,5,3,21.0,0.013605,280,-290,0.555556,0.555556,0,1,5,0.222222,0.444444,0.495146,0,0,1,0,1,50,0,1,sf_fantasy
159,e0fc3e22e6562c8fc6cc281e5f9ea381cc2039949d4351ad48734b34cc6a847b0f028cf422503365a1612fe4d1ce1debe605e2ba8b3d5647563cb97ec70e432b,0,0,0.8902221065996591,0.1097778934003409,13255,57.433164348541965,general_observation,7,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,8,47,5,0.238095,5,28,4,15,3,1,4,0.172414,3.2,-24,11,0.125,0.625,1,1,3,0.5,0.125,0.723404,0,0,1,0,1,20,0,1,drama
161,b975f315e45e46c2a06a88ac5afdf871f2a551d007b2dcb566989e3935c0aa01067efb560eecb89223308c9ad2e7539b9ad95bc447d98d72b2db5b5f522180fe,1,0,0.9272668320088936,0.0727331679911063,14877,64.46119849213571,general_observation,7,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,4,56,2,0.095238,12,1,55,0,1,3,0,28.0,0.017857,54,-55,0.5,0.5,1,1,2,0.0,0.0,0.982143,0,0,0,1,0,40,1,0,drama
