section,MOVIE_NUM,source_row_number,duplicate_group_size,movie_master_row_count,movie_id_cardinality,duplicate_movie_id_count,conflicting_columns,expected_join_extra_rows_if_raw_joined_to_viewhistory,recommendation
summary,all,,,14502,14018,380,,48443,Deduplicate Movie_Master by MOVIE_NUM before joining to View_History; do not apply in Stage 01.
duplicate_movie_id_row,633,630,2,,,,,2,movie_title=더게임(2007)|ott_release_month=201405|genre=Thriller/Crime
duplicate_movie_id_row,633,631,2,,,,,2,movie_title=더게임(2007)|ott_release_month=201405|genre=Thriller/Crime
duplicate_movie_id_row,700,696,3,,,,,102,movie_title=젠틀맨|ott_release_month=202003|genre=Thriller/Crime
duplicate_movie_id_row,700,697,3,,,,,102,movie_title=젠틀맨|ott_release_month=202003|genre=Thriller/Crime
duplicate_movie_id_row,700,698,3,,,,,102,movie_title=젠틀맨|ott_release_month=202003|genre=Thriller/Crime
duplicate_movie_id_row,816,811,2,,,,,7,movie_title=벤허(1959)|ott_release_month=201504|genre=Drama
duplicate_movie_id_row,816,812,2,,,,,7,movie_title=벤허(1959)|ott_release_month=201504|genre=Drama
duplicate_movie_id_row,841,836,2,,,,,1,movie_title=만추(1981)|ott_release_month=202001|genre=Romance
duplicate_movie_id_row,841,837,2,,,,,1,movie_title=만추(1981)|ott_release_month=202001|genre=Romance
duplicate_movie_id_row,853,849,2,,,,,58,movie_title=고스트버스터즈|ott_release_month=201112|genre=SF/Fantasy
duplicate_movie_id_row,853,850,2,,,,,58,movie_title=고스트버스터즈|ott_release_month=201112|genre=SF/Fantasy
duplicate_movie_id_row,861,858,3,,,,,6,movie_title=스피릿(2002)|ott_release_month=201903|genre=Animation/Family
duplicate_movie_id_row,861,859,3,,,,,6,movie_title=스피릿(2002)|ott_release_month=201903|genre=Animation/Family
duplicate_movie_id_row,861,860,3,,,,,6,movie_title=스피릿(2002)|ott_release_month=201903|genre=Animation/Family
duplicate_movie_id_row,912,907,2,,,,,4,movie_title=레드|ott_release_month=201306|genre=SF/Fantasy
duplicate_movie_id_row,912,908,2,,,,,4,movie_title=레드|ott_release_month=201306|genre=SF/Fantasy
duplicate_movie_id_row,918,914,2,,,,,10,movie_title=로마의휴일|ott_release_month=201701|genre=Comedy
duplicate_movie_id_row,918,915,2,,,,,10,movie_title=로마의휴일|ott_release_month=201701|genre=Comedy
duplicate_movie_id_row,985,979,2,,,,,4,movie_title=타인의삶|ott_release_month=201910|genre=Drama
duplicate_movie_id_row,985,980,2,,,,,4,movie_title=타인의삶|ott_release_month=201910|genre=Drama
duplicate_movie_id_row,989,984,2,,,,,2,movie_title=레드카펫|ott_release_month=201510|genre=Comedy
duplicate_movie_id_row,989,985,2,,,,,2,movie_title=레드카펫|ott_release_month=201510|genre=Comedy
duplicate_movie_id_row,1011,1007,3,,,,,86,movie_title=괴물(2006)|ott_release_month=202002|genre=Horror
duplicate_movie_id_row,1011,1008,3,,,,,86,movie_title=괴물(2006)|ott_release_month=202002|genre=Horror
duplicate_movie_id_row,1011,1009,3,,,,,86,movie_title=괴물(2006)|ott_release_month=202002|genre=Horror
duplicate_movie_id_row,1047,1045,2,,,,,15,movie_title=로그원:스타워즈스토리|ott_release_month=201703|genre=Action/Adventure
duplicate_movie_id_row,1047,1046,2,,,,,15,movie_title=로그원:스타워즈스토리|ott_release_month=201703|genre=Action/Adventure
duplicate_movie_id_row,1051,1050,2,,,,,20,movie_title=강남1970[무삭제판]|ott_release_month=202003|genre=Drama
duplicate_movie_id_row,1051,1051,2,,,,,20,movie_title=강남1970[무삭제판]|ott_release_month=202003|genre=Drama
duplicate_movie_id_row,1089,1089,2,,,,,12,movie_title=대지진(2016)|ott_release_month=201811|genre=Drama
duplicate_movie_id_row,1089,1090,2,,,,,12,movie_title=대지진(2016)|ott_release_month=201811|genre=Drama
duplicate_movie_id_row,1130,1128,2,,,,,106,movie_title=인크레더블|ott_release_month=201405|genre=Animation/Family
duplicate_movie_id_row,1130,1129,2,,,,,106,movie_title=인크레더블|ott_release_month=201405|genre=Animation/Family
duplicate_movie_id_row,1247,1240,4,,,,,6,movie_title=상류사회(2018)|ott_release_month=201810|genre=Drama
duplicate_movie_id_row,1247,1241,4,,,,,6,movie_title=상류사회(2018)|ott_release_month=201810|genre=Drama
duplicate_movie_id_row,1247,1242,4,,,,,6,movie_title=상류사회(2018)|ott_release_month=201810|genre=Drama
duplicate_movie_id_row,1247,1243,4,,,,,6,movie_title=상류사회(2018)|ott_release_month=201810|genre=Drama
duplicate_movie_id_row,1304,1299,2,,,,,4,movie_title=배신자(2019)|ott_release_month=201911|genre=Drama
duplicate_movie_id_row,1304,1300,2,,,,,4,movie_title=배신자(2019)|ott_release_month=201911|genre=Drama
duplicate_movie_id_row,1337,1332,2,,,,,2,movie_title=어댑테이션|ott_release_month=202002|genre=Other
duplicate_movie_id_row,1337,1333,2,,,,,2,movie_title=어댑테이션|ott_release_month=202002|genre=Other
duplicate_movie_id_row,1344,1340,2,,,,,10,movie_title=헬보이(2004)|ott_release_month=201904|genre=SF/Fantasy
duplicate_movie_id_row,1344,1341,2,,,,,10,movie_title=헬보이(2004)|ott_release_month=201904|genre=SF/Fantasy
duplicate_movie_id_row,1356,1353,2,,,,,14,movie_title=대지진(2010)|ott_release_month=202012|genre=Drama
duplicate_movie_id_row,1356,1354,2,,,,,14,movie_title=대지진(2010)|ott_release_month=202012|genre=Drama
duplicate_movie_id_row,1359,1357,2,,,,,1,movie_title=테이큰3(2015)|ott_release_month=202103|genre=Thriller/Crime
duplicate_movie_id_row,1359,1358,2,,,,,1,movie_title=테이큰3(2015)|ott_release_month=202103|genre=Thriller/Crime
duplicate_movie_id_row,1386,1385,2,,,,,9,movie_title=순수의시대(2014)[무삭제판]|ott_release_month=201504|genre=Historical/War
duplicate_movie_id_row,1386,1386,2,,,,,9,movie_title=순수의시대(2014)[무삭제판]|ott_release_month=201504|genre=Historical/War
duplicate_movie_id_row,1387,1387,2,,,,,1,movie_title=부기나이트|ott_release_month=201504|genre=Comedy
duplicate_movie_id_row,1387,1388,2,,,,,1,movie_title=부기나이트|ott_release_month=201504|genre=Comedy
duplicate_movie_id_row,1417,1417,2,,,,,88,movie_title=앵그리버드2:독수리왕국의침공|ott_release_month=201910|genre=Animation/Family
duplicate_movie_id_row,1417,1418,2,,,,,88,movie_title=앵그리버드2:독수리왕국의침공|ott_release_month=201910|genre=Animation/Family
duplicate_movie_id_row,1428,1429,2,,,,,233,movie_title=씽(2016)|ott_release_month=201703|genre=Drama
duplicate_movie_id_row,1428,1430,2,,,,,233,movie_title=씽(2016)|ott_release_month=201703|genre=Drama
duplicate_movie_id_row,1435,1436,3,,,,genre,336,movie_title=아나콘다(1997)|ott_release_month=202003|genre=Action/Adventure
duplicate_movie_id_row,1435,1437,3,,,,genre,336,movie_title=아나콘다(1997)|ott_release_month=202003|genre=Comedy
duplicate_movie_id_row,1435,1438,3,,,,genre,336,movie_title=아나콘다(1997)|ott_release_month=202003|genre=Action/Adventure
duplicate_movie_id_row,1455,1458,2,,,,,253,movie_title=몬스터호텔3|ott_release_month=201809|genre=SF/Fantasy
duplicate_movie_id_row,1455,1459,2,,,,,253,movie_title=몬스터호텔3|ott_release_month=201809|genre=SF/Fantasy
duplicate_movie_id_row,1524,1526,2,,,,,14,movie_title=앙:단팥인생이야기|ott_release_month=201607|genre=Drama
duplicate_movie_id_row,1524,1527,2,,,,,14,movie_title=앙:단팥인생이야기|ott_release_month=201607|genre=Drama
duplicate_movie_id_row,1574,1574,3,,,,,2,movie_title=고백(2015)|ott_release_month=201508|genre=Drama
duplicate_movie_id_row,1574,1575,3,,,,,2,movie_title=고백(2015)|ott_release_month=201508|genre=Drama
duplicate_movie_id_row,1574,1576,3,,,,,2,movie_title=고백(2015)|ott_release_month=201508|genre=Drama
duplicate_movie_id_row,1586,1588,2,,,,,2,movie_title=블랙잭(1997)|ott_release_month=201403|genre=Thriller/Crime
duplicate_movie_id_row,1586,1589,2,,,,,2,movie_title=블랙잭(1997)|ott_release_month=201403|genre=Thriller/Crime
duplicate_movie_id_row,1616,1619,2,,,,,2474,movie_title=마스터(2016)|ott_release_month=201702|genre=Drama
duplicate_movie_id_row,1616,1620,2,,,,,2474,movie_title=마스터(2016)|ott_release_month=201702|genre=Drama
duplicate_movie_id_row,1750,1748,2,,,,,40,movie_title=인천상륙작전|ott_release_month=201608|genre=Historical/War
duplicate_movie_id_row,1750,1749,2,,,,,40,movie_title=인천상륙작전|ott_release_month=201608|genre=Historical/War
duplicate_movie_id_row,1754,1753,2,,,,,1,movie_title=미녀와야수(2014)|ott_release_month=201612|genre=SF/Fantasy
duplicate_movie_id_row,1754,1754,2,,,,,1,movie_title=미녀와야수(2014)|ott_release_month=201612|genre=SF/Fantasy
duplicate_movie_id_row,1832,1830,2,,,,,160,movie_title=서핑업(2007)|ott_release_month=202003|genre=Romance
duplicate_movie_id_row,1832,1831,2,,,,,160,movie_title=서핑업(2007)|ott_release_month=202003|genre=Romance
duplicate_movie_id_row,1864,1859,2,,,,,99,movie_title=토이스토리|ott_release_month=201405|genre=Animation/Family
duplicate_movie_id_row,1864,1860,2,,,,,99,movie_title=토이스토리|ott_release_month=201405|genre=Animation/Family
duplicate_movie_id_row,1892,1888,2,,,,,385,movie_title=해리포터와마법사의돌|ott_release_month=201701|genre=SF/Fantasy
duplicate_movie_id_row,1892,1889,2,,,,,385,movie_title=해리포터와마법사의돌|ott_release_month=201701|genre=SF/Fantasy
duplicate_movie_id_row,1932,1928,2,,,,,133,movie_title=주먹왕랄프|ott_release_month=201612|genre=Animation/Family
duplicate_movie_id_row,1932,1929,2,,,,,133,movie_title=주먹왕랄프|ott_release_month=201612|genre=Animation/Family
duplicate_movie_id_row,2007,1998,2,,,,,43,movie_title=작은아씨들(2019)|ott_release_month=202003|genre=Romance
duplicate_movie_id_row,2007,1999,2,,,,,43,movie_title=작은아씨들(2019)|ott_release_month=202003|genre=Romance
duplicate_movie_id_row,2012,2004,5,,,,genre,288,movie_title=뮬란|ott_release_month=201609|genre=Action/Adventure
duplicate_movie_id_row,2012,2005,5,,,,genre,288,movie_title=뮬란|ott_release_month=201609|genre=Animation/Family
duplicate_movie_id_row,2012,2006,5,,,,genre,288,movie_title=뮬란|ott_release_month=201609|genre=Animation/Family
duplicate_movie_id_row,2012,2007,5,,,,genre,288,movie_title=뮬란|ott_release_month=201609|genre=Animation/Family
duplicate_movie_id_row,2012,2008,5,,,,genre,288,movie_title=뮬란|ott_release_month=201609|genre=Animation/Family
duplicate_movie_id_row,2045,2040,4,,,,,12,movie_title=부활(2016)|ott_release_month=201605|genre=Drama
duplicate_movie_id_row,2045,2041,4,,,,,12,movie_title=부활(2016)|ott_release_month=201605|genre=Drama
duplicate_movie_id_row,2045,2042,4,,,,,12,movie_title=부활(2016)|ott_release_month=201605|genre=Drama
duplicate_movie_id_row,2045,2043,4,,,,,12,movie_title=부활(2016)|ott_release_month=201605|genre=Drama
duplicate_movie_id_row,2054,2051,2,,,,,10,movie_title=기프트(2000)|ott_release_month=201912|genre=Drama
duplicate_movie_id_row,2054,2052,2,,,,,10,movie_title=기프트(2000)|ott_release_month=201912|genre=Drama
duplicate_movie_id_row,2056,2054,3,,,,,48,movie_title=터널(2016)|ott_release_month=201612|genre=Historical/War
duplicate_movie_id_row,2056,2055,3,,,,,48,movie_title=터널(2016)|ott_release_month=201612|genre=Historical/War
duplicate_movie_id_row,2056,2056,3,,,,,48,movie_title=터널(2016)|ott_release_month=201612|genre=Historical/War
duplicate_movie_id_row,2064,2062,2,,,,,2,movie_title=스카우트(2007)|ott_release_month=202009|genre=Comedy
duplicate_movie_id_row,2064,2063,2,,,,,2,movie_title=스카우트(2007)|ott_release_month=202009|genre=Comedy
duplicate_movie_id_row,2087,2085,2,,,,,202,movie_title=캡틴마블|ott_release_month=201905|genre=SF/Fantasy
duplicate_movie_id_row,2087,2086,2,,,,,202,movie_title=캡틴마블|ott_release_month=201905|genre=SF/Fantasy
duplicate_movie_id_row,2123,2122,2,,,,,104,movie_title=드래곤길들이기3|ott_release_month=201903|genre=Animation/Family
duplicate_movie_id_row,2123,2123,2,,,,,104,movie_title=드래곤길들이기3|ott_release_month=201903|genre=Animation/Family
duplicate_movie_id_row,2133,2133,2,,,,,166,movie_title=온워드:단하루의기적|ott_release_month=202007|genre=SF/Fantasy
duplicate_movie_id_row,2133,2134,2,,,,,166,movie_title=온워드:단하루의기적|ott_release_month=202007|genre=SF/Fantasy
duplicate_movie_id_row,2135,2136,2,,,,,6,movie_title=스쿨오브락|ott_release_month=201211|genre=Comedy
duplicate_movie_id_row,2135,2137,2,,,,,6,movie_title=스쿨오브락|ott_release_month=201211|genre=Comedy
duplicate_movie_id_row,2137,2139,2,,,,,258,movie_title=마이펫의이중생활2|ott_release_month=201908|genre=Animation/Family
duplicate_movie_id_row,2137,2140,2,,,,,258,movie_title=마이펫의이중생활2|ott_release_month=201908|genre=Animation/Family
duplicate_movie_id_row,2170,2171,2,,,,,3974,movie_title=소울|ott_release_month=202103|genre=Other
duplicate_movie_id_row,2170,2172,2,,,,,3974,movie_title=소울|ott_release_month=202103|genre=Other
duplicate_movie_id_row,2257,2256,2,,,,,11,movie_title=뮤턴트워|ott_release_month=201806|genre=SF/Fantasy
duplicate_movie_id_row,2257,2257,2,,,,,11,movie_title=뮤턴트워|ott_release_month=201806|genre=SF/Fantasy
duplicate_movie_id_row,2365,2362,2,,,,,28,movie_title=더웨이브|ott_release_month=201607|genre=Drama
duplicate_movie_id_row,2365,2363,2,,,,,28,movie_title=더웨이브|ott_release_month=201607|genre=Drama
duplicate_movie_id_row,2389,2387,3,,,,,2,movie_title=그린치(2000)|ott_release_month=201607|genre=Animation/Family
duplicate_movie_id_row,2389,2388,3,,,,,2,movie_title=그린치(2000)|ott_release_month=201607|genre=Animation/Family
duplicate_movie_id_row,2389,2389,3,,,,,2,movie_title=그린치(2000)|ott_release_month=201607|genre=Animation/Family
duplicate_movie_id_row,2394,2394,2,,,,,5,movie_title=악질경찰(2019)|ott_release_month=201904|genre=Thriller/Crime
duplicate_movie_id_row,2394,2395,2,,,,,5,movie_title=악질경찰(2019)|ott_release_month=201904|genre=Thriller/Crime
duplicate_movie_id_row,2405,2405,3,,,,,12,movie_title=위대한유산|ott_release_month=201305|genre=Drama
duplicate_movie_id_row,2405,2406,3,,,,,12,movie_title=위대한유산|ott_release_month=201305|genre=Drama
duplicate_movie_id_row,2405,2407,3,,,,,12,movie_title=위대한유산|ott_release_month=201305|genre=Drama
duplicate_movie_id_row,2422,2424,2,,,,,104,movie_title=토르:라그나로크|ott_release_month=201801|genre=SF/Fantasy
duplicate_movie_id_row,2422,2425,2,,,,,104,movie_title=토르:라그나로크|ott_release_month=201801|genre=SF/Fantasy
duplicate_movie_id_row,2461,2461,2,,,,,40,movie_title=레고무비|ott_release_month=201503|genre=Animation/Family
duplicate_movie_id_row,2461,2462,2,,,,,40,movie_title=레고무비|ott_release_month=201503|genre=Animation/Family
duplicate_movie_id_row,2462,2463,2,,,,,17,movie_title=빅대디(1999)|ott_release_month=201902|genre=Comedy
duplicate_movie_id_row,2462,2464,2,,,,,17,movie_title=빅대디(1999)|ott_release_month=201902|genre=Comedy
duplicate_movie_id_row,2473,2475,2,,,,,176,movie_title=어벤져스|ott_release_month=201701|genre=SF/Fantasy
duplicate_movie_id_row,2473,2476,2,,,,,176,movie_title=어벤져스|ott_release_month=201701|genre=SF/Fantasy
duplicate_movie_id_row,2482,2484,2,,,,,19,movie_title=아기배달부스토크|ott_release_month=201701|genre=Animation/Family
duplicate_movie_id_row,2482,2485,2,,,,,19,movie_title=아기배달부스토크|ott_release_month=201701|genre=Animation/Family
duplicate_movie_id_row,2491,2494,5,,,,,356,movie_title=신데렐라|ott_release_month=201305|genre=Other
duplicate_movie_id_row,2491,2495,5,,,,,356,movie_title=신데렐라|ott_release_month=201305|genre=Other
duplicate_movie_id_row,2491,2496,5,,,,,356,movie_title=신데렐라|ott_release_month=201305|genre=Other
duplicate_movie_id_row,2491,2497,5,,,,,356,movie_title=신데렐라|ott_release_month=201305|genre=Other
duplicate_movie_id_row,2491,2498,5,,,,,356,movie_title=신데렐라|ott_release_month=201305|genre=Other
duplicate_movie_id_row,2512,2519,3,,,,,12,movie_title=블라인드|ott_release_month=201304|genre=Drama
duplicate_movie_id_row,2512,2520,3,,,,,12,movie_title=블라인드|ott_release_month=201304|genre=Drama
duplicate_movie_id_row,2512,2521,3,,,,,12,movie_title=블라인드|ott_release_month=201304|genre=Drama
duplicate_movie_id_row,2523,2532,2,,,,,87,movie_title=가디언즈오브갤럭시VOL.2|ott_release_month=201806|genre=SF/Fantasy
duplicate_movie_id_row,2523,2533,2,,,,,87,movie_title=가디언즈오브갤럭시VOL.2|ott_release_month=201806|genre=SF/Fantasy
duplicate_movie_id_row,2611,2614,2,,,,,24,movie_title=벅스라이프|ott_release_month=201405|genre=Animation/Family
duplicate_movie_id_row,2611,2615,2,,,,,24,movie_title=벅스라이프|ott_release_month=201405|genre=Animation/Family
duplicate_movie_id_row,2620,2624,2,,,,,12,movie_title=만추(2010)|ott_release_month=201906|genre=Romance
duplicate_movie_id_row,2620,2625,2,,,,,12,movie_title=만추(2010)|ott_release_month=201906|genre=Romance
duplicate_movie_id_row,2736,2738,3,,,,,20,movie_title=고질라(1998)|ott_release_month=201901|genre=SF/Fantasy
duplicate_movie_id_row,2736,2739,3,,,,,20,movie_title=고질라(1998)|ott_release_month=201901|genre=SF/Fantasy
duplicate_movie_id_row,2736,2740,3,,,,,20,movie_title=고질라(1998)|ott_release_month=201901|genre=SF/Fantasy
duplicate_movie_id_row,2742,2746,2,,,,,17,movie_title=보디가드(1992)|ott_release_month=201506|genre=Romance
duplicate_movie_id_row,2742,2747,2,,,,,17,movie_title=보디가드(1992)|ott_release_month=201506|genre=Romance
duplicate_movie_id_row,2812,2814,2,,,,,8,movie_title=와일드(2014)|ott_release_month=201612|genre=Drama
duplicate_movie_id_row,2812,2815,2,,,,,8,movie_title=와일드(2014)|ott_release_month=201612|genre=Drama
duplicate_movie_id_row,2840,2843,3,,,,,10,movie_title=귀향(2016)|ott_release_month=201604|genre=SF/Fantasy
duplicate_movie_id_row,2840,2844,3,,,,,10,movie_title=귀향(2016)|ott_release_month=201604|genre=SF/Fantasy
duplicate_movie_id_row,2840,2845,3,,,,,10,movie_title=귀향(2016)|ott_release_month=201604|genre=SF/Fantasy
duplicate_movie_id_row,2861,2866,2,,,,,117,movie_title=해리포터와혼혈왕자|ott_release_month=201701|genre=Animation/Family
duplicate_movie_id_row,2861,2867,2,,,,,117,movie_title=해리포터와혼혈왕자|ott_release_month=201701|genre=Animation/Family
duplicate_movie_id_row,2876,2881,2,,,,,10,movie_title=나는보리|ott_release_month=202006|genre=Animation/Family
duplicate_movie_id_row,2876,2882,2,,,,,10,movie_title=나는보리|ott_release_month=202006|genre=Animation/Family
duplicate_movie_id_row,2911,2913,2,,,,,0,movie_title=총알탄사나이|ott_release_month=201406|genre=Thriller/Crime
duplicate_movie_id_row,2911,2914,2,,,,,0,movie_title=총알탄사나이|ott_release_month=201406|genre=Thriller/Crime
duplicate_movie_id_row,2922,2925,2,,,,,927,movie_title=패딩턴2|ott_release_month=201803|genre=Comedy
duplicate_movie_id_row,2922,2926,2,,,,,927,movie_title=패딩턴2|ott_release_month=201803|genre=Comedy
duplicate_movie_id_row,3027,3027,2,,,,,1,movie_title=시크릿웨폰|ott_release_month=201910|genre=Historical/War
duplicate_movie_id_row,3027,3028,2,,,,,1,movie_title=시크릿웨폰|ott_release_month=201910|genre=Historical/War
duplicate_movie_id_row,3039,3040,2,,,,,13,movie_title=라이온킹:시그니처콜렉션|ott_release_month=201907|genre=Animation/Family
duplicate_movie_id_row,3039,3041,2,,,,,13,movie_title=라이온킹:시그니처콜렉션|ott_release_month=201907|genre=Animation/Family
duplicate_movie_id_row,3073,3075,3,,,,,4,movie_title=싸움의기술(2019)|ott_release_month=201911|genre=Action/Adventure
duplicate_movie_id_row,3073,3076,3,,,,,4,movie_title=싸움의기술(2019)|ott_release_month=201911|genre=Action/Adventure
duplicate_movie_id_row,3073,3077,3,,,,,4,movie_title=싸움의기술(2019)|ott_release_month=201911|genre=Action/Adventure
duplicate_movie_id_row,3098,3101,2,,,,,1,movie_title=내일의기억|ott_release_month=201303|genre=Drama
duplicate_movie_id_row,3098,3102,2,,,,,1,movie_title=내일의기억|ott_release_month=201303|genre=Drama
duplicate_movie_id_row,3099,3103,2,,,,,3,movie_title=여자의일생(2017)|ott_release_month=201704|genre=Romance
duplicate_movie_id_row,3099,3104,2,,,,,3,movie_title=여자의일생(2017)|ott_release_month=201704|genre=Romance
duplicate_movie_id_row,3202,3204,2,,,,,8,movie_title=게이트|ott_release_month=202008|genre=Drama
duplicate_movie_id_row,3202,3205,2,,,,,8,movie_title=게이트|ott_release_month=202008|genre=Drama
duplicate_movie_id_row,3211,3214,2,,,,,1,movie_title=애비게일|ott_release_month=202007|genre=Horror
duplicate_movie_id_row,3211,3215,2,,,,,1,movie_title=애비게일|ott_release_month=202007|genre=Horror
duplicate_movie_id_row,3391,3390,2,,,,,5,movie_title=공공의적|ott_release_month=201807|genre=Action/Adventure
duplicate_movie_id_row,3391,3391,2,,,,,5,movie_title=공공의적|ott_release_month=201807|genre=Action/Adventure
duplicate_movie_id_row,3575,3575,2,,,,,30,movie_title=킹덤|ott_release_month=201612|genre=Drama
duplicate_movie_id_row,3575,3576,2,,,,,30,movie_title=킹덤|ott_release_month=201612|genre=Drama
duplicate_movie_id_row,3667,3665,2,,,,,341,movie_title=저스트프렌드|ott_release_month=201911|genre=Romance
duplicate_movie_id_row,3667,3666,2,,,,,341,movie_title=저스트프렌드|ott_release_month=201911|genre=Romance
duplicate_movie_id_row,3674,3673,2,,,,,1258,movie_title=박화영|ott_release_month=201810|genre=Drama
duplicate_movie_id_row,3674,3674,2,,,,,1258,movie_title=박화영|ott_release_month=201810|genre=Drama
duplicate_movie_id_row,3720,3717,3,,,,,86,movie_title=백설공주와일곱난쟁이|ott_release_month=201505|genre=Animation/Family
duplicate_movie_id_row,3720,3718,3,,,,,86,movie_title=백설공주와일곱난쟁이|ott_release_month=201505|genre=Animation/Family
duplicate_movie_id_row,3720,3719,3,,,,,86,movie_title=백설공주와일곱난쟁이|ott_release_month=201505|genre=Animation/Family
duplicate_movie_id_row,3802,3800,2,,,,,9,movie_title=데자뷰(2006)|ott_release_month=201708|genre=Thriller/Crime
