feature_name,AARRR_stage_primary,feature_family,cohort_name,is_promotion,is_repurchase,n,missing_count,mean,std,min,q10,q25,median,q75,q90,max,zero_count,zero_rate,positive_count,positive_rate
avg_gap_w3_watch_days,retention,usage_observation,promotion_repurchase,1,1,8037,0,0.8720355852930198,1.3209804394525029,0.0,0.0,0.0,0.0,1.333333,3.0,6.0,4623,0.5752146323254946,3414,0.4247853676745054
avg_gap_w3_watch_days,retention,usage_observation,promotion_nonrepurchase,1,0,3867,0,0.324415998707008,0.9516830860663086,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3283,0.8489785363330747,584,0.15102146366692526
is_cold_start_3d,activation,activation_onboarding,nonpromotion_repurchase,0,1,8520,0,0.4688967136150235,0.4990609363432709,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4525,0.5311032863849765,3995,0.4688967136150235
is_cold_start_3d,activation,activation_onboarding,nonpromotion_nonrepurchase,0,0,2655,0,0.45875706214689266,0.4983899844532115,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1437,0.5412429378531074,1218,0.45875706214689266
is_cold_start_3d,activation,activation_onboarding,promotion_repurchase,1,1,8037,0,0.47791464476794826,0.4995430776139579,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4196,0.5220853552320518,3841,0.47791464476794826
is_cold_start_3d,activation,activation_onboarding,promotion_nonrepurchase,1,0,3867,0,0.42461856736488235,0.4943489011884987,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2225,0.5753814326351177,1642,0.42461856736488235
is_cold_start_7d,activation,activation_onboarding,nonpromotion_repurchase,0,1,8520,0,0.6711267605633803,0.4698313957693672,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2802,0.3288732394366197,5718,0.6711267605633803
is_cold_start_7d,activation,activation_onboarding,nonpromotion_nonrepurchase,0,0,2655,0,0.7182674199623352,0.4499284168686037,0.0,0.0,0.0,1.0,1.0,1.0,1.0,748,0.28173258003766477,1907,0.7182674199623352
is_cold_start_7d,activation,activation_onboarding,promotion_repurchase,1,1,8037,0,0.6697772800796317,0.4703224407512191,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2654,0.3302227199203683,5383,0.6697772800796317
is_cold_start_7d,activation,activation_onboarding,promotion_nonrepurchase,1,0,3867,0,0.6901991207654512,0.46247119194882685,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1198,0.30980087923454874,2669,0.6901991207654512
watch_time(min)_w1,activation,usage_observation,nonpromotion_repurchase,0,1,8520,0,103.10269953051643,176.5253696885192,0.0,0.0,0.0,25.0,143.0,292.0,4766.0,3204,0.376056338028169,5316,0.6239436619718309
watch_time(min)_w1,activation,usage_observation,nonpromotion_nonrepurchase,0,0,2655,0,89.55291902071563,127.28499953188434,0.0,0.0,0.0,38.0,129.0,239.0,1169.0,807,0.303954802259887,1848,0.696045197740113
watch_time(min)_w1,activation,usage_observation,promotion_repurchase,1,1,8037,0,103.8167226577081,171.1406492649267,0.0,0.0,0.0,23.0,147.0,297.0,2865.0,3029,0.37688192111484387,5008,0.6231180788851561
watch_time(min)_w1,activation,usage_observation,promotion_nonrepurchase,1,0,3867,0,93.37057150245668,139.07110915541284,0.0,0.0,0.0,34.0,138.0,255.0,1846.0,1318,0.3408326868373416,2549,0.6591673131626584
watch_time(min)_w2,retention,usage_observation,nonpromotion_repurchase,0,1,8520,0,113.58274647887323,166.5114144443055,0.0,0.0,0.0,50.0,167.0,311.0,2024.0,2867,0.33650234741784035,5653,0.6634976525821596
watch_time(min)_w2,retention,usage_observation,nonpromotion_nonrepurchase,0,0,2655,0,46.387947269303204,88.2239571874946,0.0,0.0,0.0,1.0,67.0,145.0,1116.0,1272,0.47909604519774013,1383,0.5209039548022599
watch_time(min)_w2,retention,usage_observation,promotion_repurchase,1,1,8037,0,117.58865248226951,172.12717846288285,0.0,0.0,0.0,51.0,174.0,326.40000000000055,2957.0,2685,0.3340798805524449,5352,0.665920119447555
watch_time(min)_w2,retention,usage_observation,promotion_nonrepurchase,1,0,3867,0,57.600982673907424,99.57220097237814,0.0,0.0,0.0,1.0,93.0,189.0,954.0,1739,0.44970261184380655,2128,0.5502973881561934
watch_time(min)_w3,retention,usage_observation,nonpromotion_repurchase,0,1,8520,0,121.92887323943663,177.27262911437842,0.0,0.0,0.0,70.0,177.0,314.0,2691.0,2445,0.2869718309859155,6075,0.7130281690140845
watch_time(min)_w3,retention,usage_observation,nonpromotion_nonrepurchase,0,0,2655,0,23.42674199623352,60.724951889307036,0.0,0.0,0.0,0.0,6.0,93.0,902.0,1676,0.6312617702448211,979,0.3687382297551789
watch_time(min)_w3,retention,usage_observation,promotion_repurchase,1,1,8037,0,128.9104143337066,171.83451120396873,0.0,0.0,0.0,89.0,193.0,324.0,2499.0,2122,0.2640288664924723,5915,0.7359711335075276
watch_time(min)_w3,retention,usage_observation,promotion_nonrepurchase,1,0,3867,0,37.16058960434445,75.48633022725639,0.0,0.0,0.0,0.0,39.0,128.4000000000001,840.0,2132,0.5513317817429532,1735,0.4486682182570468
watch_session_w1,activation,usage_observation,nonpromotion_repurchase,0,1,8520,0,2.2529342723004695,3.273894556450433,0.0,0.0,0.0,1.0,3.0,6.0,70.0,3204,0.376056338028169,5316,0.6239436619718309
watch_session_w1,activation,usage_observation,nonpromotion_nonrepurchase,0,0,2655,0,2.2290018832391714,2.74697661129664,0.0,0.0,0.0,1.0,3.0,6.0,38.0,807,0.303954802259887,1848,0.696045197740113
watch_session_w1,activation,usage_observation,promotion_repurchase,1,1,8037,0,2.237650864750529,3.103412732524155,0.0,0.0,0.0,1.0,3.0,6.0,49.0,3029,0.37688192111484387,5008,0.6231180788851561
watch_session_w1,activation,usage_observation,promotion_nonrepurchase,1,0,3867,0,2.238944918541505,2.9747695244432024,0.0,0.0,0.0,1.0,3.0,6.0,38.0,1318,0.3408326868373416,2549,0.6591673131626584
watch_session_w2,retention,usage_observation,nonpromotion_repurchase,0,1,8520,0,2.481455399061033,3.28761865651879,0.0,0.0,0.0,2.0,4.0,6.0,55.0,2867,0.33650234741784035,5653,0.6634976525821596
watch_session_w2,retention,usage_observation,nonpromotion_nonrepurchase,0,0,2655,0,1.3175141242937853,2.021860148512579,0.0,0.0,0.0,1.0,2.0,4.0,20.0,1272,0.47909604519774013,1383,0.5209039548022599
watch_session_w2,retention,usage_observation,promotion_repurchase,1,1,8037,0,2.512629090456638,3.2647408199759984,0.0,0.0,0.0,2.0,4.0,6.0,40.0,2685,0.3340798805524449,5352,0.665920119447555
watch_session_w2,retention,usage_observation,promotion_nonrepurchase,1,0,3867,0,1.5668476855443496,2.363799993010127,0.0,0.0,0.0,1.0,2.0,4.0,34.0,1739,0.44970261184380655,2128,0.5502973881561934
watch_session_w3,retention,usage_observation,nonpromotion_repurchase,0,1,8520,0,2.6286384976525823,3.18949981205981,0.0,0.0,0.0,2.0,4.0,6.0,41.0,2445,0.2869718309859155,6075,0.7130281690140845
watch_session_w3,retention,usage_observation,nonpromotion_nonrepurchase,0,0,2655,0,0.7777777777777778,1.4156633857441472,0.0,0.0,0.0,0.0,1.0,3.0,13.0,1676,0.6312617702448211,979,0.3687382297551789
watch_session_w3,retention,usage_observation,promotion_repurchase,1,1,8037,0,2.780141843971631,3.247170354460671,0.0,0.0,0.0,2.0,4.0,6.0,35.0,2122,0.2640288664924723,5915,0.7359711335075276
watch_session_w3,retention,usage_observation,promotion_nonrepurchase,1,0,3867,0,1.0602534264287562,1.7110880411128002,0.0,0.0,0.0,0.0,2.0,3.0,19.0,2132,0.5513317817429532,1735,0.4486682182570468
retention_w2_ratio,retention,retention_ratio,nonpromotion_repurchase,0,1,8520,0,35.95114066420188,99.64232023637328,0.000681,0.010101,0.31736325,1.0,7.6791047500000005,124.0,2025.0,0,0.0,8520,1.0
retention_w2_ratio,retention,retention_ratio,nonpromotion_nonrepurchase,0,0,2655,0,8.450284304331449,36.85343299924384,0.000933,0.008881600000000003,0.058824,0.6375,1.1658335,5.0,530.0,0,0.0,2655,1.0
retention_w2_ratio,retention,retention_ratio,promotion_repurchase,1,1,8037,0,37.604983033345775,106.72460876243292,0.000922,0.010309,0.333333,1.0,8.0,125.0,2958.0,0,0.0,8037,1.0
retention_w2_ratio,retention,retention_ratio,promotion_nonrepurchase,1,0,3867,0,11.935359130074993,46.13159436037452,0.001035,0.009225000000000002,0.10397100000000001,0.875,1.428346,14.0,955.0,0,0.0,3867,1.0
retention_w3_ratio,retention,retention_ratio,nonpromotion_repurchase,0,1,8520,0,39.091485759859154,114.2183571163791,0.000894,0.009009,0.25,1.0,10.5,133.0,2692.0,0,0.0,8520,1.0
retention_w3_ratio,retention,retention_ratio,nonpromotion_nonrepurchase,0,0,2655,0,6.434166180414313,28.021438960044414,0.001314,0.012628400000000012,0.168385,1.0,1.0,3.0,413.0,0,0.0,2655,1.0
retention_w3_ratio,retention,retention_ratio,promotion_repurchase,1,1,8037,0,40.95866984795322,104.58584875339989,0.000889,0.009766000000000002,0.31,1.0,13.647059,141.40000000000055,2500.0,0,0.0,8037,1.0
retention_w3_ratio,retention,retention_ratio,promotion_nonrepurchase,1,0,3867,0,12.111071504525473,45.27165117685569,0.001047,0.010989,0.2118295,1.0,1.1921135,14.0,841.0,0,0.0,3867,1.0
diff_between_w2_w1,retention,retention_change,nonpromotion_repurchase,0,1,8520,0,10.480046948356808,203.32491794433415,-3444.0,-185.0,-67.0,0.0,97.0,216.0,2024.0,1363,0.15997652582159624,3834,0.45
diff_between_w2_w1,retention,retention_change,nonpromotion_nonrepurchase,0,0,2655,0,-43.16497175141243,126.07042466523374,-1071.0,-174.59999999999997,-90.0,-3.0,1.0,52.59999999999991,903.0,450,0.1694915254237288,718,0.2704331450094162
diff_between_w2_w1,retention,retention_change,promotion_repurchase,1,1,8037,0,13.771929824561404,204.99806387028028,-2442.0,-194.0,-70.0,0.0,101.0,227.0,2957.0,1304,0.16224959562025631,3660,0.45539380365808135
diff_between_w2_w1,retention,retention_change,promotion_nonrepurchase,1,0,3867,0,-35.76958882854926,135.11745547041792,-1618.0,-177.0,-84.0,-1.0,2.0,90.0,954.0,719,0.18593224722006724,1149,0.29712955779674166
diff_between_w3_w1,retention,retention_change,nonpromotion_repurchase,0,1,8520,0,18.826173708920187,234.73141438978237,-4380.0,-193.0,-57.0,0.0,103.0,236.0,2691.0,1222,0.14342723004694835,4096,0.4807511737089202
diff_between_w3_w1,retention,retention_change,nonpromotion_nonrepurchase,0,0,2655,0,-66.1261770244821,134.12582909213327,-1161.0,-220.0,-116.0,-20.0,0.0,26.59999999999991,665.0,437,0.16459510357815443,514,0.1935969868173258
diff_between_w3_w1,retention,retention_change,promotion_repurchase,1,1,8037,0,25.093691675998507,219.32448114639502,-2854.0,-186.0,-48.0,1.0,112.0,235.0,2499.0,1066,0.13263655592882917,4065,0.505785740948115
diff_between_w3_w1,retention,retention_change,promotion_nonrepurchase,1,0,3867,0,-56.20998189811223,149.91243132363772,-1798.0,-223.0,-110.0,-7.0,1.0,70.0,840.0,651,0.16834755624515127,1005,0.25989138867339023
diff_between_w3_w2,retention,retention_change,nonpromotion_repurchase,0,1,8520,0,8.346126760563381,218.88378494675402,-1483.0,-216.0,-90.0,0.0,103.0,222.0,2691.0,925,0.10856807511737089,4081,0.4789906103286385
diff_between_w3_w2,retention,retention_change,nonpromotion_nonrepurchase,0,0,2655,0,-22.96120527306968,89.97010514999972,-806.0,-117.0,-31.0,0.0,0.0,21.0,573.0,926,0.3487758945386064,561,0.21129943502824858
diff_between_w3_w2,retention,retention_change,promotion_repurchase,1,1,8037,0,11.321761851437103,213.894131738849,-1824.0,-213.0,-90.0,0.0,112.0,230.0,2499.0,815,0.1014059972626602,3921,0.48786860768943635
diff_between_w3_w2,retention,retention_change,promotion_nonrepurchase,1,0,3867,0,-20.44039306956297,105.57649123723762,-954.0,-133.0,-40.0,0.0,1.0,63.0,840.0,1137,0.2940263770364624,1040,0.26894233255753813
is_w1_over_50pct,activation,usage_observation,nonpromotion_repurchase,0,1,8520,0,0.22136150234741783,0.415187692636157,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6634,0.7786384976525822,1886,0.22136150234741783
is_w1_over_50pct,activation,usage_observation,nonpromotion_nonrepurchase,0,0,2655,0,0.5212806026365349,0.49964103389806097,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1271,0.47871939736346514,1384,0.5212806026365349
is_w1_over_50pct,activation,usage_observation,promotion_repurchase,1,1,8037,0,0.21600099539629214,0.4115405674112714,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6301,0.7839990046037079,1736,0.21600099539629214
is_w1_over_50pct,activation,usage_observation,promotion_nonrepurchase,1,0,3867,0,0.4484096198603569,0.4973956277891383,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2133,0.5515903801396431,1734,0.4484096198603569
is_w2_over_50pct,retention,usage_observation,nonpromotion_repurchase,0,1,8520,0,0.2811032863849765,0.44956417824261763,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6125,0.7188967136150235,2395,0.2811032863849765
is_w2_over_50pct,retention,usage_observation,nonpromotion_nonrepurchase,0,0,2655,0,0.21318267419962336,0.409632790141654,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2089,0.7868173258003767,566,0.21318267419962336
is_w2_over_50pct,retention,usage_observation,promotion_repurchase,1,1,8037,0,0.28368794326241137,0.450815240928777,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5757,0.7163120567375887,2280,0.28368794326241137
is_w2_over_50pct,retention,usage_observation,promotion_nonrepurchase,1,0,3867,0,0.21773985001292992,0.4127629658565538,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3025,0.78226014998707,842,0.21773985001292992
is_w3_over_50pct,retention,usage_observation,nonpromotion_repurchase,0,1,8520,0,0.3248826291079812,0.46835846618802046,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5752,0.6751173708920187,2768,0.3248826291079812
is_w3_over_50pct,retention,usage_observation,nonpromotion_nonrepurchase,0,0,2655,0,0.14990583804143126,0.3570463465952244,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2257,0.8500941619585687,398,0.14990583804143126
is_w3_over_50pct,retention,usage_observation,promotion_repurchase,1,1,8037,0,0.33358218240637055,0.47152176369674226,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5356,0.6664178175936295,2681,0.33358218240637055
is_w3_over_50pct,retention,usage_observation,promotion_nonrepurchase,1,0,3867,0,0.1812774760796483,0.3852977326702959,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3166,0.8187225239203517,701,0.1812774760796483
is_only_w1,activation,usage_observation,nonpromotion_repurchase,0,1,8520,0,0.04565727699530516,0.2087529755919731,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8131,0.9543427230046948,389,0.04565727699530516
is_only_w1,activation,usage_observation,nonpromotion_nonrepurchase,0,0,2655,0,0.27984934086629004,0.44900960247071187,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1912,0.72015065913371,743,0.27984934086629004
is_only_w1,activation,usage_observation,promotion_repurchase,1,1,8037,0,0.03919372900335946,0.19406768592491538,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7722,0.9608062709966405,315,0.03919372900335946
is_only_w1,activation,usage_observation,promotion_nonrepurchase,1,0,3867,0,0.2156710628394104,0.4113402612818939,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3033,0.7843289371605896,834,0.2156710628394104
is_only_w2,retention,usage_observation,nonpromotion_repurchase,0,1,8520,0,0.0795774647887324,0.2706538189532186,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7842,0.9204225352112676,678,0.0795774647887324
is_only_w2,retention,usage_observation,nonpromotion_nonrepurchase,0,0,2655,0,0.09340866290018833,0.2910590875827257,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2407,0.9065913370998117,248,0.09340866290018833
is_only_w2,retention,usage_observation,promotion_repurchase,1,1,8037,0,0.06893119323130521,0.2533528573988213,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7483,0.9310688067686947,554,0.06893119323130521
is_only_w2,retention,usage_observation,promotion_nonrepurchase,1,0,3867,0,0.09283682441168865,0.2902411630978453,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3508,0.9071631755883114,359,0.09283682441168865
is_only_w3,retention,usage_observation,nonpromotion_repurchase,0,1,8520,0,0.09683098591549295,0.2957448426069288,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7695,0.903169014084507,825,0.09683098591549295
is_only_w3,retention,usage_observation,nonpromotion_nonrepurchase,0,0,2655,0,0.09830508474576272,0.2977827969388661,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2394,0.9016949152542373,261,0.09830508474576272
is_only_w3,retention,usage_observation,promotion_repurchase,1,1,8037,0,0.09941520467836257,0.29923730231841744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7238,0.9005847953216374,799,0.09941520467836257
is_only_w3,retention,usage_observation,promotion_nonrepurchase,1,0,3867,0,0.11093871217998448,0.3140968430549222,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3438,0.8890612878200155,429,0.11093871217998448
