promo_scope,feature_name,coefficient,abs_coefficient,standardized_or_scaled,rank,feature_family,direction_for_repurchase_score,interpretation_caveat,notes
promo0,max_day_share,0.3150411702049015,0.3150411702049015,scaled_by_StandardScaler_before_fit,12,technical_or_unknown,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,max_daily_watch_time_min,-0.30349059217058416,0.30349059217058416,scaled_by_StandardScaler_before_fit,13,weekly_usage,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,watch_session_w3,0.30123959972560777,0.30123959972560777,scaled_by_StandardScaler_before_fit,14,weekly_usage,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,watch_ratio_under_1m,-0.29434964550453213,0.29434964550453213,scaled_by_StandardScaler_before_fit,15,weekly_usage,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,family_animation_ratio,0.2935725909490928,0.2935725909490928,scaled_by_StandardScaler_before_fit,16,genre_preference,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,horror_ratio,-0.2788246476875324,0.2788246476875324,scaled_by_StandardScaler_before_fit,17,genre_preference,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,is_only_w2,0.22324301999055876,0.22324301999055876,scaled_by_StandardScaler_before_fit,18,technical_or_unknown,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,median_watch_time_min,0.21652157284156257,0.21652157284156257,scaled_by_StandardScaler_before_fit,19,weekly_usage,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,watch_days,0.1976785629699387,0.1976785629699387,scaled_by_StandardScaler_before_fit,20,weekly_usage,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,active_ratio,0.19767856296993463,0.19767856296993463,scaled_by_StandardScaler_before_fit,21,technical_or_unknown,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,sf_fantasy_ratio,-0.19558212068905761,0.19558212068905761,scaled_by_StandardScaler_before_fit,22,technical_or_unknown,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,romance_ratio,0.1853526856758289,0.1853526856758289,scaled_by_StandardScaler_before_fit,23,genre_preference,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,is_only_w1,-0.18473671805252742,0.18473671805252742,scaled_by_StandardScaler_before_fit,24,technical_or_unknown,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,drama_ratio,0.17783267150722723,0.17783267150722723,scaled_by_StandardScaler_before_fit,25,genre_preference,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,is_churn_prevented,-0.16312825704306094,0.16312825704306094,scaled_by_StandardScaler_before_fit,26,historical_churn_prevention_context,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,total_watch_count,0.15611685865818817,0.15611685865818817,scaled_by_StandardScaler_before_fit,27,weekly_usage,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,max_daily_sessions,0.13494984199288865,0.13494984199288865,scaled_by_StandardScaler_before_fit,28,weekly_usage,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,avg_daily_watch_time_min,0.13146668596514743,0.13146668596514743,scaled_by_StandardScaler_before_fit,29,weekly_usage,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,avg_gap_w3_watch_days,0.12639540894490012,0.12639540894490012,scaled_by_StandardScaler_before_fit,30,weekly_usage,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,unique_movie,-0.12315295207616254,0.12315295207616254,scaled_by_StandardScaler_before_fit,31,content_preference,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,max_watch_time_min,0.12104318201608048,0.12104318201608048,scaled_by_StandardScaler_before_fit,32,weekly_usage,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,std_watch_time_min,0.11878839504171435,0.11878839504171435,scaled_by_StandardScaler_before_fit,33,weekly_usage,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,avg_gap_w1_watch_days,0.11489491323477515,0.11489491323477515,scaled_by_StandardScaler_before_fit,34,weekly_usage,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,day_count_over_3times,0.11364596423746605,0.11364596423746605,scaled_by_StandardScaler_before_fit,35,technical_or_unknown,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,watch_ratio_under_5m,0.10156546343901196,0.10156546343901196,scaled_by_StandardScaler_before_fit,36,weekly_usage,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,is_cold_start_3d_fixed,0.09771043497456314,0.09771043497456314,scaled_by_StandardScaler_before_fit,37,onboarding_activation,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,diff_between_w3_w2,-0.09570632571061251,0.09570632571061251,scaled_by_StandardScaler_before_fit,38,weekly_usage,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,comedy_ratio,-0.09445930324427541,0.09445930324427541,scaled_by_StandardScaler_before_fit,39,genre_preference,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,is_female,0.09125065428008122,0.09125065428008122,scaled_by_StandardScaler_before_fit,40,demographic_context,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,new_movie_in_180d_ratio,0.08245935132264827,0.08245935132264827,scaled_by_StandardScaler_before_fit,41,content_preference,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,is_basic,-0.07383341882089244,0.07383341882089244,scaled_by_StandardScaler_before_fit,42,membership_context,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,watch_time_min_w3,-0.07292445720414883,0.07292445720414883,scaled_by_StandardScaler_before_fit,43,weekly_usage,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,age_group,0.06931038448490012,0.06931038448490012,scaled_by_StandardScaler_before_fit,44,demographic_context,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,historical_war_ratio,-0.06864099367781848,0.06864099367781848,scaled_by_StandardScaler_before_fit,45,technical_or_unknown,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,is_standard,0.06051859641220132,0.06051859641220132,scaled_by_StandardScaler_before_fit,46,membership_context,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,watch_session_w2,0.06030079521097398,0.06030079521097398,scaled_by_StandardScaler_before_fit,47,weekly_usage,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,diff_between_w2_w1,0.049524352970334966,0.049524352970334966,scaled_by_StandardScaler_before_fit,48,weekly_usage,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,is_user_verified,-0.04928676420017528,0.04928676420017528,scaled_by_StandardScaler_before_fit,49,membership_context,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,watch_time_min_w2,0.04486810511370031,0.04486810511370031,scaled_by_StandardScaler_before_fit,50,weekly_usage,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,avg_gap_w2_watch_days,0.04405034210776339,0.04405034210776339,scaled_by_StandardScaler_before_fit,51,weekly_usage,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,diff_between_w3_w1,-0.04323096219426639,0.04323096219426639,scaled_by_StandardScaler_before_fit,52,weekly_usage,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,weekend_watch_ratio,-0.03998745707474087,0.03998745707474087,scaled_by_StandardScaler_before_fit,53,weekly_usage,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,reg_is_weekend,0.03967595791503703,0.03967595791503703,scaled_by_StandardScaler_before_fit,54,technical_or_unknown,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,reg_hour_evening,-0.038636688814695015,0.038636688814695015,scaled_by_StandardScaler_before_fit,55,technical_or_unknown,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,watch_session_w1,-0.036582679999176936,0.036582679999176936,scaled_by_StandardScaler_before_fit,56,weekly_usage,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,is_premium,0.030332817201753858,0.030332817201753858,scaled_by_StandardScaler_before_fit,57,membership_context,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,reg_hour_morning,0.027181549534247635,0.027181549534247635,scaled_by_StandardScaler_before_fit,58,technical_or_unknown,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,documentary_ratio,-0.024412788555196536,0.024412788555196536,scaled_by_StandardScaler_before_fit,59,genre_preference,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,reg_hour_afternoon,0.02409058260301513,0.02409058260301513,scaled_by_StandardScaler_before_fit,60,technical_or_unknown,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,total_watch_time_min,-0.022213923413768266,0.022213923413768266,scaled_by_StandardScaler_before_fit,61,weekly_usage,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,is_cold_start_7d_fixed,-0.019273808314555007,0.019273808314555007,scaled_by_StandardScaler_before_fit,62,onboarding_activation,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,movie_per_active_day,-0.018470994912698553,0.018470994912698553,scaled_by_StandardScaler_before_fit,63,content_preference,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,is_w1_over_50pct,0.016888710586940546,0.016888710586940546,scaled_by_StandardScaler_before_fit,64,weekly_usage,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,new_movie_in_90d_ratio,-0.016150223165338786,0.016150223165338786,scaled_by_StandardScaler_before_fit,65,content_preference,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,old_movie_ratio_5y,-0.015294004454529917,0.015294004454529917,scaled_by_StandardScaler_before_fit,66,content_preference,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,watch_time_min_w1,-0.014761946217741387,0.014761946217741387,scaled_by_StandardScaler_before_fit,67,weekly_usage,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,is_male,0.011844442659714363,0.011844442659714363,scaled_by_StandardScaler_before_fit,68,demographic_context,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,reg_hour_night,-0.009002503597871475,0.009002503597871475,scaled_by_StandardScaler_before_fit,69,technical_or_unknown,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,avg_rewatch_ratio,-0.008711061443951576,0.008711061443951576,scaled_by_StandardScaler_before_fit,70,weekly_usage,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,avg_gap_between_watch_days,-0.008046360157389165,0.008046360157389165,scaled_by_StandardScaler_before_fit,71,weekly_usage,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,watch_per_day,-0.004100453818436344,0.004100453818436344,scaled_by_StandardScaler_before_fit,72,weekly_usage,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,other_ratio,-0.0024713726834424904,0.0024713726834424904,scaled_by_StandardScaler_before_fit,73,technical_or_unknown,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,is_only_w3,-0.0019525531848359839,0.0019525531848359839,scaled_by_StandardScaler_before_fit,74,technical_or_unknown,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo0,new_movie_in_365d_ratio,-0.0014791233121828188,0.0014791233121828188,scaled_by_StandardScaler_before_fit,75,content_preference,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,log_retention_w3_ratio,0.7453732233261658,0.7453732233261658,scaled_by_StandardScaler_before_fit,1,retention_decay,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,avg_ott_release_year,-0.742660967661138,0.742660967661138,scaled_by_StandardScaler_before_fit,2,content_preference,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,genre_diversity_count,0.6278972583697761,0.6278972583697761,scaled_by_StandardScaler_before_fit,3,genre_preference,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,is_w2_over_50pct,0.5856360607660646,0.5856360607660646,scaled_by_StandardScaler_before_fit,4,weekly_usage,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,avg_watch_time_min,0.5233988045548856,0.5233988045548856,scaled_by_StandardScaler_before_fit,5,weekly_usage,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,thriller_crime_ratio,-0.507836387139177,0.507836387139177,scaled_by_StandardScaler_before_fit,6,genre_preference,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,is_w3_over_50pct,0.4431389933191231,0.4431389933191231,scaled_by_StandardScaler_before_fit,7,weekly_usage,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,action_adventure_ratio,-0.4172608483948962,0.4172608483948962,scaled_by_StandardScaler_before_fit,8,genre_preference,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,log_retention_w2_ratio,0.3904456079228693,0.3904456079228693,scaled_by_StandardScaler_before_fit,9,retention_decay,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,max_inactive_gap_days,0.29378828488506625,0.29378828488506625,scaled_by_StandardScaler_before_fit,10,technical_or_unknown,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,is_only_w1,-0.2865668024870246,0.2865668024870246,scaled_by_StandardScaler_before_fit,11,technical_or_unknown,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,is_cold_start_3d_fixed,0.27053521105913714,0.27053521105913714,scaled_by_StandardScaler_before_fit,12,onboarding_activation,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,max_day_share,0.2616185797524361,0.2616185797524361,scaled_by_StandardScaler_before_fit,13,technical_or_unknown,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,horror_ratio,-0.2506467744243348,0.2506467744243348,scaled_by_StandardScaler_before_fit,14,genre_preference,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,family_animation_ratio,0.2266716224294659,0.2266716224294659,scaled_by_StandardScaler_before_fit,15,genre_preference,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,recency,0.22263987587906503,0.22263987587906503,scaled_by_StandardScaler_before_fit,16,technical_or_unknown,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,watch_days,0.22044254025799648,0.22044254025799648,scaled_by_StandardScaler_before_fit,17,weekly_usage,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,active_ratio,0.220442540257993,0.220442540257993,scaled_by_StandardScaler_before_fit,18,technical_or_unknown,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,romance_ratio,0.20874266356638937,0.20874266356638937,scaled_by_StandardScaler_before_fit,19,genre_preference,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,drama_ratio,0.19801274247704337,0.19801274247704337,scaled_by_StandardScaler_before_fit,20,genre_preference,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,sf_fantasy_ratio,-0.18884753581711786,0.18884753581711786,scaled_by_StandardScaler_before_fit,21,technical_or_unknown,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,is_w1_over_50pct,0.17142725328520902,0.17142725328520902,scaled_by_StandardScaler_before_fit,22,weekly_usage,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,is_churn_prevented,-0.16216951302024143,0.16216951302024143,scaled_by_StandardScaler_before_fit,23,historical_churn_prevention_context,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,max_daily_sessions,0.16135368624030721,0.16135368624030721,scaled_by_StandardScaler_before_fit,24,weekly_usage,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,watch_session_w1,-0.16018453616297904,0.16018453616297904,scaled_by_StandardScaler_before_fit,25,weekly_usage,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,watch_session_w2,-0.13878921938938596,0.13878921938938596,scaled_by_StandardScaler_before_fit,26,weekly_usage,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,is_only_w2,0.13363879186354738,0.13363879186354738,scaled_by_StandardScaler_before_fit,27,technical_or_unknown,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,watch_per_day,0.13175766364539815,0.13175766364539815,scaled_by_StandardScaler_before_fit,28,weekly_usage,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,watch_ratio_under_1m,-0.12497689038746525,0.12497689038746525,scaled_by_StandardScaler_before_fit,29,weekly_usage,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,is_only_w3,-0.11984605302616363,0.11984605302616363,scaled_by_StandardScaler_before_fit,30,technical_or_unknown,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,is_basic,-0.1197186243343787,0.1197186243343787,scaled_by_StandardScaler_before_fit,31,membership_context,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,comedy_ratio,-0.11394654754442252,0.11394654754442252,scaled_by_StandardScaler_before_fit,32,genre_preference,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,new_movie_in_180d_ratio,0.11347186137081762,0.11347186137081762,scaled_by_StandardScaler_before_fit,33,content_preference,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,total_watch_count,-0.10628806458318618,0.10628806458318618,scaled_by_StandardScaler_before_fit,34,weekly_usage,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,historical_war_ratio,-0.10121918244461256,0.10121918244461256,scaled_by_StandardScaler_before_fit,35,technical_or_unknown,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,movie_per_active_day,-0.09676827032298381,0.09676827032298381,scaled_by_StandardScaler_before_fit,36,content_preference,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,watch_session_w3,0.09241498492938315,0.09241498492938315,scaled_by_StandardScaler_before_fit,37,weekly_usage,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,day_count_over_3times,0.09151294211868508,0.09151294211868508,scaled_by_StandardScaler_before_fit,38,technical_or_unknown,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,is_premium,0.07946068697488516,0.07946068697488516,scaled_by_StandardScaler_before_fit,39,membership_context,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,avg_gap_w3_watch_days,0.07811052671479138,0.07811052671479138,scaled_by_StandardScaler_before_fit,40,weekly_usage,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,diff_between_w2_w1,0.07316844035711952,0.07316844035711952,scaled_by_StandardScaler_before_fit,41,weekly_usage,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,unique_movie,0.06971992841803323,0.06971992841803323,scaled_by_StandardScaler_before_fit,42,content_preference,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,max_watch_time_min,0.06912998212281839,0.06912998212281839,scaled_by_StandardScaler_before_fit,43,weekly_usage,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,is_standard,0.06735269360596033,0.06735269360596033,scaled_by_StandardScaler_before_fit,44,membership_context,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,std_watch_time_min,0.0622124327722089,0.0622124327722089,scaled_by_StandardScaler_before_fit,45,weekly_usage,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,documentary_ratio,-0.061725609021770905,0.061725609021770905,scaled_by_StandardScaler_before_fit,46,genre_preference,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,is_male,-0.056629264186647404,0.056629264186647404,scaled_by_StandardScaler_before_fit,47,demographic_context,decreases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,watch_time_min_w2,0.0523586822780561,0.0523586822780561,scaled_by_StandardScaler_before_fit,48,weekly_usage,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,diff_between_w3_w1,0.046331628928432386,0.046331628928432386,scaled_by_StandardScaler_before_fit,49,weekly_usage,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
promo1,age_group,0.0433518013528849,0.0433518013528849,scaled_by_StandardScaler_before_fit,50,demographic_context,increases_repurchase_score,"Coefficient is model explanation, not causality. Churn-risk direction is inverse.",LR baseline linear explanation.
