model_family,promo_scope,feature_name,mean_abs_shap,rank,feature_family,interpretation_caveat,notes
LogisticRegression,promo0,watch_session_w3,0.22107747637898248,14,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,max_daily_watch_time_min,0.2177949338323903,15,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,median_watch_time_min,0.1809401092287856,16,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,family_animation_ratio,0.17163294554537115,17,genre_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,watch_days,0.15340630327925492,18,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,active_ratio,0.1534063032792518,19,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,sf_fantasy_ratio,0.1444577661459508,20,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,drama_ratio,0.13508388425277204,21,genre_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,is_churn_prevented,0.13190646033153633,22,historical_churn_prevention_context,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,romance_ratio,0.12970198389582227,23,genre_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,is_only_w2,0.12678348619821175,24,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,horror_ratio,0.1218949438986564,25,genre_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,total_watch_count,0.10741879381718075,26,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,std_watch_time_min,0.09964908333724559,27,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,avg_daily_watch_time_min,0.09884122299059814,28,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,max_watch_time_min,0.09807554840278358,29,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,max_daily_sessions,0.09626199602735844,30,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,is_cold_start_3d_fixed,0.09432734955648035,31,onboarding_activation,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,is_only_w1,0.09375789332942316,32,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,avg_gap_w3_watch_days,0.0932792851068048,33,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,is_female,0.0906457663354824,34,demographic_context,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,unique_movie,0.08644580857834114,35,content_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,watch_ratio_under_5m,0.08350577536321836,36,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,day_count_over_3times,0.08330304480657434,37,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,avg_gap_w1_watch_days,0.08186435998684223,38,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,is_basic,0.06935574633470326,39,membership_context,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,new_movie_in_180d_ratio,0.06650309882053372,40,content_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,age_group,0.059724212059312574,41,demographic_context,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,comedy_ratio,0.059406147452447246,42,genre_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,diff_between_w3_w2,0.057781650781234505,43,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,is_standard,0.051836599186781115,44,membership_context,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,is_user_verified,0.04897661925163615,45,membership_context,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,watch_time_min_w3,0.04840340527746351,46,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,historical_war_ratio,0.04217748429594136,47,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,watch_session_w2,0.03964762204621903,48,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,reg_is_weekend,0.035818009295307505,49,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,weekend_watch_ratio,0.03472243605274261,50,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,reg_hour_evening,0.03401191625666364,51,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,avg_gap_w2_watch_days,0.032933623606250656,52,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,diff_between_w2_w1,0.031021870415933878,53,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,watch_time_min_w2,0.03096249289682518,54,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,diff_between_w3_w1,0.025448382574221884,55,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,watch_session_w1,0.02357510281469153,56,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,reg_hour_morning,0.02211298506095779,57,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,reg_hour_afternoon,0.0214559719126706,58,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,is_cold_start_7d_fixed,0.019168988458727984,59,onboarding_activation,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,is_premium,0.017003514743604602,60,membership_context,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,total_watch_time_min,0.014952431695433512,61,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,is_w1_over_50pct,0.014505920176087378,62,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,documentary_ratio,0.01316844234716685,63,genre_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,movie_per_active_day,0.012554936815249607,64,content_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,new_movie_in_90d_ratio,0.012428897637309151,65,content_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,old_movie_ratio_5y,0.011712619150937492,66,content_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,is_male,0.010318738197026797,67,demographic_context,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,watch_time_min_w1,0.008874254801104976,68,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,reg_hour_night,0.008292678059963463,69,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,avg_rewatch_ratio,0.007488760444775794,70,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,avg_gap_between_watch_days,0.005959843814546686,71,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,watch_per_day,0.0027888088634865794,72,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,new_movie_in_365d_ratio,0.0012406422903408082,73,content_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,is_only_w3,0.0011265737604200716,74,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo0,other_ratio,0.0008468582321917615,75,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,log_retention_w3_ratio,0.5885806014715826,1,retention_decay,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,genre_diversity_count,0.5003036116292912,2,genre_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,is_w2_over_50pct,0.4971036854652465,3,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,is_w3_over_50pct,0.42810645258893554,4,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,avg_watch_time_min,0.42292280003072824,5,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,thriller_crime_ratio,0.368308691037455,6,genre_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,avg_ott_release_year,0.313254510775761,7,content_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,log_retention_w2_ratio,0.29544360191068325,8,retention_decay,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,action_adventure_ratio,0.29225798894668054,9,genre_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,is_cold_start_3d_fixed,0.26204293383814325,10,onboarding_activation,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,max_inactive_gap_days,0.25052105032873045,11,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,max_day_share,0.2181041890261727,12,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,drama_ratio,0.17150069921611324,13,genre_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,recency,0.1709622335668793,14,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,watch_days,0.16635125136349285,15,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,active_ratio,0.1663512513634891,16,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,is_w1_over_50pct,0.15328421730183292,17,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,is_churn_prevented,0.14544984537680164,18,historical_churn_prevention_context,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,romance_ratio,0.13878808750484067,19,genre_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,is_only_w1,0.13231199876296076,20,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,sf_fantasy_ratio,0.1309991863303877,21,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,family_animation_ratio,0.12986393367456361,22,genre_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,is_basic,0.11840281203480572,23,membership_context,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,max_daily_sessions,0.11089700970396224,24,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,watch_session_w1,0.10850813229633766,25,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,watch_ratio_under_1m,0.09903364489631422,26,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,new_movie_in_180d_ratio,0.09600712810293298,27,content_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,watch_session_w2,0.09088834671194519,28,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,watch_per_day,0.08245316356254799,29,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,is_only_w2,0.07731777874823544,30,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,total_watch_count,0.07392522301162816,31,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,horror_ratio,0.07375560113623017,32,genre_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,is_only_w3,0.07281404448937184,33,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,day_count_over_3times,0.06761125351954594,34,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,historical_war_ratio,0.06638891430149578,35,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,is_premium,0.0658187110007475,36,membership_context,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,watch_session_w3,0.0630122498858375,37,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,comedy_ratio,0.06190823010779699,38,genre_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,avg_gap_w3_watch_days,0.05865592189135304,39,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,movie_per_active_day,0.05741585653811748,40,content_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,max_watch_time_min,0.056365373532529926,41,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,is_standard,0.05456705108461403,42,membership_context,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,is_male,0.052372842385296325,43,demographic_context,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,std_watch_time_min,0.05168167501721952,44,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,unique_movie,0.048825339679103366,45,content_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,diff_between_w2_w1,0.04464583375937552,46,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,new_movie_in_365d_ratio,0.036607661738018576,47,content_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,age_group,0.03444580776584322,48,demographic_context,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,watch_time_min_w2,0.03414464204560983,49,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,avg_gap_between_watch_days,0.033470299107132735,50,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,weekend_watch_ratio,0.028994955539900138,51,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,diff_between_w3_w1,0.0277029392582542,52,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,documentary_ratio,0.02758367432180003,53,genre_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,max_daily_watch_time_min,0.025085992330539285,54,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,reg_hour_afternoon,0.024942126320167617,55,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,is_cold_start_7d_fixed,0.024482877707636547,56,onboarding_activation,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,median_watch_time_min,0.022809559863203356,57,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,watch_time_min_w1,0.02251053425816347,58,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,watch_time_min_w3,0.017506381712009786,59,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,old_movie_ratio_5y,0.017332934543080967,60,content_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,diff_between_w3_w2,0.014900334870272551,61,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,new_movie_in_90d_ratio,0.014100471516116308,62,content_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,avg_gap_w1_watch_days,0.013854311772779746,63,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,total_watch_time_min,0.013327672715836176,64,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,avg_daily_watch_time_min,0.012134764752016991,65,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,reg_hour_evening,0.011034451478723891,66,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,other_ratio,0.008802625194182975,67,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,reg_hour_morning,0.00800216058522005,68,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,avg_rewatch_ratio,0.007645178592184346,69,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,watch_ratio_under_5m,0.007449019274678102,70,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,is_female,0.006969844008161381,71,demographic_context,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,reg_hour_night,0.003147218285052992,72,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,reg_is_weekend,0.002970608348325842,73,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,avg_gap_w2_watch_days,0.002403966334198583,74,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
LogisticRegression,promo1,is_user_verified,0.0,75,membership_context,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,watch_time_min_w3,0.4369895608869778,1,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,drama_ratio,0.2789634526268291,2,genre_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,log_retention_w3_ratio,0.2522233694932839,3,retention_decay,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,diff_between_w2_w1,0.21933432043609288,4,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,diff_between_w3_w1,0.20714803564368314,5,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,log_retention_w2_ratio,0.204587960548629,6,retention_decay,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,family_animation_ratio,0.20109081176643834,7,genre_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,thriller_crime_ratio,0.1911692661941302,8,genre_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,romance_ratio,0.1797383910890403,9,genre_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,action_adventure_ratio,0.16862348327279028,10,genre_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,median_watch_time_min,0.14387166186011424,11,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,max_watch_time_min,0.11596213512693607,12,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,max_day_share,0.11105175886719171,13,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,is_only_w1,0.09901718400731267,14,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,diff_between_w3_w2,0.07488122356606418,15,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,watch_ratio_under_1m,0.06334554922165471,16,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,horror_ratio,0.06144874150850778,17,genre_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,is_churn_prevented,0.05816741550047737,18,historical_churn_prevention_context,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,is_cold_start_3d_fixed,0.050023693392470515,19,onboarding_activation,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,age_group,0.044078404294892334,20,demographic_context,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,sf_fantasy_ratio,0.03249027846402414,21,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,genre_diversity_count,0.03045139418114215,22,genre_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,is_w1_over_50pct,0.027536191705072804,23,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,is_basic,0.02234519803699535,24,membership_context,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,avg_gap_w1_watch_days,0.017517073420301458,25,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,max_daily_watch_time_min,0.010413237083472625,26,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,std_watch_time_min,0.008086854038214908,27,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,watch_time_min_w2,0.007992164336745145,28,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,recency,0.007967767952564792,29,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,watch_session_w2,0.007533379610889927,30,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,avg_ott_release_year,0.007139804342810297,31,content_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,max_inactive_gap_days,0.0069771197582601,32,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,watch_time_min_w1,0.006003191895205992,33,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,other_ratio,0.0059433661838717775,34,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,new_movie_in_90d_ratio,0.005928824257857071,35,content_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,avg_watch_time_min,0.005730410750617729,36,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,reg_hour_evening,0.005297377986104044,37,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,avg_gap_between_watch_days,0.005014884935118515,38,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,watch_session_w1,0.004147996186041049,39,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,weekend_watch_ratio,0.0038599769849676463,40,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,watch_ratio_under_5m,0.0037848885284549336,41,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,new_movie_in_180d_ratio,0.003577405016933274,42,content_preference,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,is_only_w3,0.0032996456380599126,43,technical_or_unknown,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,avg_rewatch_ratio,0.003251705233331281,44,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,is_standard,0.0027785725084474087,45,membership_context,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,is_user_verified,0.002753995837975787,46,membership_context,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
GradientBoosting,promo0,watch_per_day,0.0024341922302443847,47,weekly_usage,"SHAP is model explanation, not causality.",Positive class is is_repurchase=1.
