model_family,promo_scope,feature_name,feature_family,mean_feature_value,mean_shap_value,corr_feature_value_shap,direction_summary,interpretation_caveat,notes
LogisticRegression,promo1,total_watch_time_min,weekly_usage,288.476,-2.471409954295005e-05,0.9999999999999997,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,watch_per_day,weekly_usage,1.7168750548063048,0.0028139409118960856,1.0,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,avg_watch_time_min,weekly_usage,41.56082710518583,-0.07525553972572374,1.0,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,median_watch_time_min,weekly_usage,35.58025,-0.0029442484700640047,0.9999999999999999,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,std_watch_time_min,weekly_usage,32.429785509366155,-0.010547218447680196,1.0,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,avg_daily_watch_time_min,weekly_usage,71.50356768093017,-0.0023875440210695126,1.0,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,max_watch_time_min,weekly_usage,89.3385,-0.010410598706080616,1.0,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,max_daily_watch_time_min,weekly_usage,128.2845,0.0051476660937432575,-1.0,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,max_daily_sessions,weekly_usage,2.6685,0.00747724348053254,0.9999999999999993,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,recency,technical_or_unknown,6.147,0.028195100727625176,1.0,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,avg_gap_between_watch_days,weekly_usage,3.3824068029193026,0.01193173921693003,-1.0,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,avg_gap_w1_watch_days,weekly_usage,0.69375,-0.0005832966613738076,-0.9999999999999989,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,avg_gap_w2_watch_days,weekly_usage,0.6459,-0.0003621626917262225,-1.0,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,avg_gap_w3_watch_days,weekly_usage,0.6557833333333333,-0.009086265277320977,0.9999999999999981,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,max_inactive_gap_days,technical_or_unknown,5.2335,-0.07417669564613383,1.0,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,avg_rewatch_ratio,weekly_usage,0.14748859215578733,-0.0006354912865345532,-0.9999999999999998,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,weekend_watch_ratio,weekly_usage,0.3735716268330115,-0.0024053265316010914,-1.0,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,watch_ratio_under_1m,weekly_usage,0.21489087400502083,-0.012774222817895007,-1.0,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,watch_ratio_under_5m,weekly_usage,0.3121897986289616,0.00042743333743755436,0.9999999999999994,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,movie_per_active_day,content_preference,1.2653924936174936,0.002072715844373137,-1.0,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,max_day_share,technical_or_unknown,0.5857394452111427,-0.021540978531917797,1.0,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,day_count_over_3times,technical_or_unknown,0.6925,0.008091656036431633,0.9999999999999982,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,watch_time_min_w1,weekly_usage,97.0585,0.00044246145582651933,-0.9999999999999994,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,watch_time_min_w2,weekly_usage,95.7145,0.005745892613556393,0.9999999999999999,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,watch_time_min_w3,weekly_usage,95.703,-0.0025093592036621324,0.9999999999999998,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,watch_session_w1,weekly_usage,2.2605,-0.008396680600531236,-0.999999999999999,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,watch_session_w2,weekly_usage,2.1265,-0.017679442970249575,-1.0,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,watch_session_w3,weekly_usage,2.1575,-0.001017225202059266,0.9999999999999992,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,diff_between_w2_w1,weekly_usage,-1.344,0.007482141188078919,0.9999999999999991,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,diff_between_w3_w1,weekly_usage,-1.3555,-0.0030271182879261717,1.0,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
